epoch,step,train_loss,val_loss,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,val_qa_em,test_loss
0,9,0.4614848792552948,,,,,,
0,19,0.24934343993663788,,,,,,
0,29,0.21837292611598969,,,,,,
0,39,0.20179720222949982,,,,,,
0,49,0.29020535945892334,,,,,,
0,59,0.3434377908706665,,,,,,
0,69,0.2687101364135742,,,,,,
0,79,0.08694196492433548,,,,,,
0,89,0.07229435443878174,,,,,,
0,99,0.10914889723062515,,,,,,
0,109,0.16161157190799713,,,,,,
0,119,0.24041572213172913,,,,,,
0,129,0.19150994718074799,,,,,,
0,139,0.25158384442329407,,,,,,
0,149,0.18320252001285553,,,,,,
0,159,0.1679144650697708,,,,,,
0,169,0.22484974563121796,,,,,,
0,179,0.08375878632068634,,,,,,
0,189,0.1760675609111786,,,,,,
0,199,0.1922813504934311,,,,,,
0,209,0.07271333783864975,,,,,,
0,219,0.10640154033899307,,,,,,
0,229,0.17371053993701935,,,,,,
0,239,0.1093488484621048,,,,,,
0,249,0.11490162461996078,,,,,,
0,259,0.1556462198495865,,,,,,
0,269,0.13990455865859985,,,,,,
0,279,0.11182934790849686,,,,,,
0,289,0.2161852866411209,,,,,,
0,299,0.0982462540268898,,,,,,
0,309,0.22153355181217194,,,,,,
0,319,0.09936906397342682,,,,,,
0,329,0.12218116968870163,,,,,,
0,339,0.08431433141231537,,,,,,
0,344,,0.09661851823329926,0.27252399921417236,0.3184291124343872,0.7980896830558777,0.20592384040355682,
1,349,0.15057872235774994,,,,,,
1,359,0.1193663626909256,,,,,,
1,369,0.13929292559623718,,,,,,
1,379,0.13148906826972961,,,,,,
1,389,0.07251186668872833,,,,,,
1,399,0.13367430865764618,,,,,,
1,409,0.06569235771894455,,,,,,
1,419,0.09636189043521881,,,,,,
1,429,0.1065182015299797,,,,,,
1,439,0.11638083308935165,,,,,,
1,449,0.07025109976530075,,,,,,
1,459,0.11585894227027893,,,,,,
1,469,0.0868503525853157,,,,,,
1,479,0.12140579521656036,,,,,,
1,489,0.09143952280282974,,,,,,
1,499,0.19259291887283325,,,,,,
1,509,0.10688549280166626,,,,,,
1,519,0.1054433137178421,,,,,,
1,529,0.11429054290056229,,,,,,
1,539,0.06812622398138046,,,,,,
1,549,0.07240705192089081,,,,,,
1,559,0.056294914335012436,,,,,,
1,569,0.1250048577785492,,,,,,
1,579,0.10172639787197113,,,,,,
1,589,0.12664450705051422,,,,,,
1,599,0.15614721179008484,,,,,,
1,609,0.10735294967889786,,,,,,
1,619,0.1149529293179512,,,,,,
1,629,0.11730067431926727,,,,,,
1,639,0.09853583574295044,,,,,,
1,649,0.06903088092803955,,,,,,
1,659,0.07754114270210266,,,,,,
1,669,0.13401323556900024,,,,,,
1,679,0.07238335907459259,,,,,,
1,689,0.1561720073223114,,,,,,
1,689,,0.07553865760564804,0.41020020842552185,0.43409639596939087,0.83049476146698,0.3568406105041504,
2,699,0.10360032320022583,,,,,,
2,709,0.11741426587104797,,,,,,
2,719,0.06756357103586197,,,,,,
2,729,0.05548419430851936,,,,,,
2,739,0.056752339005470276,,,,,,
2,749,0.13420262932777405,,,,,,
2,759,0.05434263497591019,,,,,,
2,769,0.04666668921709061,,,,,,
2,779,0.14331354200839996,,,,,,
2,789,0.050330061465501785,,,,,,
2,799,0.060632988810539246,,,,,,
2,809,0.07208956778049469,,,,,,
2,819,0.08405168354511261,,,,,,
2,829,0.07917118072509766,,,,,,
2,839,0.03783979266881943,,,,,,
2,849,0.06989924609661102,,,,,,
2,859,0.07077062875032425,,,,,,
2,869,0.14297400414943695,,,,,,
2,879,0.07475797086954117,,,,,,
2,889,0.13186071813106537,,,,,,
2,899,0.0793832466006279,,,,,,
2,909,0.09696488082408905,,,,,,
2,919,0.07266045361757278,,,,,,
2,929,0.05850644037127495,,,,,,
2,939,0.02739831991493702,,,,,,
2,949,0.10028516501188278,,,,,,
2,959,0.18004372715950012,,,,,,
2,969,0.23263341188430786,,,,,,
2,979,0.07324329018592834,,,,,,
2,989,0.08906366676092148,,,,,,
2,999,0.07061026245355606,,,,,,
2,1009,0.11301320046186447,,,,,,
2,1019,0.09726803004741669,,,,,,
2,1029,0.0329856276512146,,,,,,
2,1034,,0.06081023067235947,0.5183643698692322,0.5316041707992554,0.8630889654159546,0.46544429659843445,
3,1039,0.05507415905594826,,,,,,
3,1049,0.09458363056182861,,,,,,
3,1059,0.03447963669896126,,,,,,
3,1069,0.07673617452383041,,,,,,
3,1079,0.03253727778792381,,,,,,
