step,train_loss,epoch,val_qa_sas,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_loss,test_loss
9,0.10608275234699249,0,,,,,,
19,0.04607253149151802,0,,,,,,
29,0.054151106625795364,0,,,,,,
39,0.04831276088953018,0,,,,,,
49,0.03630924969911575,0,,,,,,
59,0.03205334395170212,0,,,,,,
69,0.020981941372156143,0,,,,,,
79,0.07153616100549698,0,,,,,,
89,0.03486490249633789,0,,,,,,
99,0.03917764872312546,0,,,,,,
109,0.0445462167263031,0,,,,,,
119,0.02685248665511608,0,,,,,,
129,0.017236582934856415,0,,,,,,
139,0.03609815612435341,0,,,,,,
149,0.05047650262713432,0,,,,,,
159,0.02042379416525364,0,,,,,,
169,0.02453821897506714,0,,,,,,
179,0.044881779700517654,0,,,,,,
189,0.039764538407325745,0,,,,,,
199,0.0367288701236248,0,,,,,,
209,0.028147747740149498,0,,,,,,
219,0.025069283321499825,0,,,,,,
229,0.042336151003837585,0,,,,,,
239,0.05917484685778618,0,,,,,,
249,0.023108908906579018,0,,,,,,
259,0.021628420799970627,0,,,,,,
269,0.025373995304107666,0,,,,,,
279,0.04968591034412384,0,,,,,,
289,0.04709850251674652,0,,,,,,
299,0.04799721762537956,0,,,,,,
309,0.0327654667198658,0,,,,,,
319,0.027057509869337082,0,,,,,,
329,0.02830377407371998,0,,,,,,
339,0.04263734444975853,0,,,,,,
349,0.06220949441194534,0,,,,,,
359,0.036493781954050064,0,,,,,,
369,0.03900764137506485,0,,,,,,
379,0.03154284879565239,0,,,,,,
389,0.024620143696665764,0,,,,,,
399,0.038979943841695786,0,,,,,,
409,0.044895049184560776,0,,,,,,
419,0.05096929520368576,0,,,,,,
429,0.03919872269034386,0,,,,,,
439,0.037599463015794754,0,,,,,,
449,0.035752180963754654,0,,,,,,
459,0.02279122732579708,0,,,,,,
461,,0,0.34976816177368164,0.27445730566978455,0.20221607387065887,0.8311389088630676,0.11318178474903107,
469,0.02961081638932228,1,,,,,,
479,0.05350588634610176,1,,,,,,
489,0.03425678610801697,1,,,,,,
499,0.037537749856710434,1,,,,,,
509,0.05895911902189255,1,,,,,,
519,0.046294618397951126,1,,,,,,
529,0.06459016352891922,1,,,,,,
539,0.047162629663944244,1,,,,,,
549,0.03540360927581787,1,,,,,,
559,0.02885282039642334,1,,,,,,
569,0.03353973105549812,1,,,,,,
579,0.025409812107682228,1,,,,,,
589,0.02647171914577484,1,,,,,,
599,0.039108242839574814,1,,,,,,
609,0.029033761471509933,1,,,,,,
619,0.04991362243890762,1,,,,,,
629,0.035112157464027405,1,,,,,,
639,0.04297000914812088,1,,,,,,
649,0.03967260196805,1,,,,,,
659,0.040007803589105606,1,,,,,,
669,0.04094702750444412,1,,,,,,
679,0.0345347635447979,1,,,,,,
689,0.048603564500808716,1,,,,,,
699,0.03823977708816528,1,,,,,,
709,0.027310123667120934,1,,,,,,
719,0.028038300573825836,1,,,,,,
729,0.03287739306688309,1,,,,,,
739,0.03954388201236725,1,,,,,,
749,0.04419028386473656,1,,,,,,
759,0.050047293305397034,1,,,,,,
769,0.031195474788546562,1,,,,,,
779,0.03404438495635986,1,,,,,,
789,0.04456368833780289,1,,,,,,
799,0.04809804633259773,1,,,,,,
809,0.020429978147149086,1,,,,,,
819,0.03210665285587311,1,,,,,,
829,0.037949807941913605,1,,,,,,
839,0.04392565041780472,1,,,,,,
849,0.03473864868283272,1,,,,,,
859,0.036032840609550476,1,,,,,,
869,0.03794245421886444,1,,,,,,
879,0.03029133938252926,1,,,,,,
889,0.0488470159471035,1,,,,,,
899,0.048738475888967514,1,,,,,,
909,0.02995835244655609,1,,,,,,
919,0.03543555736541748,1,,,,,,
923,,1,0.3641774654388428,0.29159489274024963,0.21883656084537506,0.8336575031280518,0.09223917871713638,
929,0.028319012373685837,2,,,,,,
939,0.048972975462675095,2,,,,,,
949,0.020300501957535744,2,,,,,,
959,0.03727469593286514,2,,,,,,
969,0.024205289781093597,2,,,,,,
979,0.045613836497068405,2,,,,,,
989,0.01770218275487423,2,,,,,,
999,0.019746864214539528,2,,,,,,
1009,0.050253212451934814,2,,,,,,
1019,0.02803499437868595,2,,,,,,
1029,0.029388222843408585,2,,,,,,
1039,0.026936830952763557,2,,,,,,
1049,0.04081672802567482,2,,,,,,
1059,0.03448198363184929,2,,,,,,
