train_loss,epoch,step,val_qa_sas,val_qa_bert_score,val_qa_em,val_qa_answer_f1,val_loss,test_loss
0.52378249168396,0,9,,,,,,
1.2901324033737183,0,19,,,,,,
0.44882574677467346,0,29,,,,,,
0.4592033624649048,0,39,,,,,,
0.2023322433233261,0,49,,,,,,
0.43888962268829346,0,59,,,,,,
0.41860994696617126,0,69,,,,,,
0.41401422023773193,0,79,,,,,,
0.5727198719978333,0,89,,,,,,
0.8264748454093933,0,99,,,,,,
0.4430030882358551,0,109,,,,,,
0.45009440183639526,0,119,,,,,,
0.554996907711029,0,129,,,,,,
0.31650510430336,0,139,,,,,,
0.15987935662269592,0,149,,,,,,
0.26264986395835876,0,159,,,,,,
0.313964307308197,0,169,,,,,,
0.18027162551879883,0,179,,,,,,
0.2859272062778473,0,189,,,,,,
0.37792205810546875,0,199,,,,,,
0.4542936384677887,0,209,,,,,,
0.09435518831014633,0,219,,,,,,
0.3211221694946289,0,229,,,,,,
0.25175052881240845,0,239,,,,,,
0.46457672119140625,0,249,,,,,,
1.1214220523834229,0,259,,,,,,
0.17569079995155334,0,269,,,,,,
0.28535139560699463,0,279,,,,,,
0.41678711771965027,0,289,,,,,,
0.09273631870746613,0,299,,,,,,
0.1450244039297104,0,309,,,,,,
0.5630459785461426,0,319,,,,,,
0.16051670908927917,0,329,,,,,,
0.0828094482421875,0,339,,,,,,
0.31640133261680603,0,349,,,,,,
0.07003813236951828,0,359,,,,,,
0.21213537454605103,0,369,,,,,,
0.2384081482887268,0,379,,,,,,
,0,384,0.6196446418762207,0.8777416944503784,0.44324323534965515,0.5937354564666748,0.12427330017089844,
0.11311974376440048,1,389,,,,,,
0.3957044780254364,1,399,,,,,,
0.25895148515701294,1,409,,,,,,
0.07478248327970505,1,419,,,,,,
0.15980447828769684,1,429,,,,,,
0.14242130517959595,1,439,,,,,,
0.33204302191734314,1,449,,,,,,
0.32258135080337524,1,459,,,,,,
0.19674819707870483,1,469,,,,,,
0.24320147931575775,1,479,,,,,,
0.2712545692920685,1,489,,,,,,
0.05780029296875,1,499,,,,,,
0.35240834951400757,1,509,,,,,,
0.6769954562187195,1,519,,,,,,
0.2078726887702942,1,529,,,,,,
0.23534134030342102,1,539,,,,,,
0.1929759532213211,1,549,,,,,,
0.5369384288787842,1,559,,,,,,
0.16843990981578827,1,569,,,,,,
0.23252400755882263,1,579,,,,,,
0.04897962883114815,1,589,,,,,,
0.38286489248275757,1,599,,,,,,
0.2827211022377014,1,609,,,,,,
0.2152637094259262,1,619,,,,,,
0.08028232306241989,1,629,,,,,,
0.34256511926651,1,639,,,,,,
0.306466668844223,1,649,,,,,,
0.12211597710847855,1,659,,,,,,
2.2837703227996826,1,669,,,,,,
0.09821375459432602,1,679,,,,,,
0.08754530549049377,1,689,,,,,,
0.26866763830184937,1,699,,,,,,
0.09805240482091904,1,709,,,,,,
0.05849432572722435,1,719,,,,,,
0.06564738601446152,1,729,,,,,,
0.1419580578804016,1,739,,,,,,
0.0793042778968811,1,749,,,,,,
0.030706584453582764,1,759,,,,,,
0.10352620482444763,1,769,,,,,,
,1,769,0.6454904079437256,0.88737952709198,0.4864864945411682,0.6257303357124329,0.1355859339237213,
0.026647822931408882,2,779,,,,,,
2.1649506092071533,2,789,,,,,,
0.12397710978984833,2,799,,,,,,
0.09969876706600189,2,809,,,,,,
0.1144784539937973,2,819,,,,,,
0.08053115755319595,2,829,,,,,,
0.21583756804466248,2,839,,,,,,
0.20892125368118286,2,849,,,,,,
0.0628131702542305,2,859,,,,,,
0.09691974520683289,2,869,,,,,,
0.08195891976356506,2,879,,,,,,
0.10807128995656967,2,889,,,,,,
0.0906049981713295,2,899,,,,,,
0.161889910697937,2,909,,,,,,
0.04078450798988342,2,919,,,,,,
0.050365231931209564,2,929,,,,,,
1.8990983963012695,2,939,,,,,,
0.4331708550453186,2,949,,,,,,
0.46255600452423096,2,959,,,,,,
0.13960985839366913,2,969,,,,,,
0.1809564083814621,2,979,,,,,,
0.09909985214471817,2,989,,,,,,
0.11342404037714005,2,999,,,,,,
0.05678654462099075,2,1009,,,,,,
0.19871525466442108,2,1019,,,,,,
0.046392276883125305,2,1029,,,,,,
0.2124294638633728,2,1039,,,,,,
0.02842685580253601,2,1049,,,,,,
0.15495114028453827,2,1059,,,,,,
0.06044097989797592,2,1069,,,,,,
0.0383165068924427,2,1079,,,,,,
0.11429189890623093,2,1089,,,,,,
0.16646672785282135,2,1099,,,,,,
0.21914389729499817,2,1109,,,,,,
0.13204476237297058,2,1119,,,,,,
0.027929777279496193,2,1129,,,,,,
0.07291700690984726,2,1139,,,,,,
0.30813220143318176,2,1149,,,,,,
,2,1154,0.6348494291305542,0.8881312012672424,0.4972972869873047,0.6241515874862671,0.13459502160549164,
0.037494756281375885,3,1159,,,,,,
0.1636168360710144,3,1169,,,,,,
0.03520813211798668,3,1179,,,,,,
0.04246330261230469,3,1189,,,,,,
0.04222377389669418,3,1199,,,,,,
0.025924131274223328,3,1209,,,,,,
0.077895887196064,3,1219,,,,,,
0.06068971008062363,3,1229,,,,,,
0.02928262948989868,3,1239,,,,,,
0.08632936328649521,3,1249,,,,,,
0.07285414636135101,3,1259,,,,,,
0.004076273180544376,3,1269,,,,,,
0.11263915151357651,3,1279,,,,,,
0.1447058469057083,3,1289,,,,,,
0.015607225708663464,3,1299,,,,,,
0.06003592163324356,3,1309,,,,,,
0.05409175157546997,3,1319,,,,,,
0.06242459639906883,3,1329,,,,,,
0.028339369222521782,3,1339,,,,,,
0.02771075814962387,3,1349,,,,,,
0.018539458513259888,3,1359,,,,,,
0.10884233564138412,3,1369,,,,,,
0.017762936651706696,3,1379,,,,,,
0.0474819652736187,3,1389,,,,,,
0.008507158607244492,3,1399,,,,,,
0.06384745240211487,3,1409,,,,,,
0.19346486032009125,3,1419,,,,,,
0.023761030286550522,3,1429,,,,,,
0.9900826811790466,3,1439,,,,,,
0.00874556228518486,3,1449,,,,,,
0.0043481625616550446,3,1459,,,,,,
0.05820154771208763,3,1469,,,,,,
0.021082518622279167,3,1479,,,,,,
0.044089801609516144,3,1489,,,,,,
0.013737834058701992,3,1499,,,,,,
0.03521275892853737,3,1509,,,,,,
0.023624829947948456,3,1519,,,,,,
0.006502893287688494,3,1529,,,,,,
0.0018537391442805529,3,1539,,,,,,
,3,1539,0.6312603950500488,0.881929337978363,0.4702702760696411,0.6110585331916809,0.15347370505332947,
0.0028329230844974518,4,1549,,,,,,
0.8955833315849304,4,1559,,,,,,
0.034509800374507904,4,1569,,,,,,
0.011891362257301807,4,1579,,,,,,
0.008256438188254833,4,1589,,,,,,
0.009599597193300724,4,1599,,,,,,
0.033978577703237534,4,1609,,,,,,
0.03569796308875084,4,1619,,,,,,
0.011085082776844501,4,1629,,,,,,
0.02318844385445118,4,1639,,,,,,
0.01549573428928852,4,1649,,,,,,
0.013496712781488895,4,1659,,,,,,
0.011172313243150711,4,1669,,,,,,
0.06384550780057907,4,1679,,,,,,
0.0054513937793672085,4,1689,,,,,,
0.00628154631704092,4,1699,,,,,,
0.7367177605628967,4,1709,,,,,,
0.10159977525472641,4,1719,,,,,,
0.12145175784826279,4,1729,,,,,,
0.004526012577116489,4,1739,,,,,,
0.05792032927274704,4,1749,,,,,,
0.0026541848201304674,4,1759,,,,,,
0.010580142959952354,4,1769,,,,,,
0.005160798318684101,4,1779,,,,,,
0.021472236141562462,4,1789,,,,,,
0.0025210862513631582,4,1799,,,,,,
0.06524965912103653,4,1809,,,,,,
0.0014257377479225397,4,1819,,,,,,
0.021154483780264854,4,1829,,,,,,
0.03737905994057655,4,1839,,,,,,
0.005718839354813099,4,1849,,,,,,
0.017233463004231453,4,1859,,,,,,
0.012848655693233013,4,1869,,,,,,
0.01548323966562748,4,1879,,,,,,
0.007409801706671715,4,1889,,,,,,
0.002301857341080904,4,1899,,,,,,
0.0072609055787324905,4,1909,,,,,,
0.03239119052886963,4,1919,,,,,,
,4,1924,0.6258183121681213,0.8817547559738159,0.4702702760696411,0.6106380820274353,0.1801098883152008,
,5,1925,,,,,,0.1801098883152008
