epoch,train_loss,step,val_qa_sas,val_qa_bert_score,val_loss,val_qa_em,val_qa_answer_f1,test_loss
0,0.2696322798728943,9,,,,,,
0,1.7104588747024536,19,,,,,,
0,0.28682979941368103,29,,,,,,
0,0.1397760957479477,39,,,,,,
0,0.5944065451622009,49,,,,,,
0,0.26869839429855347,59,,,,,,
0,0.7228290438652039,69,,,,,,
0,1.8138983249664307,79,,,,,,
0,0.43475648760795593,89,,,,,,
0,0.22521516680717468,99,,,,,,
0,0.5913379788398743,109,,,,,,
0,0.2133733481168747,119,,,,,,
0,0.2575015723705292,129,,,,,,
0,0.2487497329711914,139,,,,,,
0,0.20699375867843628,149,,,,,,
0,0.24555307626724243,159,,,,,,
0,0.12693168222904205,169,,,,,,
0,0.5431966781616211,179,,,,,,
0,0.14423784613609314,189,,,,,,
0,0.17445653676986694,199,,,,,,
0,0.3267076313495636,209,,,,,,
0,0.3361344635486603,219,,,,,,
0,0.531807541847229,229,,,,,,
0,0.39465758204460144,239,,,,,,
0,0.1087375357747078,249,,,,,,
0,0.20483635365962982,259,,,,,,
0,1.912850260734558,269,,,,,,
0,0.2839490473270416,279,,,,,,
0,0.0438111238181591,289,,,,,,
0,0.26142436265945435,299,,,,,,
0,0.13523535430431366,309,,,,,,
0,0.2462666779756546,319,,,,,,
0,0.16808700561523438,329,,,,,,
0,0.14706480503082275,339,,,,,,
0,0.16917626559734344,349,,,,,,
0,0.0618223212659359,359,,,,,,
0,0.12158655375242233,369,,,,,,
0,0.15610234439373016,379,,,,,,
0,0.15530650317668915,389,,,,,,
0,0.11966852843761444,399,,,,,,
0,0.2610223889350891,409,,,,,,
0,0.1349758803844452,419,,,,,,
0,0.1238192692399025,429,,,,,,
0,0.1302803009748459,439,,,,,,
0,0.10549084097146988,449,,,,,,
0,0.15035119652748108,459,,,,,,
0,0.18296481668949127,469,,,,,,
0,0.2033776044845581,479,,,,,,
0,0.08140873163938522,489,,,,,,
0,0.3784984052181244,499,,,,,,
0,0.14308203756809235,509,,,,,,
0,0.13019876182079315,519,,,,,,
0,0.1046845018863678,529,,,,,,
0,0.04247056692838669,539,,,,,,
0,0.13467270135879517,549,,,,,,
0,0.024183735251426697,559,,,,,,
0,0.06255758553743362,569,,,,,,
0,0.15085700154304504,579,,,,,,
0,0.14836379885673523,589,,,,,,
0,0.06206902116537094,599,,,,,,
0,0.07021383196115494,609,,,,,,
0,0.12613482773303986,619,,,,,,
0,0.13721242547035217,629,,,,,,
0,0.08343265950679779,639,,,,,,
0,0.06567330658435822,649,,,,,,
0,0.19644880294799805,659,,,,,,
0,0.10581407696008682,669,,,,,,
0,0.12196731567382812,679,,,,,,
0,0.06134171411395073,689,,,,,,
0,0.15507148206233978,699,,,,,,
0,0.44190478324890137,709,,,,,,
0,0.09285981953144073,719,,,,,,
