step,train_loss,epoch,val_qa_em,val_loss,val_qa_sas,val_qa_answer_f1,val_qa_bert_score,test_avg_qa_bert_score,test_loss,test_avg_qa_answer_f1,test_avg_qa_sas,test_avg_qa_em
9,0.5152820348739624,0,,,,,,,,,,
19,0.4393608272075653,0,,,,,,,,,,
29,0.23640726506710052,0,,,,,,,,,,
39,0.1902049034833908,0,,,,,,,,,,
49,0.13663390278816223,0,,,,,,,,,,
59,0.3110927641391754,0,,,,,,,,,,
69,0.25954556465148926,0,,,,,,,,,,
79,0.3726055920124054,0,,,,,,,,,,
89,0.12017878144979477,0,,,,,,,,,,
99,0.20623277127742767,0,,,,,,,,,,
109,0.1420215666294098,0,,,,,,,,,,
119,0.10651256144046783,0,,,,,,,,,,
120,,0,0.3736730217933655,0.10092112421989441,0.48591166734695435,0.42894789576530457,0.8707304000854492,,,,,
129,0.08930318057537079,1,,,,,,,,,,
139,0.1772724837064743,1,,,,,,,,,,
149,0.12440164387226105,1,,,,,,,,,,
159,0.1598682850599289,1,,,,,,,,,,
169,0.1641865372657776,1,,,,,,,,,,
179,0.1351161003112793,1,,,,,,,,,,
189,0.15612967312335968,1,,,,,,,,,,
199,0.12183703482151031,1,,,,,,,,,,
209,0.34265661239624023,1,,,,,,,,,,
219,0.11033831536769867,1,,,,,,,,,,
229,0.10226782411336899,1,,,,,,,,,,
239,0.12205789238214493,1,,,,,,,,,,
241,,1,0.47983014583587646,0.08728119730949402,0.5738992691040039,0.5313629508018494,0.8939544558525085,,,,,
249,0.3611132800579071,2,,,,,,,,,,
259,0.11599042266607285,2,,,,,,,,,,
269,0.10012414306402206,2,,,,,,,,,,
279,0.059275463223457336,2,,,,,,,,,,
289,0.08490171283483505,2,,,,,,,,,,
299,0.052288610488176346,2,,,,,,,,,,
309,0.10744020342826843,2,,,,,,,,,,
319,0.40006935596466064,2,,,,,,,,,,
329,0.22149746119976044,2,,,,,,,,,,
339,0.07466651499271393,2,,,,,,,,,,
349,0.36403483152389526,2,,,,,,,,,,
359,0.09362399578094482,2,,,,,,,,,,
362,,2,0.4968152940273285,0.08659537136554718,0.5867153406143188,0.5502284169197083,0.8972131013870239,,,,,
369,0.22802570462226868,3,,,,,,,,,,
379,0.08801019936800003,3,,,,,,,,,,
389,0.07118197530508041,3,,,,,,,,,,
399,0.1575813591480255,3,,,,,,,,,,
409,0.09451574832201004,3,,,,,,,,,,
419,0.12175063788890839,3,,,,,,,,,,
429,0.09888830035924911,3,,,,,,,,,,
439,0.06514815241098404,3,,,,,,,,,,
449,0.2127150595188141,3,,,,,,,,,,
459,0.0963122546672821,3,,,,,,,,,,
469,0.11320698261260986,3,,,,,,,,,,
479,0.09933082014322281,3,,,,,,,,,,
483,,3,0.5201698541641235,0.08021915704011917,0.6042686104774475,0.569770097732544,0.901601254940033,,,,,
489,0.17357218265533447,4,,,,,,,,,,
499,0.09099549055099487,4,,,,,,,,,,
509,0.08407185226678848,4,,,,,,,,,,
519,0.11532539129257202,4,,,,,,,,,,
529,0.10093866288661957,4,,,,,,,,,,
539,0.08853839337825775,4,,,,,,,,,,
549,0.21108122169971466,4,,,,,,,,,,
559,0.0944785624742508,4,,,,,,,,,,
569,0.1349620372056961,4,,,,,,,,,,
579,0.18332575261592865,4,,,,,,,,,,
589,0.10304784029722214,4,,,,,,,,,,
599,0.24099454283714294,4,,,,,,,,,,
604,,4,0.5307855606079102,0.07762955874204636,0.6124345064163208,0.5812510848045349,0.9039137959480286,,,,,
605,,5,,,,,,0.9039137959480286,0.07762955874204636,0.5812510848045349,0.6124345064163208,0.5307855606079102
