train_loss,step,epoch,val_qa_bert_score,val_qa_sas,val_qa_em,val_loss,val_qa_answer_f1,test_avg_qa_sas,test_avg_qa_bert_score,test_loss,test_avg_qa_answer_f1,test_avg_qa_em
2.0704267024993896,9,0,,,,,,,,,,
3.3528199195861816,19,0,,,,,,,,,,
1.5301264524459839,29,0,,,,,,,,,,
1.2829986810684204,39,0,,,,,,,,,,
2.953867197036743,49,0,,,,,,,,,,
1.6050620079040527,59,0,,,,,,,,,,
1.6378095149993896,69,0,,,,,,,,,,
1.1897839307785034,79,0,,,,,,,,,,
0.5674914717674255,89,0,,,,,,,,,,
1.5805840492248535,99,0,,,,,,,,,,
,101,0,0.8635074496269226,0.6061843633651733,0.32251080870628357,0.9094251990318298,0.5419177412986755,,,,,
1.4107284545898438,109,1,,,,,,,,,,
1.067857265472412,119,1,,,,,,,,,,
1.1593708992004395,129,1,,,,,,,,,,
1.327942967414856,139,1,,,,,,,,,,
1.7135041952133179,149,1,,,,,,,,,,
2.1859583854675293,159,1,,,,,,,,,,
1.3368574380874634,169,1,,,,,,,,,,
1.960956335067749,179,1,,,,,,,,,,
0.5509283542633057,189,1,,,,,,,,,,
2.082138776779175,199,1,,,,,,,,,,
,203,1,0.8697891235351562,0.6065589785575867,0.3311688303947449,0.8287431597709656,0.5529555082321167,,,,,
0.8976249694824219,209,2,,,,,,,,,,
0.8263112306594849,219,2,,,,,,,,,,
0.24429823458194733,229,2,,,,,,,,,,
1.7684097290039062,239,2,,,,,,,,,,
1.6969436407089233,249,2,,,,,,,,,,
1.0066481828689575,259,2,,,,,,,,,,
0.8061444759368896,269,2,,,,,,,,,,
1.6621149778366089,279,2,,,,,,,,,,
1.4567370414733887,289,2,,,,,,,,,,
0.7747572660446167,299,2,,,,,,,,,,
,305,2,0.8733445405960083,0.6113786101341248,0.34632036089897156,0.7788628935813904,0.5601080656051636,,,,,
0.7978425025939941,309,3,,,,,,,,,,
1.4865318536758423,319,3,,,,,,,,,,
0.7048545479774475,329,3,,,,,,,,,,
0.32496610283851624,339,3,,,,,,,,,,
1.4577628374099731,349,3,,,,,,,,,,
0.26204976439476013,359,3,,,,,,,,,,
1.210280179977417,369,3,,,,,,,,,,
1.3818001747131348,379,3,,,,,,,,,,
0.779782772064209,389,3,,,,,,,,,,
1.4133549928665161,399,3,,,,,,,,,,
,407,3,0.876369833946228,0.628813624382019,0.3636363744735718,0.7133845090866089,0.5713719129562378,,,,,
1.4958314895629883,409,4,,,,,,,,,,
0.9819895625114441,419,4,,,,,,,,,,
1.3142274618148804,429,4,,,,,,,,,,
0.9249120950698853,439,4,,,,,,,,,,
0.6250753402709961,449,4,,,,,,,,,,
0.6638355255126953,459,4,,,,,,,,,,
0.9613972306251526,469,4,,,,,,,,,,
0.4049672484397888,479,4,,,,,,,,,,
0.4323546290397644,489,4,,,,,,,,,,
1.5029306411743164,499,4,,,,,,,,,,
1.5414332151412964,509,4,,,,,,,,,,
,509,4,0.8779487013816833,0.6300385594367981,0.36796537041664124,0.7024263739585876,0.5762196779251099,,,,,
,510,5,,,,,,0.6300385594367981,0.8779487013816833,0.7024263739585876,0.5762196779251099,0.36796537041664124
