train_loss,epoch,step,val_qa_sas,val_qa_bert_score,val_qa_em,val_loss,val_qa_answer_f1,test_avg_qa_answer_f1,test_loss,test_avg_qa_em,test_avg_qa_bert_score,test_avg_qa_sas
0.9256934523582458,0,9,,,,,,,,,,
0.6426860094070435,0,19,,,,,,,,,,
0.3794088065624237,0,29,,,,,,,,,,
0.4860369861125946,0,39,,,,,,,,,,
0.7981159687042236,0,49,,,,,,,,,,
0.5602880120277405,0,59,,,,,,,,,,
0.37115684151649475,0,69,,,,,,,,,,
0.32823964953422546,0,79,,,,,,,,,,
0.32749661803245544,0,89,,,,,,,,,,
0.2623198330402374,0,99,,,,,,,,,,
0.32084473967552185,0,109,,,,,,,,,,
0.19041293859481812,0,119,,,,,,,,,,
0.2154018133878708,0,129,,,,,,,,,,
0.3433094918727875,0,139,,,,,,,,,,
0.20045684278011322,0,149,,,,,,,,,,
0.33788803219795227,0,159,,,,,,,,,,
0.3507736921310425,0,169,,,,,,,,,,
,0,175,0.4404892325401306,0.8231475353240967,0.38036808371543884,0.1930825561285019,0.42721596360206604,,,,,
0.3520042300224304,1,179,,,,,,,,,,
0.16160304844379425,1,189,,,,,,,,,,
0.24665996432304382,1,199,,,,,,,,,,
0.1736953854560852,1,209,,,,,,,,,,
0.40382492542266846,1,219,,,,,,,,,,
0.2596292495727539,1,229,,,,,,,,,,
0.33864232897758484,1,239,,,,,,,,,,
0.18628494441509247,1,249,,,,,,,,,,
0.23410654067993164,1,259,,,,,,,,,,
0.2012844681739807,1,269,,,,,,,,,,
0.18501728773117065,1,279,,,,,,,,,,
0.3230334520339966,1,289,,,,,,,,,,
0.17191801965236664,1,299,,,,,,,,,,
0.34272029995918274,1,309,,,,,,,,,,
0.2933308184146881,1,319,,,,,,,,,,
0.15133091807365417,1,329,,,,,,,,,,
0.25227800011634827,1,339,,,,,,,,,,
0.21919406950473785,1,349,,,,,,,,,,
,1,351,0.5029862523078918,0.8469048738479614,0.44171780347824097,0.16843782365322113,0.4920792281627655,,,,,
0.12387201189994812,2,359,,,,,,,,,,
0.24630145728588104,2,369,,,,,,,,,,
0.16590769588947296,2,379,,,,,,,,,,
0.26696908473968506,2,389,,,,,,,,,,
0.19318288564682007,2,399,,,,,,,,,,
0.3898487389087677,2,409,,,,,,,,,,
0.162029430270195,2,419,,,,,,,,,,
0.15642930567264557,2,429,,,,,,,,,,
0.1507020890712738,2,439,,,,,,,,,,
0.15342411398887634,2,449,,,,,,,,,,
0.17440485954284668,2,459,,,,,,,,,,
0.29139000177383423,2,469,,,,,,,,,,
0.14860723912715912,2,479,,,,,,,,,,
0.15018467605113983,2,489,,,,,,,,,,
0.18910905718803406,2,499,,,,,,,,,,
0.12858806550502777,2,509,,,,,,,,,,
0.11472973972558975,2,519,,,,,,,,,,
,2,527,0.5277605652809143,0.8588520288467407,0.4677914083003998,0.15811458230018616,0.5159801840782166,,,,,
0.2184128761291504,3,529,,,,,,,,,,
0.1559687852859497,3,539,,,,,,,,,,
0.17985931038856506,3,549,,,,,,,,,,
0.14484843611717224,3,559,,,,,,,,,,
0.18988613784313202,3,569,,,,,,,,,,
0.1756190061569214,3,579,,,,,,,,,,
0.22673989832401276,3,589,,,,,,,,,,
0.25075262784957886,3,599,,,,,,,,,,
0.21029293537139893,3,609,,,,,,,,,,
0.12218804657459259,3,619,,,,,,,,,,
0.1958463042974472,3,629,,,,,,,,,,
0.16728758811950684,3,639,,,,,,,,,,
0.17533674836158752,3,649,,,,,,,,,,
0.16506454348564148,3,659,,,,,,,,,,
0.205692321062088,3,669,,,,,,,,,,
0.1734895557165146,3,679,,,,,,,,,,
0.10327549278736115,3,689,,,,,,,,,,
0.1286284476518631,3,699,,,,,,,,,,
,3,703,0.5317561626434326,0.862410306930542,0.4739263951778412,0.15237118303775787,0.5224472880363464,,,,,
0.11880213022232056,4,709,,,,,,,,,,
0.20927123725414276,4,719,,,,,,,,,,
0.23520144820213318,4,729,,,,,,,,,,
0.2222817987203598,4,739,,,,,,,,,,
0.20766696333885193,4,749,,,,,,,,,,
0.13654062151908875,4,759,,,,,,,,,,
0.17418409883975983,4,769,,,,,,,,,,
0.15215113759040833,4,779,,,,,,,,,,
0.15082105994224548,4,789,,,,,,,,,,
0.15584374964237213,4,799,,,,,,,,,,
0.1594485193490982,4,809,,,,,,,,,,
0.13025963306427002,4,819,,,,,,,,,,
0.1890079528093338,4,829,,,,,,,,,,
0.18796439468860626,4,839,,,,,,,,,,
0.1516036093235016,4,849,,,,,,,,,,
0.1765916496515274,4,859,,,,,,,,,,
0.13310949504375458,4,869,,,,,,,,,,
0.15255261957645416,4,879,,,,,,,,,,
,4,879,0.5481671690940857,0.8688892126083374,0.49846625328063965,0.14217843115329742,0.5435467958450317,,,,,
,5,880,,,,,,0.5435467958450317,0.14217843115329742,0.49846625328063965,0.8688892126083374,0.5481671690940857
