step,train_loss,epoch,val_qa_em,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_bert_score,test_loss
9,0.3987187445163727,0,,,,,,
19,0.07305125892162323,0,,,,,,
29,0.2757548689842224,0,,,,,,
39,0.07230301946401596,0,,,,,,
49,0.05769374594092369,0,,,,,,
59,0.37147125601768494,0,,,,,,
69,0.053299397230148315,0,,,,,,
79,0.05218374356627464,0,,,,,,
89,0.07675375044345856,0,,,,,,
99,0.04215221479535103,0,,,,,,
109,0.25259634852409363,0,,,,,,
119,0.48301929235458374,0,,,,,,
129,0.053278494626283646,0,,,,,,
139,0.4455412030220032,0,,,,,,
149,0.038480497896671295,0,,,,,,
159,0.04505099728703499,0,,,,,,
169,0.0413166880607605,0,,,,,,
179,0.04639574885368347,0,,,,,,
189,0.06168292090296745,0,,,,,,
199,0.294992059469223,0,,,,,,
209,0.06858419626951218,0,,,,,,
219,0.04587811231613159,0,,,,,,
229,0.05317152664065361,0,,,,,,
239,0.05285247042775154,0,,,,,,
249,0.034893859177827835,0,,,,,,
259,0.06510953605175018,0,,,,,,
269,0.19994691014289856,0,,,,,,
279,0.030759235844016075,0,,,,,,
289,0.06888054311275482,0,,,,,,
299,0.0307539664208889,0,,,,,,
309,0.06055254861712456,0,,,,,,
319,0.2076435387134552,0,,,,,,
329,0.3210318088531494,0,,,,,,
339,0.038756970316171646,0,,,,,,
349,0.1641790121793747,0,,,,,,
359,0.2998591959476471,0,,,,,,
369,0.03941767290234566,0,,,,,,
379,0.043718624860048294,0,,,,,,
389,0.06638558208942413,0,,,,,,
399,0.021433334797620773,0,,,,,,
409,0.03232460096478462,0,,,,,,
419,0.044899970293045044,0,,,,,,
421,,0,0.38228437304496765,0.44726336002349854,0.12998108565807343,0.49741342663764954,0.8744811415672302,
429,0.17434147000312805,1,,,,,,
439,0.03170327469706535,1,,,,,,
449,0.0912892147898674,1,,,,,,
459,0.19102829694747925,1,,,,,,
469,0.038559235632419586,1,,,,,,
479,0.02952142432332039,1,,,,,,
489,0.029934111982584,1,,,,,,
499,0.021917343139648438,1,,,,,,
509,0.016283903270959854,1,,,,,,
519,0.03460358455777168,1,,,,,,
529,0.00852436013519764,1,,,,,,
539,0.3100070059299469,1,,,,,,
549,0.008054270409047604,1,,,,,,
559,0.11621423065662384,1,,,,,,
569,0.024144964292645454,1,,,,,,
579,0.03880111128091812,1,,,,,,
589,0.12259556353092194,1,,,,,,
599,0.024996638298034668,1,,,,,,
609,0.019760604947805405,1,,,,,,
619,0.04047377407550812,1,,,,,,
629,0.04550701379776001,1,,,,,,
639,0.03459010273218155,1,,,,,,
649,0.15684710443019867,1,,,,,,
659,0.03885892406105995,1,,,,,,
669,0.04624210670590401,1,,,,,,
679,0.03555506467819214,1,,,,,,
689,0.2620988190174103,1,,,,,,
699,0.07082097977399826,1,,,,,,
709,0.029169827699661255,1,,,,,,
719,0.02687828429043293,1,,,,,,
729,0.19768677651882172,1,,,,,,
739,0.05695796012878418,1,,,,,,
749,0.23242083191871643,1,,,,,,
759,0.21349459886550903,1,,,,,,
769,0.011090458370745182,1,,,,,,
779,0.018928907811641693,1,,,,,,
789,0.12622755765914917,1,,,,,,
799,0.013800427317619324,1,,,,,,
809,0.09687979519367218,1,,,,,,
819,0.17624615132808685,1,,,,,,
829,0.016940904781222343,1,,,,,,
839,0.02180645987391472,1,,,,,,
843,,1,0.5757575631141663,0.619102418422699,0.11384475976228714,0.6507458686828613,0.9132282137870789,
849,0.028032878413796425,2,,,,,,
859,0.145956352353096,2,,,,,,
869,0.04384618625044823,2,,,,,,
879,0.1693679541349411,2,,,,,,
889,0.03135772794485092,2,,,,,,
899,0.2028537094593048,2,,,,,,
909,0.40942296385765076,2,,,,,,
919,0.022349879145622253,2,,,,,,
929,0.02875729836523533,2,,,,,,
939,0.019962964579463005,2,,,,,,
949,0.019708925858139992,2,,,,,,
959,0.02471463568508625,2,,,,,,
969,0.021191775798797607,2,,,,,,
979,0.038856349885463715,2,,,,,,
989,0.035777464509010315,2,,,,,,
999,0.0145126236602664,2,,,,,,
1009,0.015763187780976295,2,,,,,,
1019,0.01720438525080681,2,,,,,,
1029,0.03179040551185608,2,,,,,,
1039,0.03008488565683365,2,,,,,,
1049,0.15666547417640686,2,,,,,,
1059,0.11582960188388824,2,,,,,,
1069,0.014236930757761002,2,,,,,,
1079,0.08672685921192169,2,,,,,,
1089,0.191366508603096,2,,,,,,
1099,0.024093158543109894,2,,,,,,
1109,0.00368417426943779,2,,,,,,
1119,0.048597291111946106,2,,,,,,
1129,0.01853027008473873,2,,,,,,
1139,0.014524254947900772,2,,,,,,
1149,0.020037410780787468,2,,,,,,
1159,0.021854273974895477,2,,,,,,
1169,0.30077502131462097,2,,,,,,
1179,0.026755785569548607,2,,,,,,
1189,0.09444381296634674,2,,,,,,
1199,0.0351690873503685,2,,,,,,
1209,0.10053562372922897,2,,,,,,
1219,0.02444235421717167,2,,,,,,
1229,0.14029362797737122,2,,,,,,
1239,0.03742171451449394,2,,,,,,
1249,0.01650964841246605,2,,,,,,
1259,0.11148522794246674,2,,,,,,
1265,,2,0.5967366099357605,0.6403661966323853,0.1121627539396286,0.667499303817749,0.9186281561851501,
1269,0.006405352149158716,3,,,,,,
1279,0.026762669906020164,3,,,,,,
1289,0.10702500492334366,3,,,,,,
1299,0.21458837389945984,3,,,,,,
1309,0.014922041445970535,3,,,,,,
1319,0.025126464664936066,3,,,,,,
1329,0.11560321599245071,3,,,,,,
1339,0.13265776634216309,3,,,,,,
1349,0.03879166394472122,3,,,,,,
1359,0.027362560853362083,3,,,,,,
1369,0.017395244911313057,3,,,,,,
1379,0.017259415239095688,3,,,,,,
1389,0.01838282123208046,3,,,,,,
1399,0.04621616005897522,3,,,,,,
1409,0.062430597841739655,3,,,,,,
1419,0.036973737180233,3,,,,,,
1429,0.012520769611001015,3,,,,,,
1439,0.04401880130171776,3,,,,,,
1449,0.028534026816487312,3,,,,,,
1459,0.03348203003406525,3,,,,,,
1469,0.12632817029953003,3,,,,,,
1479,0.011797972023487091,3,,,,,,
1489,0.035296984016895294,3,,,,,,
1499,0.039844810962677,3,,,,,,
1509,0.016949666664004326,3,,,,,,
1519,0.017483742907643318,3,,,,,,
1529,0.014689179137349129,3,,,,,,
1539,0.003413513768464327,3,,,,,,
1549,0.008445688523352146,3,,,,,,
1559,0.050051555037498474,3,,,,,,
1569,0.006078681908547878,3,,,,,,
1579,0.010633162222802639,3,,,,,,
1589,0.13195902109146118,3,,,,,,
1599,0.027534974738955498,3,,,,,,
1609,0.01704161986708641,3,,,,,,
1619,0.11017894744873047,3,,,,,,
1629,0.07890530675649643,3,,,,,,
1639,0.008326259441673756,3,,,,,,
1649,0.018006715923547745,3,,,,,,
1659,0.004933554213494062,3,,,,,,
1669,0.011235699988901615,3,,,,,,
1679,0.12579591572284698,3,,,,,,
1687,,3,0.5804196000099182,0.6225274205207825,0.10842226445674896,0.653936505317688,0.9151724576950073,
1689,0.008573935367166996,4,,,,,,
