train_loss,step,epoch,val_loss,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,val_qa_em,test_avg_qa_sas,test_avg_qa_bert_score,test_loss,test_avg_qa_em,test_avg_qa_answer_f1
0.36849167943000793,9,0,,,,,,,,,,
0.26971784234046936,19,0,,,,,,,,,,
0.22948065400123596,29,0,,,,,,,,,,
0.15755166113376617,39,0,,,,,,,,,,
0.20107035338878632,49,0,,,,,,,,,,
0.13419082760810852,59,0,,,,,,,,,,
0.1395103931427002,69,0,,,,,,,,,,
0.10878608375787735,79,0,,,,,,,,,,
0.13409245014190674,89,0,,,,,,,,,,
0.1680762767791748,99,0,,,,,,,,,,
0.20240090787410736,109,0,,,,,,,,,,
,117,0,0.10936588793992996,0.43469297885894775,0.5057222247123718,0.8704193830490112,0.380952388048172,,,,,
0.124897800385952,119,1,,,,,,,,,,
0.13215216994285583,129,1,,,,,,,,,,
0.2489982396364212,139,1,,,,,,,,,,
0.0981585755944252,149,1,,,,,,,,,,
0.4108051359653473,159,1,,,,,,,,,,
0.24384747445583344,169,1,,,,,,,,,,
0.360248863697052,179,1,,,,,,,,,,
0.08704183995723724,189,1,,,,,,,,,,
0.10499947518110275,199,1,,,,,,,,,,
0.11338476091623306,209,1,,,,,,,,,,
0.07374729961156845,219,1,,,,,,,,,,
0.09647886455059052,229,1,,,,,,,,,,
,235,1,0.09761089831590652,0.47646433115005493,0.5373028516769409,0.8799262046813965,0.4266666769981384,,,,,
0.2574329674243927,239,2,,,,,,,,,,
0.10102924704551697,249,2,,,,,,,,,,
0.21081505715847015,259,2,,,,,,,,,,
0.15387040376663208,269,2,,,,,,,,,,
0.14171287417411804,279,2,,,,,,,,,,
0.30381450057029724,289,2,,,,,,,,,,
0.09136629849672318,299,2,,,,,,,,,,
0.3153970539569855,309,2,,,,,,,,,,
0.09943808615207672,319,2,,,,,,,,,,
0.08134143054485321,329,2,,,,,,,,,,
0.11604496836662292,339,2,,,,,,,,,,
0.19237804412841797,349,2,,,,,,,,,,
,353,2,0.0920625776052475,0.5006621479988098,0.5617126226425171,0.8858087658882141,0.4514285624027252,,,,,
0.10185867547988892,359,3,,,,,,,,,,
0.12637101113796234,369,3,,,,,,,,,,
0.12008583545684814,379,3,,,,,,,,,,
0.16183140873908997,389,3,,,,,,,,,,
0.08125799149274826,399,3,,,,,,,,,,
0.10682787001132965,409,3,,,,,,,,,,
0.11202915012836456,419,3,,,,,,,,,,
0.09375399351119995,429,3,,,,,,,,,,
0.08981513977050781,439,3,,,,,,,,,,
0.08394204080104828,449,3,,,,,,,,,,
0.0865391194820404,459,3,,,,,,,,,,
0.0748576745390892,469,3,,,,,,,,,,
,471,3,0.09102809429168701,0.5087793469429016,0.5709534287452698,0.8883049488067627,0.4590476155281067,,,,,
0.11725635826587677,479,4,,,,,,,,,,
0.27906113862991333,489,4,,,,,,,,,,
0.06230854243040085,499,4,,,,,,,,,,
0.09070948511362076,509,4,,,,,,,,,,
0.09660489112138748,519,4,,,,,,,,,,
0.0844859704375267,529,4,,,,,,,,,,
0.3122251033782959,539,4,,,,,,,,,,
0.10837119072675705,549,4,,,,,,,,,,
0.06197773665189743,559,4,,,,,,,,,,
0.08630208671092987,569,4,,,,,,,,,,
0.06385787576436996,579,4,,,,,,,,,,
0.15745438635349274,589,4,,,,,,,,,,
,589,4,0.09028790891170502,0.5326358675956726,0.5886373519897461,0.8928611278533936,0.4819047749042511,,,,,
,590,5,,,,,,0.5886373519897461,0.8928611278533936,0.09028790891170502,0.4819047749042511,0.5326358675956726
