train_loss,epoch,step,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas,test_loss
6.022490978240967,0,9,,,,,,
4.016958713531494,0,19,,,,,,
3.264644145965576,0,29,,,,,,
2.727693796157837,0,39,,,,,,
2.321099042892456,0,49,,,,,,
1.5268163681030273,0,59,,,,,,
1.108420491218567,0,69,,,,,,
0.7956237196922302,0,79,,,,,,
0.5766583681106567,0,89,,,,,,
0.3101249635219574,0,99,,,,,,
0.22933019697666168,0,109,,,,,,
0.12856832146644592,0,119,,,,,,
0.13086988031864166,0,129,,,,,,
0.12028469890356064,0,139,,,,,,
0.08071502298116684,0,149,,,,,,
0.03837120160460472,0,159,,,,,,
0.03064454160630703,0,169,,,,,,
0.021797258406877518,0,179,,,,,,
0.09769380837678909,0,189,,,,,,
0.015044795349240303,0,199,,,,,,
0.030179012566804886,0,209,,,,,,
nan,0,219,,,,,,
0.02040186896920204,0,229,,,,,,
0.18258923292160034,0,239,,,,,,
0.016730112954974174,0,249,,,,,,
0.07083617150783539,0,259,,,,,,
0.03066897578537464,0,269,,,,,,
0.01721361093223095,0,279,,,,,,
0.046647198498249054,0,289,,,,,,
0.02514980174601078,0,299,,,,,,
0.009645197540521622,0,309,,,,,,
0.09968093037605286,0,319,,,,,,
0.1656692922115326,0,329,,,,,,
0.02033311501145363,0,339,,,,,,
0.02538149431347847,0,349,,,,,,
0.07791013270616531,0,359,,,,,,
0.011324724182486534,0,369,,,,,,
0.02771088108420372,0,379,,,,,,
0.17854264378547668,0,389,,,,,,
0.11079250276088715,0,399,,,,,,
0.021200232207775116,0,409,,,,,,
0.06741242110729218,0,419,,,,,,
0.0074781193397939205,0,429,,,,,,
0.09787169098854065,0,439,,,,,,
0.0160461887717247,0,449,,,,,,
0.04263249784708023,0,459,,,,,,
0.06636261194944382,0,469,,,,,,
0.012499600648880005,0,479,,,,,,
0.04338937997817993,0,489,,,,,,
0.010005025193095207,0,499,,,,,,
0.017583610489964485,0,509,,,,,,
0.006771842949092388,0,519,,,,,,
0.048328910022974014,0,529,,,,,,
0.013747363351285458,0,539,,,,,,
0.008098754100501537,0,549,,,,,,
0.07023868709802628,0,559,,,,,,
0.0046834745444357395,0,569,,,,,,
,0,571,0.03918430954217911,0.1409008651971817,0.7246266007423401,0.015625,0.18571160733699799,
0.0665285736322403,1,579,,,,,,
0.0905219167470932,1,589,,,,,,
0.028004013001918793,1,599,,,,,,
0.019651101902127266,1,609,,,,,,
0.007497638929635286,1,619,,,,,,
0.003917633090168238,1,629,,,,,,
0.005737141706049442,1,639,,,,,,
0.053189679980278015,1,649,,,,,,
0.05021176114678383,1,659,,,,,,
0.003564920276403427,1,669,,,,,,
0.07804461568593979,1,679,,,,,,
0.005979926325380802,1,689,,,,,,
0.030322380363941193,1,699,,,,,,
0.002803935669362545,1,709,,,,,,
0.01043374091386795,1,719,,,,,,
0.006578120402991772,1,729,,,,,,
0.06449267268180847,1,739,,,,,,
0.03799445554614067,1,749,,,,,,
0.004149759188294411,1,759,,,,,,
0.007619950454682112,1,769,,,,,,
0.009981623850762844,1,779,,,,,,
0.06557653099298477,1,789,,,,,,
0.0019378066062927246,1,799,,,,,,
0.02569686435163021,1,809,,,,,,
0.014546241611242294,1,819,,,,,,
0.05881546437740326,1,829,,,,,,
0.030184146016836166,1,839,,,,,,
0.01301722601056099,1,849,,,,,,
0.0015640767524018884,1,859,,,,,,
0.00224972958676517,1,869,,,,,,
0.008285741321742535,1,879,,,,,,
0.0028706251177936792,1,889,,,,,,
0.014719903469085693,1,899,,,,,,
0.0059709493070840836,1,909,,,,,,
0.012705830857157707,1,919,,,,,,
0.005562755279242992,1,929,,,,,,
0.002257248153910041,1,939,,,,,,
0.0017734725261107087,1,949,,,,,,
0.0022214818745851517,1,959,,,,,,
0.0035142695996910334,1,969,,,,,,
0.005782509222626686,1,979,,,,,,
0.003594301175326109,1,989,,,,,,
0.007292613387107849,1,999,,,,,,
0.002004998968914151,1,1009,,,,,,
0.01538037694990635,1,1019,,,,,,
0.002137180184945464,1,1029,,,,,,
0.008325761184096336,1,1039,,,,,,
0.004152620676904917,1,1049,,,,,,
0.001475104014389217,1,1059,,,,,,
0.0008875926141627133,1,1069,,,,,,
0.019877193495631218,1,1079,,,,,,
0.0025963729713112116,1,1089,,,,,,
0.0010311658261343837,1,1099,,,,,,
0.0025869011878967285,1,1109,,,,,,
0.0014580113347619772,1,1119,,,,,,
0.0020066918805241585,1,1129,,,,,,
0.004588858690112829,1,1139,,,,,,
,1,1143,0.015061363577842712,0.17586223781108856,0.744459331035614,0.015625,0.21504221856594086,
0.0021269225981086493,2,1149,,,,,,
0.0029546176083385944,2,1159,,,,,,
0.0028237211517989635,2,1169,,,,,,
0.0005900014075450599,2,1179,,,,,,
0.0018014436354860663,2,1189,,,,,,
0.001858202856965363,2,1199,,,,,,
0.01593847945332527,2,1209,,,,,,
0.001223014434799552,2,1219,,,,,,
0.0011158668203279376,2,1229,,,,,,
0.000916477118153125,2,1239,,,,,,
0.010000849142670631,2,1249,,,,,,
0.011225453577935696,2,1259,,,,,,
0.0032608292531222105,2,1269,,,,,,
0.0005577551200985909,2,1279,,,,,,
0.002813895931467414,2,1289,,,,,,
0.0006439918652176857,2,1299,,,,,,
0.0006433753296732903,2,1309,,,,,,
0.0008767726831138134,2,1319,,,,,,
0.014675713144242764,2,1329,,,,,,
0.0009636309696361423,2,1339,,,,,,
0.00035879184724763036,2,1349,,,,,,
