epoch,train_loss,step,val_loss,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,val_qa_em,test_loss
0,0.5883758664131165,9,,,,,,
0,0.5181759595870972,19,,,,,,
0,0.3608325719833374,29,,,,,,
0,0.41958048939704895,39,,,,,,
0,0.3739929497241974,49,,,,,,
0,0.33213919401168823,59,,,,,,
0,0.32320934534072876,69,,,,,,
0,0.2731563448905945,79,,,,,,
0,0.25216707587242126,89,,,,,,
0,0.18056823313236237,99,,,,,,
0,0.24962465465068817,109,,,,,,
0,0.22970959544181824,119,,,,,,
0,0.260442852973938,129,,,,,,
0,0.2645420730113983,139,,,,,,
0,0.2260453850030899,149,,,,,,
0,0.21456563472747803,159,,,,,,
0,0.16668996214866638,169,,,,,,
0,0.13498537242412567,179,,,,,,
0,0.27717888355255127,189,,,,,,
0,0.3542630970478058,199,,,,,,
0,0.17354369163513184,209,,,,,,
0,0.15237917006015778,219,,,,,,
0,0.20126302540302277,229,,,,,,
0,0.13366536796092987,239,,,,,,
0,0.16686968505382538,249,,,,,,
0,0.16790199279785156,259,,,,,,
0,0.15502655506134033,269,,,,,,
0,0.2924017906188965,279,,,,,,
0,0.22693896293640137,289,,,,,,
0,0.17962700128555298,299,,,,,,
0,0.23648495972156525,309,,,,,,
0,0.2359243929386139,319,,,,,,
0,0.29387032985687256,329,,,,,,
0,0.18087917566299438,339,,,,,,
0,0.18910370767116547,349,,,,,,
0,0.1668742299079895,359,,,,,,
0,0.2820279598236084,369,,,,,,
0,0.14747001230716705,379,,,,,,
0,0.17627115547657013,389,,,,,,
0,0.23338642716407776,399,,,,,,
0,0.2795712351799011,409,,,,,,
0,0.16335256397724152,419,,,,,,
0,0.240962952375412,429,,,,,,
0,0.12259037047624588,439,,,,,,
0,0.19582810997962952,449,,,,,,
0,0.1776108741760254,459,,,,,,
0,0.1756407618522644,469,,,,,,
0,0.1574615091085434,479,,,,,,
0,0.10537878423929214,489,,,,,,
0,0.21997229754924774,499,,,,,,
0,0.08095147460699081,509,,,,,,
0,0.18783725798130035,519,,,,,,
0,0.14498937129974365,529,,,,,,
0,0.11258445680141449,539,,,,,,
0,0.20010243356227875,549,,,,,,
0,0.1139468103647232,559,,,,,,
0,0.12573190033435822,569,,,,,,
0,0.14138217270374298,579,,,,,,
0,0.14705930650234222,589,,,,,,
0,0.17542940378189087,599,,,,,,
0,0.22598911821842194,609,,,,,,
0,0.16929665207862854,619,,,,,,
0,0.22984297573566437,629,,,,,,
0,0.11867599934339523,639,,,,,,
0,0.11298918724060059,649,,,,,,
0,0.22216852009296417,659,,,,,,
0,0.19324707984924316,669,,,,,,
0,0.11859401315450668,679,,,,,,
0,0.11457578092813492,689,,,,,,
0,0.17042790353298187,699,,,,,,
0,0.20931385457515717,709,,,,,,
0,0.17654858529567719,719,,,,,,
0,0.11127086728811264,729,,,,,,
0,0.09813622385263443,739,,,,,,
