epoch,step,train_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,val_qa_em,val_loss,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_loss,test_avg_qa_sas,test_avg_qa_em
0,9,0.30699679255485535,,,,,,,,,,
0,19,0.24466300010681152,,,,,,,,,,
0,29,0.1902637928724289,,,,,,,,,,
0,39,0.348398894071579,,,,,,,,,,
0,49,0.17154507339000702,,,,,,,,,,
0,59,0.17506089806556702,,,,,,,,,,
0,69,0.21993736922740936,,,,,,,,,,
0,79,0.23512035608291626,,,,,,,,,,
0,89,0.07701155543327332,,,,,,,,,,
0,99,0.11706625670194626,,,,,,,,,,
0,109,0.07692080736160278,,,,,,,,,,
0,118,,0.9221209287643433,0.6758230328559875,0.6914076805114746,0.6381322741508484,0.1670510321855545,,,,,
1,119,0.09014330059289932,,,,,,,,,,
1,129,0.07990744709968567,,,,,,,,,,
1,139,0.08826177567243576,,,,,,,,,,
1,149,0.08719255775213242,,,,,,,,,,
1,159,0.02619890682399273,,,,,,,,,,
1,169,0.08367788046598434,,,,,,,,,,
1,179,0.05584403872489929,,,,,,,,,,
1,189,0.059735752642154694,,,,,,,,,,
1,199,0.1317017376422882,,,,,,,,,,
1,209,0.041000597178936005,,,,,,,,,,
1,219,0.0572766549885273,,,,,,,,,,
1,229,0.1019352376461029,,,,,,,,,,
1,237,,0.9294719696044922,0.7078592777252197,0.7209399938583374,0.6731517314910889,0.15692582726478577,,,,,
2,239,0.047971732914447784,,,,,,,,,,
2,249,0.05346145108342171,,,,,,,,,,
2,259,0.061872441321611404,,,,,,,,,,
2,269,0.09064752608537674,,,,,,,,,,
2,279,0.05777113884687424,,,,,,,,,,
2,289,0.06822824478149414,,,,,,,,,,
2,299,0.102989062666893,,,,,,,,,,
2,309,0.09277481585741043,,,,,,,,,,
2,319,0.07278593629598618,,,,,,,,,,
2,329,0.023065274581313133,,,,,,,,,,
2,339,0.038497548550367355,,,,,,,,,,
2,349,0.052077826112508774,,,,,,,,,,
2,356,,0.9352632761001587,0.7182419896125793,0.7403371930122375,0.6867704391479492,0.14918670058250427,,,,,
3,359,0.04164784401655197,,,,,,,,,,
3,369,0.05678478628396988,,,,,,,,,,
3,379,0.05245848745107651,,,,,,,,,,
3,389,0.05827219411730766,,,,,,,,,,
3,399,0.08343137800693512,,,,,,,,,,
3,409,0.07703836262226105,,,,,,,,,,
3,419,0.04755930230021477,,,,,,,,,,
3,429,0.05176529288291931,,,,,,,,,,
3,439,0.07725479453802109,,,,,,,,,,
3,449,0.23241554200649261,,,,,,,,,,
3,459,0.07037428766489029,,,,,,,,,,
3,469,0.070268914103508,,,,,,,,,,
3,475,,0.9399413466453552,0.7291029095649719,0.7604324221611023,0.698443591594696,0.14382733404636383,,,,,
4,479,0.06120360270142555,,,,,,,,,,
4,489,0.04332147166132927,,,,,,,,,,
4,499,0.1453147530555725,,,,,,,,,,
4,509,0.051251370459795,,,,,,,,,,
4,519,0.07264604419469833,,,,,,,,,,
4,529,0.04520449414849281,,,,,,,,,,
4,539,0.06754104048013687,,,,,,,,,,
4,549,0.04702749475836754,,,,,,,,,,
4,559,0.14710064232349396,,,,,,,,,,
4,569,0.03444940224289894,,,,,,,,,,
4,579,0.03804989159107208,,,,,,,,,,
4,589,0.03355610370635986,,,,,,,,,,
4,594,,0.938197135925293,0.7359156608581543,0.753136932849884,0.7062256932258606,0.1429688185453415,,,,,
5,595,,,,,,,0.7359156608581543,0.938197135925293,0.1429688185453415,0.753136932849884,0.7062256932258606
