train_loss,epoch,step,val_qa_sas,val_qa_bert_score,val_qa_answer_f1,val_qa_em,val_loss,test_avg_qa_answer_f1,test_loss,test_avg_qa_sas,test_avg_qa_bert_score,test_avg_qa_em
2.2129855155944824,0,9,,,,,,,,,,
1.272186279296875,0,19,,,,,,,,,,
3.7508368492126465,0,29,,,,,,,,,,
0.9194347858428955,0,39,,,,,,,,,,
0.7411218881607056,0,49,,,,,,,,,,
1.974128007888794,0,59,,,,,,,,,,
1.5523957014083862,0,69,,,,,,,,,,
1.0557210445404053,0,79,,,,,,,,,,
0.5317749977111816,0,89,,,,,,,,,,
1.5610859394073486,0,99,,,,,,,,,,
,0,102,0.4377354085445404,0.786616325378418,0.32447779178619385,0.14965985715389252,1.2927048206329346,,,,,
1.2780671119689941,1,109,,,,,,,,,,
1.2665374279022217,1,119,,,,,,,,,,
0.7050598859786987,1,129,,,,,,,,,,
1.7095754146575928,1,139,,,,,,,,,,
0.7229644060134888,1,149,,,,,,,,,,
1.8259118795394897,1,159,,,,,,,,,,
2.4796860218048096,1,169,,,,,,,,,,
0.7459898591041565,1,179,,,,,,,,,,
1.4339326620101929,1,189,,,,,,,,,,
1.482718825340271,1,199,,,,,,,,,,
,1,205,0.5280936360359192,0.8289452791213989,0.42635491490364075,0.19954648613929749,1.178381085395813,,,,,
1.2896538972854614,2,209,,,,,,,,,,
0.8049470782279968,2,219,,,,,,,,,,
1.3904398679733276,2,229,,,,,,,,,,
1.3254914283752441,2,239,,,,,,,,,,
1.087943434715271,2,249,,,,,,,,,,
0.7607012987136841,2,259,,,,,,,,,,
1.0852150917053223,2,269,,,,,,,,,,
1.979589581489563,2,279,,,,,,,,,,
1.5019526481628418,2,289,,,,,,,,,,
1.1056268215179443,2,299,,,,,,,,,,
,2,308,0.5559430718421936,0.8456860780715942,0.4696718156337738,0.24943310022354126,1.137941837310791,,,,,
0.9724672436714172,3,309,,,,,,,,,,
1.094797134399414,3,319,,,,,,,,,,
2.332775592803955,3,329,,,,,,,,,,
1.1988105773925781,3,339,,,,,,,,,,
0.7450371980667114,3,349,,,,,,,,,,
0.4599964916706085,3,359,,,,,,,,,,
1.560944676399231,3,369,,,,,,,,,,
1.87453293800354,3,379,,,,,,,,,,
0.7523154616355896,3,389,,,,,,,,,,
0.6132665276527405,3,399,,,,,,,,,,
0.8705119490623474,3,409,,,,,,,,,,
,3,411,0.57281494140625,0.8513884544372559,0.4857092499732971,0.2698412835597992,1.100942611694336,,,,,
1.0503430366516113,4,419,,,,,,,,,,
1.4159871339797974,4,429,,,,,,,,,,
0.4754977822303772,4,439,,,,,,,,,,
1.0917060375213623,4,449,,,,,,,,,,
1.0756617784500122,4,459,,,,,,,,,,
1.0869258642196655,4,469,,,,,,,,,,
1.306878924369812,4,479,,,,,,,,,,
0.45569083094596863,4,489,,,,,,,,,,
0.9664781093597412,4,499,,,,,,,,,,
0.7124365568161011,4,509,,,,,,,,,,
,4,514,0.5749947428703308,0.8530756235122681,0.4900025725364685,0.27210885286331177,1.1082807779312134,,,,,
,5,515,,,,,,0.4900025725364685,1.1082807779312134,0.5749947428703308,0.8530756235122681,0.27210885286331177
