train_loss,epoch,step,val_qa_sas,val_qa_bert_score,val_qa_em,val_loss,val_qa_answer_f1,test_avg_qa_answer_f1,test_loss,test_avg_qa_em,test_avg_qa_bert_score,test_avg_qa_sas
1.318353533744812,0,9,,,,,,,,,,
0.45812422037124634,0,19,,,,,,,,,,
0.856452465057373,0,29,,,,,,,,,,
0.3897559642791748,0,39,,,,,,,,,,
0.48852527141571045,0,49,,,,,,,,,,
0.3901517689228058,0,59,,,,,,,,,,
0.27429458498954773,0,69,,,,,,,,,,
0.2706027328968048,0,79,,,,,,,,,,
0.28612220287323,0,89,,,,,,,,,,
0.48513123393058777,0,99,,,,,,,,,,
0.3032887876033783,0,109,,,,,,,,,,
0.3311862647533417,0,119,,,,,,,,,,
0.19942434132099152,0,129,,,,,,,,,,
0.3294309079647064,0,139,,,,,,,,,,
0.171689972281456,0,149,,,,,,,,,,
0.24241134524345398,0,159,,,,,,,,,,
0.1701437383890152,0,169,,,,,,,,,,
,0,178,0.45510002970695496,0.8335322737693787,0.3973941504955292,0.20208190381526947,0.44464075565338135,,,,,
0.26684802770614624,1,179,,,,,,,,,,
0.15638358891010284,1,189,,,,,,,,,,
0.25259852409362793,1,199,,,,,,,,,,
0.1479008048772812,1,209,,,,,,,,,,
0.24687263369560242,1,219,,,,,,,,,,
0.2723795175552368,1,229,,,,,,,,,,
0.18829700350761414,1,239,,,,,,,,,,
0.3229379951953888,1,249,,,,,,,,,,
0.23749615252017975,1,259,,,,,,,,,,
0.1743587702512741,1,269,,,,,,,,,,
0.18032138049602509,1,279,,,,,,,,,,
0.1667030155658722,1,289,,,,,,,,,,
0.3401458263397217,1,299,,,,,,,,,,
0.16903775930404663,1,309,,,,,,,,,,
0.15806683897972107,1,319,,,,,,,,,,
0.1710127294063568,1,329,,,,,,,,,,
0.22193415462970734,1,339,,,,,,,,,,
0.21581922471523285,1,349,,,,,,,,,,
,1,357,0.4717673361301422,0.8419996500015259,0.4218240976333618,0.17709380388259888,0.463949054479599,,,,,
0.23039422929286957,2,359,,,,,,,,,,
0.18307675421237946,2,369,,,,,,,,,,
0.269264280796051,2,379,,,,,,,,,,
0.23915961384773254,2,389,,,,,,,,,,
0.14854960143566132,2,399,,,,,,,,,,
0.18396919965744019,2,409,,,,,,,,,,
0.35217711329460144,2,419,,,,,,,,,,
0.1613142490386963,2,429,,,,,,,,,,
0.18781861662864685,2,439,,,,,,,,,,
0.21688909828662872,2,449,,,,,,,,,,
0.18076002597808838,2,459,,,,,,,,,,
0.16660256683826447,2,469,,,,,,,,,,
0.28174206614494324,2,479,,,,,,,,,,
0.13609416782855988,2,489,,,,,,,,,,
0.16842606663703918,2,499,,,,,,,,,,
0.1164371594786644,2,509,,,,,,,,,,
0.11290537565946579,2,519,,,,,,,,,,
0.16843459010124207,2,529,,,,,,,,,,
,2,536,0.4965726435184479,0.8537533283233643,0.4364820718765259,0.17036737501621246,0.486765056848526,,,,,
0.16174229979515076,3,539,,,,,,,,,,
0.1881730705499649,3,549,,,,,,,,,,
0.2517509162425995,3,559,,,,,,,,,,
0.11543285846710205,3,569,,,,,,,,,,
0.1638798862695694,3,579,,,,,,,,,,
0.1668550819158554,3,589,,,,,,,,,,
0.1535813808441162,3,599,,,,,,,,,,
0.2034493386745453,3,609,,,,,,,,,,
0.1423230618238449,3,619,,,,,,,,,,
0.19520367681980133,3,629,,,,,,,,,,
0.18942798674106598,3,639,,,,,,,,,,
0.24228514730930328,3,649,,,,,,,,,,
0.2351963073015213,3,659,,,,,,,,,,
0.18028125166893005,3,669,,,,,,,,,,
0.09523449093103409,3,679,,,,,,,,,,
0.13249102234840393,3,689,,,,,,,,,,
0.14979268610477448,3,699,,,,,,,,,,
0.14818546175956726,3,709,,,,,,,,,,
,3,715,0.5070456266403198,0.8541749119758606,0.45439738035202026,0.15656790137290955,0.4994239807128906,,,,,
0.1007733941078186,4,719,,,,,,,,,,
0.2037217766046524,4,729,,,,,,,,,,
0.1413138210773468,4,739,,,,,,,,,,
0.10559121519327164,4,749,,,,,,,,,,
0.26753509044647217,4,759,,,,,,,,,,
0.21658030152320862,4,769,,,,,,,,,,
0.10994859039783478,4,779,,,,,,,,,,
0.14873448014259338,4,789,,,,,,,,,,
0.1183798685669899,4,799,,,,,,,,,,
0.12923681735992432,4,809,,,,,,,,,,
0.18389442563056946,4,819,,,,,,,,,,
0.10546072572469711,4,829,,,,,,,,,,
0.2001085877418518,4,839,,,,,,,,,,
0.2011401206254959,4,849,,,,,,,,,,
0.14926189184188843,4,859,,,,,,,,,,
0.16871318221092224,4,869,,,,,,,,,,
0.17088846862316132,4,879,,,,,,,,,,
0.14754533767700195,4,889,,,,,,,,,,
,4,894,0.5204514861106873,0.8594726324081421,0.4690553843975067,0.149125337600708,0.5128564834594727,,,,,
,5,895,,,,,,0.5128564834594727,0.149125337600708,0.4690553843975067,0.8594726324081421,0.5204514861106873
