epoch,step,train_loss,val_qa_bert_score,val_qa_sas,val_loss,val_qa_em,val_qa_answer_f1,test_avg_qa_em,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_loss,test_avg_qa_sas
0,9,1.1228874921798706,,,,,,,,,,
0,19,0.9608170390129089,,,,,,,,,,
0,29,0.8764974474906921,,,,,,,,,,
0,39,0.7570756077766418,,,,,,,,,,
0,49,1.0002959966659546,,,,,,,,,,
0,59,0.7308840751647949,,,,,,,,,,
0,69,0.5540798306465149,,,,,,,,,,
0,79,0.4186333417892456,,,,,,,,,,
0,89,0.779065728187561,,,,,,,,,,
0,93,,0.8593541979789734,0.44739022850990295,0.7623487710952759,0.32722511887550354,0.3903420865535736,,,,,
1,99,0.5126013159751892,,,,,,,,,,
1,109,0.7229911684989929,,,,,,,,,,
1,119,0.6040022373199463,,,,,,,,,,
1,129,0.6828152537345886,,,,,,,,,,
1,139,0.31972798705101013,,,,,,,,,,
1,149,0.36858177185058594,,,,,,,,,,
1,159,0.5187576413154602,,,,,,,,,,
1,169,0.44585973024368286,,,,,,,,,,
1,179,0.8096170425415039,,,,,,,,,,
1,187,,0.8966336250305176,0.5832316279411316,0.6880974173545837,0.45811519026756287,0.5447477102279663,,,,,
2,189,0.5678277611732483,,,,,,,,,,
2,199,0.4883268475532532,,,,,,,,,,
2,209,0.3710021376609802,,,,,,,,,,
2,219,0.5134499669075012,,,,,,,,,,
2,229,0.7214047908782959,,,,,,,,,,
2,239,0.5522502660751343,,,,,,,,,,
2,249,0.4257162809371948,,,,,,,,,,
2,259,0.42973992228507996,,,,,,,,,,
2,269,0.7739757895469666,,,,,,,,,,
2,279,0.5168367624282837,,,,,,,,,,
2,281,,0.8930476307868958,0.5762431025505066,0.6673151850700378,0.45026177167892456,0.5327668190002441,,,,,
3,289,nan,,,,,,,,,,
3,299,0.39301836490631104,,,,,,,,,,
3,309,0.7259162068367004,,,,,,,,,,
3,319,0.3425823748111725,,,,,,,,,,
3,329,0.8521209359169006,,,,,,,,,,
3,339,0.13914598524570465,,,,,,,,,,
3,349,0.5033382773399353,,,,,,,,,,
3,359,0.5587554574012756,,,,,,,,,,
3,369,0.8524428606033325,,,,,,,,,,
3,375,,0.8993871808052063,0.6059773564338684,0.6517576575279236,0.46858638525009155,0.5588904023170471,,,,,
4,379,0.4084000885486603,,,,,,,,,,
4,389,0.8095893263816833,,,,,,,,,,
4,399,0.3856274485588074,,,,,,,,,,
4,409,0.21362079679965973,,,,,,,,,,
4,419,0.5763914585113525,,,,,,,,,,
4,429,0.23307465016841888,,,,,,,,,,
4,439,0.5380076766014099,,,,,,,,,,
4,449,0.3564193546772003,,,,,,,,,,
4,459,0.6748880743980408,,,,,,,,,,
4,469,0.7008349895477295,,,,,,,,,,
4,469,,0.8984095454216003,0.604461669921875,0.6514906883239746,0.47905758023262024,0.5565534830093384,,,,,
5,470,,,,,,,0.47905758023262024,0.5565534830093384,0.8984095454216003,0.6514906883239746,0.604461669921875
