step,epoch,train_loss,val_qa_bert_score,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_em,test_loss
9,0,0.5504208207130432,,,,,,
19,0,0.2162601202726364,,,,,,
29,0,0.25316622853279114,,,,,,
39,0,0.38474008440971375,,,,,,
49,0,0.31897518038749695,,,,,,
59,0,0.19853682816028595,,,,,,
69,0,0.1733836680650711,,,,,,
79,0,0.24374288320541382,,,,,,
89,0,0.2501802444458008,,,,,,
99,0,0.21035140752792358,,,,,,
109,0,0.22457270324230194,,,,,,
119,0,0.33762726187705994,,,,,,
129,0,0.55044025182724,,,,,,
139,0,0.3207802474498749,,,,,,
149,0,0.27394115924835205,,,,,,
159,0,0.3515712320804596,,,,,,
169,0,0.27759140729904175,,,,,,
179,0,0.878187358379364,,,,,,
189,0,0.4207839369773865,,,,,,
199,0,0.18728068470954895,,,,,,
209,0,0.18475466966629028,,,,,,
219,0,0.1848040670156479,,,,,,
229,0,0.3969295620918274,,,,,,
239,0,0.2256714403629303,,,,,,
249,0,0.23438256978988647,,,,,,
259,0,0.4005106985569,,,,,,
269,0,0.29455092549324036,,,,,,
279,0,0.129282608628273,,,,,,
289,0,0.4392823576927185,,,,,,
299,0,0.22268356382846832,,,,,,
309,0,0.07413345575332642,,,,,,
319,0,0.43527981638908386,,,,,,
329,0,0.20332418382167816,,,,,,
339,0,0.2393086701631546,,,,,,
345,0,,0.8210932612419128,0.39277884364128113,0.1562761664390564,0.417667418718338,0.3328571319580078,
349,1,0.07644665241241455,,,,,,
359,1,0.20820006728172302,,,,,,
369,1,0.12315025925636292,,,,,,
379,1,0.13096457719802856,,,,,,
389,1,0.2238549441099167,,,,,,
399,1,0.1487637460231781,,,,,,
409,1,0.13307946920394897,,,,,,
419,1,0.22331619262695312,,,,,,
429,1,0.6073949933052063,,,,,,
439,1,0.1143166646361351,,,,,,
449,1,0.2554529905319214,,,,,,
459,1,0.24580973386764526,,,,,,
469,1,0.2384541630744934,,,,,,
479,1,0.15155456960201263,,,,,,
489,1,0.11285597831010818,,,,,,
499,1,0.08471401035785675,,,,,,
509,1,0.13486872613430023,,,,,,
519,1,0.125428706407547,,,,,,
529,1,0.5079347491264343,,,,,,
539,1,0.17039960622787476,,,,,,
549,1,0.1283651888370514,,,,,,
559,1,0.10835649818181992,,,,,,
569,1,0.09454860538244247,,,,,,
579,1,0.4009082019329071,,,,,,
589,1,0.37809285521507263,,,,,,
599,1,0.2790428698062897,,,,,,
609,1,0.09825072437524796,,,,,,
619,1,0.07906101644039154,,,,,,
629,1,0.16612373292446136,,,,,,
639,1,0.16366258263587952,,,,,,
649,1,0.1277499496936798,,,,,,
659,1,0.08292316645383835,,,,,,
669,1,0.12308134138584137,,,,,,
679,1,0.44811052083969116,,,,,,
689,1,0.0994274839758873,,,,,,
691,1,,0.8360977172851562,0.45139309763908386,0.1501764953136444,0.46104490756988525,0.40142858028411865,
699,2,0.44177985191345215,,,,,,
709,2,0.2709885239601135,,,,,,
719,2,0.08131074905395508,,,,,,
729,2,0.2858027219772339,,,,,,
739,2,0.12829439342021942,,,,,,
749,2,0.08858561515808105,,,,,,
759,2,0.13327497243881226,,,,,,
769,2,0.07213782519102097,,,,,,
779,2,0.10810980200767517,,,,,,
789,2,0.09981900453567505,,,,,,
799,2,0.14043648540973663,,,,,,
809,2,0.07776325941085815,,,,,,
819,2,0.08696097135543823,,,,,,
829,2,0.08493535220623016,,,,,,
839,2,0.08354128897190094,,,,,,
849,2,0.0636095330119133,,,,,,
859,2,0.3383563458919525,,,,,,
869,2,0.1187758669257164,,,,,,
879,2,0.2630143463611603,,,,,,
889,2,0.06038670986890793,,,,,,
899,2,0.09157831221818924,,,,,,
909,2,0.35869893431663513,,,,,,
919,2,0.44260311126708984,,,,,,
929,2,0.05624458193778992,,,,,,
939,2,0.09835571050643921,,,,,,
949,2,0.08416352421045303,,,,,,
959,2,0.3521071970462799,,,,,,
969,2,0.0854215919971466,,,,,,
979,2,0.07856934517621994,,,,,,
989,2,0.20174159109592438,,,,,,
999,2,0.09146326035261154,,,,,,
1009,2,0.4192899763584137,,,,,,
1019,2,0.10943304002285004,,,,,,
1029,2,0.10235629975795746,,,,,,
1037,2,,0.8441855311393738,0.47202304005622864,0.14622491598129272,0.48130327463150024,0.41857144236564636,
1039,3,0.15489165484905243,,,,,,
1049,3,0.05068206787109375,,,,,,
1059,3,0.06647507101297379,,,,,,
1069,3,0.04033145308494568,,,,,,
1079,3,0.08501674979925156,,,,,,
1089,3,0.21461796760559082,,,,,,
1099,3,0.09088969230651855,,,,,,
1109,3,0.048133935779333115,,,,,,
1119,3,0.20456548035144806,,,,,,
1129,3,0.02535920962691307,,,,,,
1139,3,0.07403173297643661,,,,,,
1149,3,0.11885107308626175,,,,,,
1159,3,0.2602095305919647,,,,,,
1169,3,0.24373658001422882,,,,,,
1179,3,0.0969628244638443,,,,,,
1189,3,0.06647887825965881,,,,,,
1199,3,0.046677350997924805,,,,,,
1209,3,0.3604832589626312,,,,,,
1219,3,0.0755024179816246,,,,,,
1229,3,0.039842039346694946,,,,,,
1239,3,0.06955577433109283,,,,,,
1249,3,0.11808545887470245,,,,,,
1259,3,0.025435956194996834,,,,,,
1269,3,0.04746449738740921,,,,,,
1279,3,0.05887797102332115,,,,,,
1289,3,0.04828159511089325,,,,,,
1299,3,0.03803211450576782,,,,,,
1309,3,0.19361166656017303,,,,,,
1319,3,0.17331033945083618,,,,,,
1329,3,0.12125476449728012,,,,,,
1339,3,0.17074133455753326,,,,,,
1349,3,0.06185440346598625,,,,,,
1359,3,0.25300711393356323,,,,,,
1369,3,0.18762020766735077,,,,,,
1379,3,0.0344398058950901,,,,,,
1383,3,,0.8500173091888428,0.4937547445297241,0.15291938185691833,0.5023968815803528,0.44285714626312256,
1389,4,0.1315690577030182,,,,,,
1399,4,0.0232645645737648,,,,,,
1409,4,0.04073910415172577,,,,,,
1419,4,0.027412451803684235,,,,,,
1429,4,0.01829010806977749,,,,,,
1439,4,0.025402331724762917,,,,,,
1449,4,0.10662819445133209,,,,,,
1459,4,0.06299161165952682,,,,,,
1469,4,0.07726077735424042,,,,,,
1479,4,0.05119139701128006,,,,,,
1489,4,0.03142426908016205,,,,,,
1499,4,0.030281124636530876,,,,,,
1509,4,0.08408418297767639,,,,,,
1519,4,0.06650690734386444,,,,,,
1529,4,0.02951512113213539,,,,,,
1539,4,0.04229525104165077,,,,,,
1549,4,0.026131659746170044,,,,,,
1559,4,0.030378572642803192,,,,,,
1569,4,0.046586547046899796,,,,,,
1579,4,0.0654316246509552,,,,,,
1589,4,0.04330182075500488,,,,,,
1599,4,0.04659916087985039,,,,,,
1609,4,0.025545867159962654,,,,,,
1619,4,0.11466369777917862,,,,,,
1629,4,0.06247026473283768,,,,,,
1639,4,0.027165360748767853,,,,,,
1649,4,0.07143466919660568,,,,,,
1659,4,0.07833517342805862,,,,,,
