epoch,step,train_loss,val_qa_sas,val_qa_bert_score,val_qa_em,val_qa_answer_f1,val_loss,test_loss
0,9,0.8073745965957642,,,,,,
0,19,0.3145352303981781,,,,,,
0,29,0.46260663866996765,,,,,,
0,39,0.26734453439712524,,,,,,
0,49,0.35546332597732544,,,,,,
0,59,0.2773807942867279,,,,,,
0,69,0.3325450122356415,,,,,,
0,79,0.4747902750968933,,,,,,
0,89,0.24482178688049316,,,,,,
0,99,0.36531752347946167,,,,,,
0,109,0.26990872621536255,,,,,,
0,119,0.2312084436416626,,,,,,
0,129,0.17703187465667725,,,,,,
0,139,0.20548737049102783,,,,,,
0,149,0.2469545602798462,,,,,,
0,159,0.1603335589170456,,,,,,
0,169,0.20137755572795868,,,,,,
0,179,0.20305104553699493,,,,,,
0,189,0.15540273487567902,,,,,,
0,199,0.25548213720321655,,,,,,
0,209,0.17884761095046997,,,,,,
0,219,0.1944853514432907,,,,,,
0,229,0.22866611182689667,,,,,,
0,239,0.0794593021273613,,,,,,
0,249,0.14040738344192505,,,,,,
0,259,0.1909959614276886,,,,,,
0,269,0.14460094273090363,,,,,,
0,279,0.22853049635887146,,,,,,
0,289,0.14715822041034698,,,,,,
0,299,0.17650876939296722,,,,,,
0,309,0.12836353480815887,,,,,,
0,319,0.16218414902687073,,,,,,
0,329,0.17535945773124695,,,,,,
0,339,0.16613397002220154,,,,,,
0,349,0.14555680751800537,,,,,,
0,359,0.020550042390823364,,,,,,
0,369,0.05388038232922554,,,,,,
0,379,0.24890710413455963,,,,,,
0,389,0.10344044119119644,,,,,,
0,399,0.12538552284240723,,,,,,
0,409,0.059998687356710434,,,,,,
0,419,0.12483804672956467,,,,,,
0,429,0.13979214429855347,,,,,,
0,439,0.1324499249458313,,,,,,
0,449,0.08938750624656677,,,,,,
0,459,0.18467259407043457,,,,,,
0,469,0.10561928153038025,,,,,,
0,479,0.04725915566086769,,,,,,
0,489,0.022066105157136917,,,,,,
0,499,0.14143112301826477,,,,,,
0,509,0.23625488579273224,,,,,,
0,519,0.10945918411016464,,,,,,
0,529,0.08106555789709091,,,,,,
0,539,0.09116826951503754,,,,,,
0,549,0.13312089443206787,,,,,,
0,559,0.14710865914821625,,,,,,
0,569,0.08537458628416061,,,,,,
0,579,0.18213847279548645,,,,,,
0,589,0.07367079704999924,,,,,,
0,599,0.161465585231781,,,,,,
0,609,0.1217854842543602,,,,,,
0,619,0.14503835141658783,,,,,,
0,629,0.11693557351827621,,,,,,
0,639,0.12797744572162628,,,,,,
0,649,0.09672795981168747,,,,,,
0,659,0.08581501990556717,,,,,,
0,669,0.1075623482465744,,,,,,
0,679,0.11229351162910461,,,,,,
0,689,0.05264201760292053,,,,,,
0,699,0.182542622089386,,,,,,
0,709,0.0814080461859703,,,,,,
0,719,0.12939737737178802,,,,,,
0,729,0.1421561986207962,,,,,,
0,739,0.1545160859823227,,,,,,
0,749,0.05933079123497009,,,,,,
0,759,0.13372205197811127,,,,,,
0,769,0.05383121222257614,,,,,,
0,779,0.04770834743976593,,,,,,
0,789,0.0841391310095787,,,,,,
0,799,0.09525733441114426,,,,,,
0,809,0.11766237020492554,,,,,,
0,819,0.11213148385286331,,,,,,
0,829,0.0567840114235878,,,,,,
0,839,0.02785792015492916,,,,,,
0,849,0.08810614794492722,,,,,,
0,859,0.10170553624629974,,,,,,
0,869,0.06045529991388321,,,,,,
0,879,0.06090394780039787,,,,,,
0,889,0.08325771242380142,,,,,,
0,899,0.0571458525955677,,,,,,
0,909,0.07744993269443512,,,,,,
0,919,0.04917354881763458,,,,,,
0,929,0.10548374056816101,,,,,,
0,939,0.08437342941761017,,,,,,
0,949,0.06480763852596283,,,,,,
0,959,0.09590644389390945,,,,,,
0,969,0.09683813154697418,,,,,,
0,979,0.04307612404227257,,,,,,
0,989,0.07105889171361923,,,,,,
0,999,0.10998770594596863,,,,,,
0,1009,0.09580233693122864,,,,,,
0,1019,0.03213457018136978,,,,,,
0,1029,0.07492171227931976,,,,,,
0,1039,0.08021494001150131,,,,,,
0,1046,,0.5432903170585632,0.8745714426040649,0.5043859481811523,0.5745246410369873,0.09953705966472626,
1,1049,0.06580184400081635,,,,,,
1,1059,0.028615569695830345,,,,,,
1,1069,0.03634081780910492,,,,,,
1,1079,0.04949750006198883,,,,,,
1,1089,0.09104181826114655,,,,,,
1,1099,0.06584720313549042,,,,,,
1,1109,0.07316253334283829,,,,,,
1,1119,0.023907773196697235,,,,,,
1,1129,0.06892672181129456,,,,,,
1,1139,0.08065026998519897,,,,,,
1,1149,0.05690200999379158,,,,,,
1,1159,0.0502590611577034,,,,,,
1,1169,0.03575188294053078,,,,,,
