epoch,step,train_loss,val_qa_em,val_qa_answer_f1,val_qa_bert_score,val_qa_sas,val_loss,test_loss,test_avg_qa_em,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_sas
0,9,0.34973636269569397,,,,,,,,,,
0,19,0.2758360505104065,,,,,,,,,,
0,29,0.14459827542304993,,,,,,,,,,
0,39,0.20779070258140564,,,,,,,,,,
0,49,0.19961710274219513,,,,,,,,,,
0,59,0.08891714364290237,,,,,,,,,,
0,69,0.1366354078054428,,,,,,,,,,
0,79,0.12871477007865906,,,,,,,,,,
0,89,0.09839081764221191,,,,,,,,,,
0,99,0.14837251603603363,,,,,,,,,,
0,109,0.09622729569673538,,,,,,,,,,
0,117,,0.5257142782211304,0.5606765151023865,0.8994180560112,0.6048583388328552,0.08508556336164474,,,,,
1,119,0.09904225170612335,,,,,,,,,,
1,129,0.08723398298025131,,,,,,,,,,
1,139,0.23213307559490204,,,,,,,,,,
1,149,0.08091665059328079,,,,,,,,,,
1,159,0.3636210560798645,,,,,,,,,,
1,169,0.21932581067085266,,,,,,,,,,
1,179,0.38924795389175415,,,,,,,,,,
1,189,0.10374165326356888,,,,,,,,,,
1,199,0.1148838996887207,,,,,,,,,,
1,209,0.09894654899835587,,,,,,,,,,
1,219,0.06994643807411194,,,,,,,,,,
1,229,0.10222675651311874,,,,,,,,,,
1,235,,0.5542857050895691,0.5880733728408813,0.9069164395332336,0.6304416656494141,0.078070268034935,,,,,
2,239,0.24956883490085602,,,,,,,,,,
2,249,0.09210234880447388,,,,,,,,,,
2,259,0.20685257017612457,,,,,,,,,,
2,269,0.08799310028553009,,,,,,,,,,
2,279,0.08074980229139328,,,,,,,,,,
2,289,0.2803373634815216,,,,,,,,,,
2,299,0.0977630764245987,,,,,,,,,,
2,309,0.2714003622531891,,,,,,,,,,
2,319,0.057507339864969254,,,,,,,,,,
2,329,0.056934989988803864,,,,,,,,,,
2,339,0.07554862648248672,,,,,,,,,,
2,349,0.2498723715543747,,,,,,,,,,
2,353,,0.569523811340332,0.6056765913963318,0.9117009043693542,0.6461142897605896,0.07455217093229294,,,,,
3,359,0.0904235765337944,,,,,,,,,,
3,369,0.10412682592868805,,,,,,,,,,
3,379,0.09376268088817596,,,,,,,,,,
3,389,0.15716256201267242,,,,,,,,,,
3,399,0.07994335144758224,,,,,,,,,,
3,409,0.09602233022451401,,,,,,,,,,
3,419,0.11511531472206116,,,,,,,,,,
3,429,0.0857994481921196,,,,,,,,,,
3,439,0.057255085557699203,,,,,,,,,,
3,449,0.06479890644550323,,,,,,,,,,
3,459,0.11132851243019104,,,,,,,,,,
3,469,0.08003661781549454,,,,,,,,,,
3,471,,0.5733333230018616,0.6079315543174744,0.9117056131362915,0.6475403904914856,0.07147463411092758,,,,,
4,479,0.08773601800203323,,,,,,,,,,
4,489,0.2610635459423065,,,,,,,,,,
4,499,0.05024876073002815,,,,,,,,,,
4,509,0.04794830456376076,,,,,,,,,,
4,519,0.07739705592393875,,,,,,,,,,
4,529,0.06220107898116112,,,,,,,,,,
4,539,0.315165251493454,,,,,,,,,,
4,549,0.09658396989107132,,,,,,,,,,
4,559,0.07839564979076385,,,,,,,,,,
4,569,0.09045971184968948,,,,,,,,,,
4,579,0.050271715968847275,,,,,,,,,,
4,589,0.0870799869298935,,,,,,,,,,
4,589,,0.584761917591095,0.6202676892280579,0.9149739146232605,0.657074511051178,0.07071328908205032,,,,,
5,590,,,,,,,0.07071328908205032,0.584761917591095,0.6202676892280579,0.9149739146232605,0.657074511051178
