train_loss,epoch,step,val_qa_sas,val_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_em,test_loss
0.31187382340431213,0,9,,,,,,
0.3040506839752197,0,19,,,,,,
0.42050889134407043,0,29,,,,,,
0.24699467420578003,0,39,,,,,,
0.40239647030830383,0,49,,,,,,
0.36542147397994995,0,59,,,,,,
0.2438204437494278,0,69,,,,,,
0.2818085551261902,0,79,,,,,,
0.43601498007774353,0,89,,,,,,
0.27418574690818787,0,99,,,,,,
0.22554317116737366,0,109,,,,,,
0.18891534209251404,0,119,,,,,,
0.24159592390060425,0,129,,,,,,
0.19741134345531464,0,139,,,,,,
0.35586443543434143,0,149,,,,,,
0.11189272254705429,0,159,,,,,,
0.2060214877128601,0,169,,,,,,
0.24269971251487732,0,179,,,,,,
0.23432600498199463,0,189,,,,,,
0.5249823331832886,0,199,,,,,,
,0,204,0.5905466675758362,0.1290261596441269,0.8581026792526245,0.5245081186294556,0.2766439914703369,
0.24560637772083282,1,209,,,,,,
0.21790269017219543,1,219,,,,,,
0.43359291553497314,1,229,,,,,,
0.07249615341424942,1,239,,,,,,
0.31630805134773254,1,249,,,,,,
0.2611411213874817,1,259,,,,,,
0.21476240456104279,1,269,,,,,,
1.3469974994659424,1,279,,,,,,
0.11600261926651001,1,289,,,,,,
0.4115370810031891,1,299,,,,,,
0.1389409303665161,1,309,,,,,,
0.33649149537086487,1,319,,,,,,
0.21539562940597534,1,329,,,,,,
0.2605077922344208,1,339,,,,,,
0.16073444485664368,1,349,,,,,,
0.23523354530334473,1,359,,,,,,
0.3065025210380554,1,369,,,,,,
0.13010956346988678,1,379,,,,,,
0.1884640008211136,1,389,,,,,,
0.28072550892829895,1,399,,,,,,
0.2513608932495117,1,409,,,,,,
,1,409,0.6171188354492188,0.12299907952547073,0.8689069747924805,0.5619000792503357,0.32879817485809326,
0.10493702441453934,2,419,,,,,,
0.19781900942325592,2,429,,,,,,
0.2584805488586426,2,439,,,,,,
0.13555605709552765,2,449,,,,,,
0.15713359415531158,2,459,,,,,,
0.047302618622779846,2,469,,,,,,
0.986781120300293,2,479,,,,,,
0.11793384701013565,2,489,,,,,,
0.10079620033502579,2,499,,,,,,
0.12477409839630127,2,509,,,,,,
0.13917189836502075,2,519,,,,,,
0.13663139939308167,2,529,,,,,,
0.13726356625556946,2,539,,,,,,
0.19137153029441833,2,549,,,,,,
0.17129848897457123,2,559,,,,,,
0.1972450464963913,2,569,,,,,,
0.16375389695167542,2,579,,,,,,
0.18264897167682648,2,589,,,,,,
0.27190035581588745,2,599,,,,,,
0.10858370363712311,2,609,,,,,,
,2,614,0.611350417137146,0.11776275932788849,0.8683639168739319,0.5617263913154602,0.32199546694755554,
0.14278435707092285,3,619,,,,,,
0.10728326439857483,3,629,,,,,,
0.3408442437648773,3,639,,,,,,
0.03229987248778343,3,649,,,,,,
0.19457213580608368,3,659,,,,,,
0.1748945415019989,3,669,,,,,,
0.10956398397684097,3,679,,,,,,
0.9013447165489197,3,689,,,,,,
0.07737884670495987,3,699,,,,,,
0.3691021502017975,3,709,,,,,,
0.08721549063920975,3,719,,,,,,
0.22625403106212616,3,729,,,,,,
0.11429369449615479,3,739,,,,,,
0.17128512263298035,3,749,,,,,,
0.17645001411437988,3,759,,,,,,
0.1721583604812622,3,769,,,,,,
0.18135815858840942,3,779,,,,,,
0.13774780929088593,3,789,,,,,,
0.20370467007160187,3,799,,,,,,
0.25183388590812683,3,809,,,,,,
0.1685808300971985,3,819,,,,,,
,3,819,0.619337797164917,0.11441632360219955,0.8693376183509827,0.5702211260795593,0.32879817485809326,
0.08182123303413391,4,829,,,,,,
0.16329441964626312,4,839,,,,,,
0.21529552340507507,4,849,,,,,,
0.07349209487438202,4,859,,,,,,
0.109940305352211,4,869,,,,,,
0.07422194629907608,4,879,,,,,,
0.7819475531578064,4,889,,,,,,
0.08629388362169266,4,899,,,,,,
0.062226954847574234,4,909,,,,,,
0.0931142196059227,4,919,,,,,,
0.09866096824407578,4,929,,,,,,
0.11970538645982742,4,939,,,,,,
0.10058125108480453,4,949,,,,,,
0.08716246485710144,4,959,,,,,,
0.11906121671199799,4,969,,,,,,
0.17782297730445862,4,979,,,,,,
0.1380397528409958,4,989,,,,,,
0.13918288052082062,4,999,,,,,,
0.1775314211845398,4,1009,,,,,,
0.07120340317487717,4,1019,,,,,,
,4,1024,0.6457458734512329,0.11439792811870575,0.8803426027297974,0.6026654839515686,0.3741496503353119,
,5,1025,,,,,,0.11439792811870575
