epoch,train_loss,step,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_em,test_loss
0,0.08277895301580429,9,,,,,,
0,0.04423600062727928,19,,,,,,
0,0.05906885489821434,29,,,,,,
0,0.06311783939599991,39,,,,,,
0,0.04695205017924309,49,,,,,,
0,0.0435914508998394,59,,,,,,
0,0.045007724314928055,69,,,,,,
0,0.045770611613988876,79,,,,,,
0,0.04517127200961113,89,,,,,,
0,0.0410451702773571,99,,,,,,
0,0.029833054170012474,109,,,,,,
0,0.050058528780937195,119,,,,,,
0,0.07617179304361343,129,,,,,,
0,0.04820457100868225,139,,,,,,
0,0.06273522973060608,149,,,,,,
0,0.03502696380019188,159,,,,,,
0,0.05236932635307312,169,,,,,,
0,0.040184035897254944,179,,,,,,
0,0.025852305814623833,189,,,,,,
0,0.04372948408126831,199,,,,,,
0,0.02989041619002819,209,,,,,,
0,0.041073501110076904,219,,,,,,
0,0.02388022094964981,229,,,,,,
0,0.020974433049559593,239,,,,,,
0,0.025954559445381165,249,,,,,,
0,0.012226519174873829,259,,,,,,
0,0.08885754644870758,269,,,,,,
0,0.027346862480044365,279,,,,,,
0,0.021425606682896614,289,,,,,,
0,0.01947321556508541,299,,,,,,
0,0.03356878459453583,309,,,,,,
0,0.029074303805828094,319,,,,,,
0,0.02341405302286148,329,,,,,,
0,0.03117365762591362,339,,,,,,
0,0.03475863113999367,349,,,,,,
0,0.028558462858200073,359,,,,,,
0,0.025135254487395287,369,,,,,,
0,0.019717730581760406,379,,,,,,
0,0.020734403282403946,389,,,,,,
0,0.03154722973704338,399,,,,,,
0,0.03175739198923111,409,,,,,,
0,0.01583270914852619,419,,,,,,
0,0.020883403718471527,429,,,,,,
0,0.014207728207111359,439,,,,,,
0,0.021797461435198784,449,,,,,,
0,0.035039372742176056,459,,,,,,
0,0.01613175868988037,469,,,,,,
0,0.032080087810754776,479,,,,,,
0,0.02177419327199459,489,,,,,,
0,0.038377545773983,499,,,,,,
0,0.01661328412592411,509,,,,,,
