train_loss,step,epoch,val_qa_answer_f1,val_qa_em,val_loss,val_qa_bert_score,val_qa_sas,test_loss
0.09383004158735275,9,0,,,,,,
0.07451135665178299,19,0,,,,,,
0.05910656973719597,29,0,,,,,,
0.08294997364282608,39,0,,,,,,
0.05407051742076874,49,0,,,,,,
0.048401035368442535,59,0,,,,,,
0.05853680893778801,69,0,,,,,,
0.06132449582219124,79,0,,,,,,
0.04498513042926788,89,0,,,,,,
0.04885996878147125,99,0,,,,,,
0.0706954374909401,109,0,,,,,,
0.06685870885848999,119,0,,,,,,
0.04461410269141197,129,0,,,,,,
0.05392234027385712,139,0,,,,,,
0.04569239541888237,149,0,,,,,,
0.051188867539167404,159,0,,,,,,
0.05321270599961281,169,0,,,,,,
0.08807233721017838,179,0,,,,,,
0.09645018726587296,189,0,,,,,,
,189,0,0.4958327114582062,0.4459833800792694,0.09449397027492523,0.8838831782341003,0.5475267171859741,
0.06688497960567474,199,1,,,,,,
0.03853640705347061,209,1,,,,,,
0.05050600320100784,219,1,,,,,,
0.055937509983778,229,1,,,,,,
0.04842861741781235,239,1,,,,,,
0.052193012088537216,249,1,,,,,,
0.03348587825894356,259,1,,,,,,
0.046689119189977646,269,1,,,,,,
0.028250891715288162,279,1,,,,,,
0.04453025758266449,289,1,,,,,,
0.05291343107819557,299,1,,,,,,
0.039717961102724075,309,1,,,,,,
0.03470626473426819,319,1,,,,,,
0.04100220277905464,329,1,,,,,,
0.03831569105386734,339,1,,,,,,
0.037922196090221405,349,1,,,,,,
0.05421427637338638,359,1,,,,,,
0.03358808904886246,369,1,,,,,,
0.09286704659461975,379,1,,,,,,
,379,1,0.7153754830360413,0.6842105388641357,0.08870290964841843,0.9345013499259949,0.727100670337677,
0.048789821565151215,389,2,,,,,,
0.01774473860859871,399,2,,,,,,
0.03128805011510849,409,2,,,,,,
0.032561130821704865,419,2,,,,,,
0.024984298273921013,429,2,,,,,,
0.026395117864012718,439,2,,,,,,
0.021207446232438087,449,2,,,,,,
0.030443398281931877,459,2,,,,,,
0.011110156774520874,469,2,,,,,,
0.018841546028852463,479,2,,,,,,
0.026310311630368233,489,2,,,,,,
0.030458202585577965,499,2,,,,,,
0.020248452201485634,509,2,,,,,,
0.02934519574046135,519,2,,,,,,
0.020864998921751976,529,2,,,,,,
0.02489994838833809,539,2,,,,,,
0.04121739789843559,549,2,,,,,,
0.018837982788681984,559,2,,,,,,
0.0029616355895996094,569,2,,,,,,
,569,2,0.7225855588912964,0.692520797252655,0.10088885575532913,0.9369206428527832,0.7356082201004028,
0.03090754710137844,579,3,,,,,,
0.014374403282999992,589,3,,,,,,
0.02419791743159294,599,3,,,,,,
0.016938531771302223,609,3,,,,,,
0.008059864863753319,619,3,,,,,,
0.01591661013662815,629,3,,,,,,
0.011439444497227669,639,3,,,,,,
0.022223033010959625,649,3,,,,,,
0.004996099043637514,659,3,,,,,,
0.012773375026881695,669,3,,,,,,
0.01465888973325491,679,3,,,,,,
0.018738990649580956,689,3,,,,,,
0.013736637309193611,699,3,,,,,,
0.020018668845295906,709,3,,,,,,
0.008335713297128677,719,3,,,,,,
0.021287372335791588,729,3,,,,,,
0.017171313986182213,739,3,,,,,,
0.015571978874504566,749,3,,,,,,
0.0006909469957463443,759,3,,,,,,
,759,3,0.7043190002441406,0.673130214214325,0.1326543539762497,0.9327231645584106,0.7207894325256348,
0.012344654649496078,769,4,,,,,,
0.01038326881825924,779,4,,,,,,
0.0167255699634552,789,4,,,,,,
0.006948246620595455,799,4,,,,,,
0.0037041902542114258,809,4,,,,,,
0.006932120304554701,819,4,,,,,,
0.0038358380552381277,829,4,,,,,,
0.01681225374341011,839,4,,,,,,
0.004831720609217882,849,4,,,,,,
0.008034572005271912,859,4,,,,,,
0.007665717042982578,869,4,,,,,,
0.0018631190760061145,879,4,,,,,,
0.0038254184182733297,889,4,,,,,,
0.005956959445029497,899,4,,,,,,
0.003908438142389059,909,4,,,,,,
0.010246810503304005,919,4,,,,,,
0.0037897955626249313,929,4,,,,,,
0.003072212217375636,939,4,,,,,,
5.361437797546387e-05,949,4,,,,,,
,949,4,0.6887580156326294,0.6565096974372864,0.1455773115158081,0.9289856553077698,0.7087039947509766,
,950,5,,,,,,0.1455773115158081
