train_loss,step,epoch,val_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,val_qa_em,test_avg_qa_bert_score,test_avg_qa_em,test_loss,test_avg_qa_sas,test_avg_qa_answer_f1
2.6452786922454834,9,0,,,,,,,,,,
3.4187982082366943,19,0,,,,,,,,,,
2.672092914581299,29,0,,,,,,,,,,
1.701165795326233,39,0,,,,,,,,,,
3.1851954460144043,49,0,,,,,,,,,,
2.5888187885284424,59,0,,,,,,,,,,
2.5592758655548096,69,0,,,,,,,,,,
1.7760971784591675,79,0,,,,,,,,,,
1.6707546710968018,89,0,,,,,,,,,,
2.2248387336730957,99,0,,,,,,,,,,
,101,0,1.744189739227295,0.7573631405830383,0.22696803510189056,0.315155029296875,0.11038961261510849,,,,,
1.9756495952606201,109,1,,,,,,,,,,
1.671615481376648,119,1,,,,,,,,,,
1.5818852186203003,129,1,,,,,,,,,,
1.615859031677246,139,1,,,,,,,,,,
2.1894047260284424,149,1,,,,,,,,,,
2.594149112701416,159,1,,,,,,,,,,
1.7533133029937744,169,1,,,,,,,,,,
2.1625113487243652,179,1,,,,,,,,,,
1.2794644832611084,189,1,,,,,,,,,,
2.638399124145508,199,1,,,,,,,,,,
,203,1,1.6196918487548828,0.7884666323661804,0.30516257882118225,0.3857232332229614,0.16450215876102448,,,,,
2.4096221923828125,209,2,,,,,,,,,,
2.3248870372772217,219,2,,,,,,,,,,
1.4093538522720337,229,2,,,,,,,,,,
1.3413465023040771,239,2,,,,,,,,,,
2.304943323135376,249,2,,,,,,,,,,
2.2660515308380127,259,2,,,,,,,,,,
1.3935943841934204,269,2,,,,,,,,,,
1.9109175205230713,279,2,,,,,,,,,,
2.221463918685913,289,2,,,,,,,,,,
1.4555484056472778,299,2,,,,,,,,,,
,305,2,1.5651346445083618,0.8044064044952393,0.352626770734787,0.4224116802215576,0.20779220759868622,,,,,
1.4197107553482056,309,3,,,,,,,,,,
1.8352439403533936,319,3,,,,,,,,,,
0.866944432258606,329,3,,,,,,,,,,
0.9611955881118774,339,3,,,,,,,,,,
2.136115074157715,349,3,,,,,,,,,,
1.460304856300354,359,3,,,,,,,,,,
1.6015665531158447,369,3,,,,,,,,,,
2.0196969509124756,379,3,,,,,,,,,,
1.1490658521652222,389,3,,,,,,,,,,
1.8945988416671753,399,3,,,,,,,,,,
,407,3,1.4987409114837646,0.8110371232032776,0.3689815104007721,0.4404318034648895,0.21212121844291687,,,,,
1.736071228981018,409,4,,,,,,,,,,
1.858557939529419,419,4,,,,,,,,,,
1.8201682567596436,429,4,,,,,,,,,,
1.6835134029388428,439,4,,,,,,,,,,
1.2606499195098877,449,4,,,,,,,,,,
2.233654022216797,459,4,,,,,,,,,,
1.3543767929077148,469,4,,,,,,,,,,
1.6439329385757446,479,4,,,,,,,,,,
1.7802410125732422,489,4,,,,,,,,,,
1.9742038249969482,499,4,,,,,,,,,,
1.2561272382736206,509,4,,,,,,,,,,
,509,4,1.4624768495559692,0.8126848340034485,0.37338799238204956,0.45128554105758667,0.20779220759868622,,,,,
,510,5,,,,,,0.8126848340034485,0.20779220759868622,1.4624768495559692,0.45128554105758667,0.37338799238204956
