step,train_loss,epoch,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas,val_loss,test_loss
9,4.737432479858398,0,,,,,,
19,3.497037410736084,0,,,,,,
29,3.090963363647461,0,,,,,,
39,2.1794309616088867,0,,,,,,
49,1.559037446975708,0,,,,,,
59,1.0613248348236084,0,,,,,,
69,0.7635179758071899,0,,,,,,
79,0.6496639251708984,0,,,,,,
89,0.3509146273136139,0,,,,,,
99,0.39346110820770264,0,,,,,,
99,,0,0.3944969177246094,0.7947331070899963,0.25609755516052246,0.43252718448638916,0.32884421944618225,
109,0.19474777579307556,1,,,,,,
119,0.24905046820640564,1,,,,,,
129,0.23912005126476288,1,,,,,,
139,0.14598798751831055,1,,,,,,
149,0.17747244238853455,1,,,,,,
159,0.15796610713005066,1,,,,,,
169,0.14937452971935272,1,,,,,,
179,0.12385354936122894,1,,,,,,
189,0.11825301498174667,1,,,,,,
199,0.12293634563684464,1,,,,,,
199,,1,0.4083298146724701,0.7967599630355835,0.27642276883125305,0.44554048776626587,0.22489334642887115,
209,0.07643385976552963,2,,,,,,
219,0.16163359582424164,2,,,,,,
229,0.09628680348396301,2,,,,,,
239,0.05234533175826073,2,,,,,,
249,0.055592797696590424,2,,,,,,
259,0.0590827651321888,2,,,,,,
269,0.059804920107126236,2,,,,,,
279,0.05366882309317589,2,,,,,,
289,0.05320803448557854,2,,,,,,
299,0.04255146160721779,2,,,,,,
299,,2,0.40372273325920105,0.7963824272155762,0.2723577320575714,0.43841832876205444,0.1694483608007431,
309,0.030996665358543396,3,,,,,,
319,0.0921778529882431,3,,,,,,
329,0.029457004740834236,3,,,,,,
339,0.015187449753284454,3,,,,,,
349,0.0179262924939394,3,,,,,,
359,0.02448294311761856,3,,,,,,
369,0.012149220332503319,3,,,,,,
379,0.015048135071992874,3,,,,,,
389,0.016424858942627907,3,,,,,,
399,0.01412985473871231,3,,,,,,
399,,3,0.41605710983276367,0.8018696308135986,0.2804878056049347,0.4537883996963501,0.19751273095607758,
409,0.0046056099236011505,4,,,,,,
419,0.021159136667847633,4,,,,,,
429,0.011043030768632889,4,,,,,,
439,0.0036409609019756317,4,,,,,,
449,0.004474275279790163,4,,,,,,
459,0.006918620318174362,4,,,,,,
469,0.003906549885869026,4,,,,,,
479,0.0035823199432343245,4,,,,,,
489,0.005613267887383699,4,,,,,,
499,0.01656903699040413,4,,,,,,
499,,4,0.41876712441444397,0.8024563193321228,0.2804878056049347,0.45504575967788696,0.3772268295288086,
500,,5,,,,,,0.3772268295288086
