epoch,step,train_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,val_qa_em,val_loss,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_loss,test_avg_qa_sas,test_avg_qa_em
0,9,0.4976753294467926,,,,,,,,,,
0,19,0.330617755651474,,,,,,,,,,
0,29,0.22642208635807037,,,,,,,,,,
0,39,0.15903407335281372,,,,,,,,,,
0,49,0.09110216796398163,,,,,,,,,,
0,59,0.2869100272655487,,,,,,,,,,
0,69,0.1711181253194809,,,,,,,,,,
0,79,0.2572910189628601,,,,,,,,,,
0,89,0.0786106288433075,,,,,,,,,,
0,99,0.1858040988445282,,,,,,,,,,
0,109,0.28628748655319214,,,,,,,,,,
0,119,0.07687311619520187,,,,,,,,,,
0,120,,0.9341759085655212,0.7140817046165466,0.7265756130218506,0.6794055104255676,0.06365161389112473,,,,,
1,129,0.14576514065265656,,,,,,,,,,
1,139,0.11665073782205582,,,,,,,,,,
1,149,0.07331321388483047,,,,,,,,,,
1,159,0.10802637040615082,,,,,,,,,,
1,169,0.07184266299009323,,,,,,,,,,
1,179,0.09460591524839401,,,,,,,,,,
1,189,0.11300205439329147,,,,,,,,,,
1,199,0.0805882140994072,,,,,,,,,,
1,209,0.30129367113113403,,,,,,,,,,
1,219,0.06274448335170746,,,,,,,,,,
1,229,0.06991451233625412,,,,,,,,,,
1,239,0.08794061839580536,,,,,,,,,,
1,241,,0.9407098293304443,0.7392473220825195,0.7512389421463013,0.7112526297569275,0.05592000484466553,,,,,
2,249,0.25134485960006714,,,,,,,,,,
2,259,0.07450736314058304,,,,,,,,,,
2,269,0.08711183071136475,,,,,,,,,,
2,279,0.04226163774728775,,,,,,,,,,
2,289,0.08901526778936386,,,,,,,,,,
2,299,0.05012710392475128,,,,,,,,,,
2,309,0.03317318111658096,,,,,,,,,,
2,319,0.2795851230621338,,,,,,,,,,
2,329,0.1641712486743927,,,,,,,,,,
2,339,0.057242315262556076,,,,,,,,,,
2,349,0.32662779092788696,,,,,,,,,,
2,359,0.05916872248053551,,,,,,,,,,
2,362,,0.9433689713478088,0.7496561408042908,0.7604994177818298,0.7239915132522583,0.05142131447792053,,,,,
3,369,0.08971554785966873,,,,,,,,,,
3,379,0.12166344374418259,,,,,,,,,,
3,389,0.0585392564535141,,,,,,,,,,
3,399,0.05209753289818764,,,,,,,,,,
3,409,0.03294450044631958,,,,,,,,,,
3,419,0.06310771405696869,,,,,,,,,,
3,429,0.04253307729959488,,,,,,,,,,
3,439,0.4329777657985687,,,,,,,,,,
3,449,0.1458008736371994,,,,,,,,,,
3,459,0.0630045235157013,,,,,,,,,,
3,469,0.06661088019609451,,,,,,,,,,
3,479,0.043227385729551315,,,,,,,,,,
3,483,,0.944674551486969,0.7540647983551025,0.7644795775413513,0.7282378077507019,0.04859543964266777,,,,,
4,489,0.07066189497709274,,,,,,,,,,
4,499,0.18672999739646912,,,,,,,,,,
4,509,0.04637979716062546,,,,,,,,,,
4,519,0.060124948620796204,,,,,,,,,,
4,529,0.2898438572883606,,,,,,,,,,
4,539,0.032298535108566284,,,,,,,,,,
4,549,0.035475488752126694,,,,,,,,,,
4,559,0.04503302648663521,,,,,,,,,,
4,569,0.38824740052223206,,,,,,,,,,
4,579,0.14753085374832153,,,,,,,,,,
4,589,0.07044778764247894,,,,,,,,,,
4,599,0.16773000359535217,,,,,,,,,,
4,604,,0.9454261064529419,0.7574687600135803,0.7675337195396423,0.7324841022491455,0.04520484060049057,,,,,
5,605,,,,,,,0.7574687600135803,0.9454261064529419,0.04520484060049057,0.7675337195396423,0.7324841022491455
