epoch,train_loss,step,val_qa_answer_f1,val_qa_em,val_loss,val_qa_sas,val_qa_bert_score,test_loss
0,0.641004204750061,9,,,,,,
0,0.1769898235797882,19,,,,,,
0,0.32438957691192627,29,,,,,,
0,0.4022093117237091,39,,,,,,
0,0.27443698048591614,49,,,,,,
0,0.20849665999412537,59,,,,,,
0,0.3217504918575287,69,,,,,,
0,0.2060217261314392,79,,,,,,
0,0.17801295220851898,89,,,,,,
0,0.2369457483291626,99,,,,,,
0,0.1692768633365631,109,,,,,,
0,0.17210693657398224,119,,,,,,
0,0.4304817318916321,129,,,,,,
0,0.18674640357494354,139,,,,,,
0,0.15230520069599152,149,,,,,,
0,0.15757569670677185,159,,,,,,
0,0.22542960941791534,169,,,,,,
0,0.19389580190181732,179,,,,,,
0,0.1819838285446167,189,,,,,,
0,0.22738058865070343,199,,,,,,
0,0.2508809566497803,209,,,,,,
0,0.21386633813381195,219,,,,,,
0,0.13762806355953217,229,,,,,,
0,0.20406243205070496,239,,,,,,
0,0.21397428214550018,249,,,,,,
0,0.15476612746715546,259,,,,,,
0,0.20660988986492157,269,,,,,,
0,0.25024351477622986,279,,,,,,
0,0.22769470512866974,289,,,,,,
0,0.13104330003261566,299,,,,,,
0,0.25027188658714294,309,,,,,,
0,0.15173904597759247,319,,,,,,
0,0.18215854465961456,329,,,,,,
0,0.1066201701760292,339,,,,,,
0,0.20380017161369324,349,,,,,,
0,,351,0.2693483233451843,0.2101227045059204,0.1464270055294037,0.3068479001522064,0.7857667803764343,
1,0.19083935022354126,359,,,,,,
1,0.18820618093013763,369,,,,,,
1,0.09138523042201996,379,,,,,,
1,0.18202216923236847,389,,,,,,
1,0.09650401771068573,399,,,,,,
1,0.18895690143108368,409,,,,,,
1,0.10083996504545212,419,,,,,,
1,0.11511991173028946,429,,,,,,
1,0.10656443983316422,439,,,,,,
1,0.21785177290439606,449,,,,,,
1,0.25015753507614136,459,,,,,,
1,0.15889380872249603,469,,,,,,
1,0.11482623964548111,479,,,,,,
1,0.13789595663547516,489,,,,,,
1,0.14697925746440887,499,,,,,,
1,0.14556659758090973,509,,,,,,
1,0.1676899641752243,519,,,,,,
1,0.0870608538389206,529,,,,,,
1,0.22981442511081696,539,,,,,,
1,0.1584888994693756,549,,,,,,
1,0.15070044994354248,559,,,,,,
1,0.15005676448345184,569,,,,,,
1,0.11799278110265732,579,,,,,,
1,0.17098914086818695,589,,,,,,
1,0.22732287645339966,599,,,,,,
1,0.17069557309150696,609,,,,,,
1,0.17966359853744507,619,,,,,,
1,0.12252933531999588,629,,,,,,
1,0.19024449586868286,639,,,,,,
1,0.1424960196018219,649,,,,,,
1,0.16886594891548157,659,,,,,,
1,0.2576305866241455,669,,,,,,
1,0.14441828429698944,679,,,,,,
1,0.17915938794612885,689,,,,,,
1,0.13369643688201904,699,,,,,,
1,,703,0.2767440378665924,0.21779140830039978,0.11513081192970276,0.3262273967266083,0.7882527112960815,
2,0.11727961897850037,709,,,,,,
2,0.08261042088270187,719,,,,,,
2,0.1430678516626358,729,,,,,,
2,0.09321925789117813,739,,,,,,
2,0.11746194213628769,749,,,,,,
2,0.09576364606618881,759,,,,,,
2,0.1328991949558258,769,,,,,,
2,0.17458191514015198,779,,,,,,
2,0.23136459290981293,789,,,,,,
2,0.1322714388370514,799,,,,,,
2,0.12737488746643066,809,,,,,,
2,0.0793723538517952,819,,,,,,
