step,epoch,train_loss,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_em,test_avg_qa_em,test_avg_qa_sas,test_loss,test_avg_qa_bert_score,test_avg_qa_answer_f1
9,0,3.147785186767578,,,,,,,,,,
19,0,2.760849714279175,,,,,,,,,,
29,0,2.6728639602661133,,,,,,,,,,
39,0,2.205320358276367,,,,,,,,,,
49,0,1.7855278253555298,,,,,,,,,,
51,0,,0.7345635294914246,0.2120259553194046,0.19748207926750183,2.3968563079833984,0.08849557489156723,,,,,
59,1,2.6183438301086426,,,,,,,,,,
69,1,2.5846920013427734,,,,,,,,,,
79,1,2.381650924682617,,,,,,,,,,
89,1,2.3989384174346924,,,,,,,,,,
99,1,1.646380066871643,,,,,,,,,,
103,1,,0.7742751836776733,0.316895455121994,0.2828978896141052,2.142563581466675,0.14601770043373108,,,,,
109,2,2.272162675857544,,,,,,,,,,
119,2,1.4452567100524902,,,,,,,,,,
129,2,1.7556912899017334,,,,,,,,,,
139,2,2.078230142593384,,,,,,,,,,
149,2,1.510769248008728,,,,,,,,,,
155,2,,0.7858408093452454,0.3459208309650421,0.3149389326572418,2.045179843902588,0.18584071099758148,,,,,
159,3,1.8578304052352905,,,,,,,,,,
169,3,1.6364235877990723,,,,,,,,,,
179,3,1.2428889274597168,,,,,,,,,,
189,3,1.0169436931610107,,,,,,,,,,
199,3,1.3257744312286377,,,,,,,,,,
207,3,,0.7936054468154907,0.3713603615760803,0.34022337198257446,1.943253755569458,0.19911503791809082,,,,,
209,4,1.5908805131912231,,,,,,,,,,
219,4,1.2076234817504883,,,,,,,,,,
229,4,1.9099584817886353,,,,,,,,,,
239,4,1.6008212566375732,,,,,,,,,,
249,4,0.7709932923316956,,,,,,,,,,
259,4,2.94795823097229,,,,,,,,,,
259,4,,0.799552857875824,0.38857394456863403,0.35526761412620544,1.9071520566940308,0.21681416034698486,,,,,
260,5,,,,,,,0.21681416034698486,0.38857394456863403,1.9071520566940308,0.799552857875824,0.35526761412620544
