epoch,step,train_loss,val_loss,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_qa_sas,test_loss,test_avg_qa_answer_f1,test_avg_qa_em,test_avg_qa_bert_score,test_avg_qa_sas
0,9,0.5839914083480835,,,,,,,,,,
0,19,0.36942607164382935,,,,,,,,,,
0,29,0.6564081311225891,,,,,,,,,,
0,39,0.3876468539237976,,,,,,,,,,
0,49,0.445451021194458,,,,,,,,,,
0,59,0.3800811469554901,,,,,,,,,,
0,69,0.7115515470504761,,,,,,,,,,
0,79,0.40176308155059814,,,,,,,,,,
0,89,0.3743874728679657,,,,,,,,,,
0,99,0.23654024302959442,,,,,,,,,,
0,109,0.4208140969276428,,,,,,,,,,
0,119,0.16924546658992767,,,,,,,,,,
0,129,0.19275978207588196,,,,,,,,,,
0,139,0.2021178901195526,,,,,,,,,,
0,149,0.22624555230140686,,,,,,,,,,
0,159,0.3152260184288025,,,,,,,,,,
0,169,0.27151623368263245,,,,,,,,,,
0,179,0.244122713804245,,,,,,,,,,
0,181,,0.19662272930145264,0.37032607197761536,0.30136987566947937,0.8378680944442749,0.40640467405319214,,,,,
1,189,0.15183225274085999,,,,,,,,,,
1,199,0.1824110597372055,,,,,,,,,,
1,209,0.42381349205970764,,,,,,,,,,
1,219,0.24925677478313446,,,,,,,,,,
1,229,0.328173965215683,,,,,,,,,,
1,239,0.2033395916223526,,,,,,,,,,
1,249,0.3608756363391876,,,,,,,,,,
1,259,0.30917230248451233,,,,,,,,,,
1,269,0.3656453788280487,,,,,,,,,,
1,279,0.29030129313468933,,,,,,,,,,
1,289,0.19952696561813354,,,,,,,,,,
1,299,0.2064853310585022,,,,,,,,,,
1,309,0.24036051332950592,,,,,,,,,,
1,319,0.21843019127845764,,,,,,,,,,
1,329,0.15655755996704102,,,,,,,,,,
1,339,0.24745482206344604,,,,,,,,,,
1,349,0.5910970568656921,,,,,,,,,,
1,359,0.5093474984169006,,,,,,,,,,
1,363,,0.16806653141975403,0.4364077150821686,0.3726027309894562,0.8546253442764282,0.46790289878845215,,,,,
2,369,0.18895554542541504,,,,,,,,,,
2,379,0.13350556790828705,,,,,,,,,,
2,389,0.1833067238330841,,,,,,,,,,
2,399,0.28585168719291687,,,,,,,,,,
2,409,0.24632549285888672,,,,,,,,,,
2,419,0.28335151076316833,,,,,,,,,,
2,429,0.208435520529747,,,,,,,,,,
2,439,0.18898560106754303,,,,,,,,,,
2,449,0.2627904713153839,,,,,,,,,,
2,459,0.17552517354488373,,,,,,,,,,
2,469,0.16441750526428223,,,,,,,,,,
2,479,0.21335339546203613,,,,,,,,,,
2,489,0.2782275378704071,,,,,,,,,,
2,499,0.18038156628608704,,,,,,,,,,
2,509,0.13010090589523315,,,,,,,,,,
2,519,0.192508727312088,,,,,,,,,,
2,529,0.2102782279253006,,,,,,,,,,
2,539,0.17913572490215302,,,,,,,,,,
2,545,,0.15687376260757446,0.47253885865211487,0.4123287796974182,0.861219048500061,0.4963685870170593,,,,,
3,549,0.255772203207016,,,,,,,,,,
3,559,0.22591786086559296,,,,,,,,,,
3,569,0.19353002309799194,,,,,,,,,,
3,579,0.18063236773014069,,,,,,,,,,
3,589,0.1365046203136444,,,,,,,,,,
3,599,0.44669291377067566,,,,,,,,,,
3,609,0.13269419968128204,,,,,,,,,,
3,619,0.08383379876613617,,,,,,,,,,
3,629,0.16282571852207184,,,,,,,,,,
3,639,0.15751798450946808,,,,,,,,,,
3,649,0.1691691279411316,,,,,,,,,,
3,659,0.15779173374176025,,,,,,,,,,
3,669,0.14296479523181915,,,,,,,,,,
3,679,0.13394571840763092,,,,,,,,,,
3,689,0.4003966152667999,,,,,,,,,,
3,699,0.20149923861026764,,,,,,,,,,
3,709,0.09848596900701523,,,,,,,,,,
3,719,0.15176329016685486,,,,,,,,,,
3,727,,0.15053199231624603,0.4966025948524475,0.43150684237480164,0.8716704249382019,0.5166687965393066,,,,,
4,729,0.19799944758415222,,,,,,,,,,
4,739,0.11324713379144669,,,,,,,,,,
4,749,0.17574912309646606,,,,,,,,,,
4,759,0.13014329969882965,,,,,,,,,,
4,769,0.15900099277496338,,,,,,,,,,
4,779,0.18053577840328217,,,,,,,,,,
4,789,0.1871679574251175,,,,,,,,,,
4,799,0.1934943050146103,,,,,,,,,,
4,809,0.10086985677480698,,,,,,,,,,
4,819,0.1473405808210373,,,,,,,,,,
4,829,0.11811532825231552,,,,,,,,,,
4,839,0.13141973316669464,,,,,,,,,,
4,849,0.1352136880159378,,,,,,,,,,
4,859,0.1569315493106842,,,,,,,,,,
4,869,0.11958916485309601,,,,,,,,,,
4,879,0.11746565997600555,,,,,,,,,,
4,889,0.13765504956245422,,,,,,,,,,
4,899,0.2893540561199188,,,,,,,,,,
4,909,0.3358656167984009,,,,,,,,,,
4,909,,0.14229203760623932,0.5251216292381287,0.4671232998371124,0.8808134198188782,0.5376917719841003,,,,,
5,910,,,,,,,0.14229203760623932,0.5251216292381287,0.4671232998371124,0.8808134198188782,0.5376917719841003
