epoch,step,train_loss,val_qa_em,val_qa_answer_f1,val_qa_sas,val_loss,val_qa_bert_score,test_loss
0,9,4.914854526519775,,,,,,
0,19,3.656656503677368,,,,,,
0,29,2.7999775409698486,,,,,,
0,39,2.153529167175293,,,,,,
0,49,1.6834144592285156,,,,,,
0,59,1.1919684410095215,,,,,,
0,69,0.7500246167182922,,,,,,
0,79,0.4834184944629669,,,,,,
0,89,0.34999728202819824,,,,,,
0,99,0.2390265017747879,,,,,,
0,109,0.16733558475971222,,,,,,
0,119,0.15722280740737915,,,,,,
0,120,,0.03861003741621971,0.1611190289258957,0.1959732323884964,0.07814362645149231,0.7225379943847656,
1,129,0.21244318783283234,,,,,,
1,139,0.13723863661289215,,,,,,
1,149,0.11440090835094452,,,,,,
1,159,0.14840182662010193,,,,,,
1,169,0.14132998883724213,,,,,,
1,179,0.09797167032957077,,,,,,
1,189,0.06772159785032272,,,,,,
1,199,0.07934235781431198,,,,,,
1,209,0.09298750013113022,,,,,,
1,219,0.0663546621799469,,,,,,
1,229,0.06027818098664284,,,,,,
1,239,0.15983499586582184,,,,,,
1,241,,0.03474903479218483,0.1565871238708496,0.19350552558898926,0.057068634778261185,0.7224040031433105,
2,249,0.05930414795875549,,,,,,
2,259,0.07775058597326279,,,,,,
2,269,0.023298349231481552,,,,,,
2,279,0.058641526848077774,,,,,,
2,289,0.039599668234586716,,,,,,
2,299,0.04080705717206001,,,,,,
2,309,0.05157504230737686,,,,,,
2,319,0.02379019185900688,,,,,,
2,329,0.025600962340831757,,,,,,
2,339,0.04928883910179138,,,,,,
2,349,0.02092430181801319,,,,,,
2,359,0.05510132014751434,,,,,,
2,362,,0.027027027681469917,0.1562153697013855,0.1915467530488968,0.0549452006816864,0.7215670943260193,
3,369,0.03714113309979439,,,,,,
3,379,0.0452452227473259,,,,,,
3,389,0.008237912319600582,,,,,,
3,399,0.017401810735464096,,,,,,
3,409,0.023277493193745613,,,,,,
3,419,0.02796153351664543,,,,,,
3,429,0.015409935265779495,,,,,,
3,439,0.012531940825283527,,,,,,
3,449,0.004720378201454878,,,,,,
3,459,0.008780836127698421,,,,,,
3,469,0.00815102644264698,,,,,,
3,479,0.01572956144809723,,,,,,
3,483,,0.023166023194789886,0.158619686961174,0.19205342233181,0.05048733204603195,0.7233647108078003,
4,489,0.015061556361615658,,,,,,
4,499,0.023414889350533485,,,,,,
4,509,0.003437430365011096,,,,,,
4,519,0.005001119803637266,,,,,,
4,529,0.04511741176247597,,,,,,
4,539,0.006496945396065712,,,,,,
4,549,0.0036525565665215254,,,,,,
4,559,0.003430793061852455,,,,,,
4,569,0.002756929723545909,,,,,,
4,579,0.006788461934775114,,,,,,
4,589,0.003330393461510539,,,,,,
4,599,0.004097143653780222,,,,,,
4,604,,0.023166023194789886,0.1590234488248825,0.19510997831821442,0.0505487322807312,0.7244641184806824,
5,605,,,,,,,0.0505487322807312
