step,epoch,train_loss,val_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_em,val_qa_sas,test_loss
9,0,0.31852054595947266,,,,,,
19,0,0.38186243176460266,,,,,,
29,0,0.3663138449192047,,,,,,
39,0,0.26322075724601746,,,,,,
49,0,0.38283517956733704,,,,,,
59,0,0.3759084939956665,,,,,,
69,0,0.21734336018562317,,,,,,
79,0,0.28406259417533875,,,,,,
89,0,0.4220532476902008,,,,,,
99,0,0.2300504595041275,,,,,,
109,0,0.20719680190086365,,,,,,
119,0,0.167388454079628,,,,,,
129,0,0.2279607355594635,,,,,,
139,0,0.16514961421489716,,,,,,
149,0,0.3101294934749603,,,,,,
159,0,0.1242993026971817,,,,,,
169,0,0.18293879926204681,,,,,,
179,0,0.24616464972496033,,,,,,
189,0,0.2552550137042999,,,,,,
199,0,0.4993850588798523,,,,,,
204,0,,0.1272103637456894,0.8515197038650513,0.5043999552726746,0.2630385458469391,0.5718735456466675,
209,1,0.31411296129226685,,,,,,
219,1,0.2380181849002838,,,,,,
229,1,0.424211710691452,,,,,,
239,1,0.08882768452167511,,,,,,
249,1,0.2493581771850586,,,,,,
259,1,0.22426840662956238,,,,,,
269,1,0.19283905625343323,,,,,,
279,1,1.344096302986145,,,,,,
289,1,0.15418758988380432,,,,,,
299,1,0.47438332438468933,,,,,,
309,1,0.17639979720115662,,,,,,
319,1,0.3548378646373749,,,,,,
329,1,0.20344093441963196,,,,,,
339,1,0.1800742894411087,,,,,,
349,1,0.144603431224823,,,,,,
359,1,0.2586614787578583,,,,,,
369,1,0.2304552048444748,,,,,,
379,1,0.16430194675922394,,,,,,
389,1,0.22464127838611603,,,,,,
399,1,0.21653862297534943,,,,,,
409,1,0.2331181764602661,,,,,,
409,1,,0.12477786093950272,0.858693540096283,0.5286257863044739,0.30158731341362,0.5885122418403625,
419,2,0.13958710432052612,,,,,,
429,2,0.19454219937324524,,,,,,
439,2,0.2580499053001404,,,,,,
449,2,0.10076799243688583,,,,,,
459,2,0.18182101845741272,,,,,,
469,2,0.06475790590047836,,,,,,
479,2,0.971766471862793,,,,,,
489,2,0.11289309710264206,,,,,,
499,2,0.07968166470527649,,,,,,
509,2,0.14523963630199432,,,,,,
519,2,0.12331658601760864,,,,,,
529,2,0.08681107312440872,,,,,,
539,2,0.10055428743362427,,,,,,
549,2,0.2174726277589798,,,,,,
559,2,0.13861827552318573,,,,,,
569,2,0.2223813831806183,,,,,,
579,2,0.2389795035123825,,,,,,
589,2,0.14668545126914978,,,,,,
599,2,0.24808979034423828,,,,,,
609,2,0.10893237590789795,,,,,,
614,2,,0.11836075037717819,0.8596353530883789,0.5297513008117676,0.30612245202064514,0.5884484052658081,
619,3,0.19658374786376953,,,,,,
629,3,0.12029455602169037,,,,,,
639,3,0.4002165198326111,,,,,,
649,3,0.06387048959732056,,,,,,
659,3,0.20397253334522247,,,,,,
669,3,0.13545183837413788,,,,,,
679,3,0.10417196154594421,,,,,,
689,3,1.0176949501037598,,,,,,
699,3,0.08762131631374359,,,,,,
709,3,0.30303964018821716,,,,,,
719,3,0.15743771195411682,,,,,,
729,3,0.2396518737077713,,,,,,
739,3,0.13547202944755554,,,,,,
749,3,0.17760196328163147,,,,,,
759,3,0.15231674909591675,,,,,,
769,3,0.19112810492515564,,,,,,
779,3,0.21031399071216583,,,,,,
789,3,0.1356828808784485,,,,,,
799,3,0.16410194337368011,,,,,,
809,3,0.17410384118556976,,,,,,
819,3,0.19473859667778015,,,,,,
819,3,,0.11527880281209946,0.868403971195221,0.5542697906494141,0.34467118978500366,0.6120896339416504,
829,4,0.0798308327794075,,,,,,
839,4,0.12636974453926086,,,,,,
849,4,0.20596157014369965,,,,,,
859,4,0.07026350498199463,,,,,,
869,4,0.18680334091186523,,,,,,
879,4,0.036330100148916245,,,,,,
889,4,0.8571130633354187,,,,,,
899,4,0.05474090203642845,,,,,,
909,4,0.07350900024175644,,,,,,
919,4,0.09677235037088394,,,,,,
929,4,0.09199599921703339,,,,,,
939,4,0.09817901998758316,,,,,,
949,4,0.049236610531806946,,,,,,
959,4,0.1117725595831871,,,,,,
969,4,0.131545752286911,,,,,,
979,4,0.19732530415058136,,,,,,
989,4,0.11673525720834732,,,,,,
999,4,0.13191837072372437,,,,,,
1009,4,0.20645982027053833,,,,,,
1019,4,0.09929303079843521,,,,,,
1024,4,,0.11873923987150192,0.8708407878875732,0.5601944327354431,0.3650793731212616,0.6206309199333191,
1025,5,,,,,,,0.11873923987150192
