step,train_loss,epoch,val_qa_bert_score,val_qa_em,val_qa_sas,val_qa_answer_f1,val_loss,test_loss
9,0.8573950529098511,0,,,,,,
19,0.6744793653488159,0,,,,,,
29,0.881274938583374,0,,,,,,
39,0.4456629157066345,0,,,,,,
49,0.39703449606895447,0,,,,,,
59,0.3362598121166229,0,,,,,,
69,0.45188793540000916,0,,,,,,
79,0.7482486367225647,0,,,,,,
89,0.6180161833763123,0,,,,,,
99,0.2919481694698334,0,,,,,,
109,0.4309495985507965,0,,,,,,
119,0.7590804100036621,0,,,,,,
129,0.10382956266403198,0,,,,,,
139,0.3891288936138153,0,,,,,,
149,0.25804057717323303,0,,,,,,
159,0.6087709665298462,0,,,,,,
169,0.3588036596775055,0,,,,,,
179,0.3645957410335541,0,,,,,,
189,0.5139928460121155,0,,,,,,
199,0.13965125381946564,0,,,,,,
209,0.12753601372241974,0,,,,,,
219,0.19040435552597046,0,,,,,,
229,0.13934341073036194,0,,,,,,
239,0.4145848751068115,0,,,,,,
249,0.22261370718479156,0,,,,,,
259,0.9125145673751831,0,,,,,,
269,0.17249484360218048,0,,,,,,
279,0.13817313313484192,0,,,,,,
289,0.22996832430362701,0,,,,,,
299,0.19947928190231323,0,,,,,,
309,0.2876180112361908,0,,,,,,
319,0.19007226824760437,0,,,,,,
329,0.12873677909374237,0,,,,,,
339,0.5109867453575134,0,,,,,,
349,0.15556621551513672,0,,,,,,
352,,0,0.889710009098053,0.4784688949584961,0.6424488425254822,0.6099098324775696,0.07972332090139389,
359,0.259096622467041,1,,,,,,
369,0.11626559495925903,1,,,,,,
379,0.21226811408996582,1,,,,,,
389,0.13996580243110657,1,,,,,,
399,0.21410483121871948,1,,,,,,
409,0.4348795413970947,1,,,,,,
419,0.10538612306118011,1,,,,,,
429,0.19422873854637146,1,,,,,,
439,0.11355029791593552,1,,,,,,
449,0.07386235892772675,1,,,,,,
459,0.29730942845344543,1,,,,,,
469,0.42853036522865295,1,,,,,,
479,0.3340855836868286,1,,,,,,
489,0.0860799103975296,1,,,,,,
499,0.33039864897727966,1,,,,,,
509,0.07850663363933563,1,,,,,,
519,0.11874952167272568,1,,,,,,
529,0.16368673741817474,1,,,,,,
539,0.1732751876115799,1,,,,,,
549,0.1866142600774765,1,,,,,,
559,0.11921928077936172,1,,,,,,
569,0.4395199716091156,1,,,,,,
579,0.15855972468852997,1,,,,,,
589,0.48572057485580444,1,,,,,,
599,0.869333803653717,1,,,,,,
609,0.05574394762516022,1,,,,,,
619,0.10061662644147873,1,,,,,,
629,0.1032937690615654,1,,,,,,
639,0.13176581263542175,1,,,,,,
649,0.08985265344381332,1,,,,,,
659,0.09092546999454498,1,,,,,,
669,0.059000447392463684,1,,,,,,
679,0.3113318979740143,1,,,,,,
689,0.10532660782337189,1,,,,,,
