step,train_loss,epoch,val_qa_em,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,val_loss,test_loss
9,0.652822732925415,0,,,,,,
19,0.6032004952430725,0,,,,,,
29,0.20973552763462067,0,,,,,,
39,0.3444197177886963,0,,,,,,
49,0.28976181149482727,0,,,,,,
59,0.43573033809661865,0,,,,,,
69,0.1471468210220337,0,,,,,,
79,0.4786970317363739,0,,,,,,
89,0.4345054030418396,0,,,,,,
99,0.2589969336986542,0,,,,,,
109,0.31643277406692505,0,,,,,,
119,0.10554946959018707,0,,,,,,
129,0.2135956585407257,0,,,,,,
139,0.3433418571949005,0,,,,,,
149,0.2499777227640152,0,,,,,,
159,0.30256879329681396,0,,,,,,
169,0.1325438916683197,0,,,,,,
179,0.22999466955661774,0,,,,,,
189,0.265115886926651,0,,,,,,
199,0.1845570057630539,0,,,,,,
209,0.2320900857448578,0,,,,,,
216,,0,0.3141210377216339,0.8766021728515625,0.5805961489677429,0.6414688229560852,0.15164715051651,
219,0.13163036108016968,1,,,,,,
229,0.3043724298477173,1,,,,,,
239,0.29826000332832336,1,,,,,,
249,0.15349018573760986,1,,,,,,
259,0.3745373785495758,1,,,,,,
269,0.3173741102218628,1,,,,,,
279,0.2955801784992218,1,,,,,,
289,0.5932920575141907,1,,,,,,
299,0.21357843279838562,1,,,,,,
309,0.23824454843997955,1,,,,,,
319,0.2020861804485321,1,,,,,,
329,0.2268516719341278,1,,,,,,
339,0.2227209359407425,1,,,,,,
349,0.28892648220062256,1,,,,,,
359,0.137955904006958,1,,,,,,
369,0.29583483934402466,1,,,,,,
379,0.12457570433616638,1,,,,,,
389,0.32284313440322876,1,,,,,,
399,0.15446260571479797,1,,,,,,
409,0.1304399073123932,1,,,,,,
419,0.26874637603759766,1,,,,,,
429,0.08684837073087692,1,,,,,,
433,,1,0.3775216042995453,0.8902560472488403,0.6215046644210815,0.6664746403694153,0.13703690469264984,
439,0.176087886095047,2,,,,,,
449,0.251274973154068,2,,,,,,
459,0.07264327257871628,2,,,,,,
469,0.13050316274166107,2,,,,,,
479,0.326958566904068,2,,,,,,
489,0.12041335552930832,2,,,,,,
499,0.42926648259162903,2,,,,,,
509,0.16307473182678223,2,,,,,,
519,0.1286018043756485,2,,,,,,
529,0.15561620891094208,2,,,,,,
539,0.14418768882751465,2,,,,,,
549,0.2779403030872345,2,,,,,,
559,0.14483782649040222,2,,,,,,
569,0.10221865773200989,2,,,,,,
579,0.1766560971736908,2,,,,,,
589,0.21413086354732513,2,,,,,,
599,0.07362465560436249,2,,,,,,
609,0.10254412144422531,2,,,,,,
619,0.0752415806055069,2,,,,,,
629,0.2628318965435028,2,,,,,,
639,0.17573702335357666,2,,,,,,
649,0.11395550519227982,2,,,,,,
650,,2,0.39769452810287476,0.8917595148086548,0.6239707469940186,0.6678311824798584,0.12879283726215363,
659,0.2666783332824707,3,,,,,,
669,0.1532585769891739,3,,,,,,
679,0.21115612983703613,3,,,,,,
689,0.2878316342830658,3,,,,,,
699,0.11030396819114685,3,,,,,,
709,0.1403873860836029,3,,,,,,
719,0.09716172516345978,3,,,,,,
729,0.0636623203754425,3,,,,,,
739,0.10362143814563751,3,,,,,,
749,0.09546644240617752,3,,,,,,
759,0.10890862345695496,3,,,,,,
769,0.08216014504432678,3,,,,,,
779,0.16695211827754974,3,,,,,,
789,0.06025061383843422,3,,,,,,
799,0.047210849821567535,3,,,,,,
809,0.06170498952269554,3,,,,,,
819,0.17045405507087708,3,,,,,,
829,0.38526904582977295,3,,,,,,
839,0.05313810333609581,3,,,,,,
849,0.05923487991094589,3,,,,,,
859,0.09908729046583176,3,,,,,,
867,,3,0.4207492768764496,0.895932137966156,0.6364589333534241,0.6780058145523071,0.13688237965106964,
869,0.02525298297405243,4,,,,,,
879,0.05591147765517235,4,,,,,,
889,0.1636004000902176,4,,,,,,
899,0.47892823815345764,4,,,,,,
909,0.18931780755519867,4,,,,,,
919,0.07645359635353088,4,,,,,,
929,0.09954246878623962,4,,,,,,
939,0.05219924822449684,4,,,,,,
949,0.06887916475534439,4,,,,,,
959,0.01725965365767479,4,,,,,,
969,0.05265738442540169,4,,,,,,
979,0.03962673246860504,4,,,,,,
989,0.059615302830934525,4,,,,,,
999,0.2352793663740158,4,,,,,,
1009,0.02252810448408127,4,,,,,,
1019,0.04567287117242813,4,,,,,,
1029,0.02089589275419712,4,,,,,,
1039,0.0728202760219574,4,,,,,,
1049,0.04805469512939453,4,,,,,,
1059,0.023467445746064186,4,,,,,,
1069,0.009560620412230492,4,,,,,,
1079,0.06911596655845642,4,,,,,,
1084,,4,0.42363113164901733,0.8940791487693787,0.6299753189086914,0.6744171977043152,0.1527474820613861,
1085,,5,,,,,,0.1527474820613861
