step,epoch,train_loss,val_loss,val_qa_sas,val_qa_bert_score,val_qa_em,val_qa_answer_f1,test_loss
9,0,0.12070264667272568,,,,,,
19,0,0.06436198949813843,,,,,,
29,0,0.05188889056444168,,,,,,
39,0,0.05438421666622162,,,,,,
49,0,0.05595796927809715,,,,,,
59,0,0.06926344335079193,,,,,,
69,0,0.05185120180249214,,,,,,
79,0,0.05706357583403587,,,,,,
89,0,0.05056643858551979,,,,,,
99,0,0.07131443172693253,,,,,,
109,0,0.04831210896372795,,,,,,
119,0,0.06880075484514236,,,,,,
129,0,0.04594333842396736,,,,,,
139,0,0.05277087539434433,,,,,,
149,0,0.08282514661550522,,,,,,
159,0,0.0745425745844841,,,,,,
169,0,0.04494188353419304,,,,,,
179,0,0.05322127416729927,,,,,,
189,0,0.04039536416530609,,,,,,
199,0,0.04928548261523247,,,,,,
209,0,0.039631616324186325,,,,,,
219,0,0.067001111805439,,,,,,
229,0,0.05679826810956001,,,,,,
239,0,0.0647822767496109,,,,,,
241,0,,0.10307223349809647,0.3704920709133148,0.8377702832221985,0.2186836451292038,0.2933005094528198,
249,1,0.05008675530552864,,,,,,
259,1,0.045309703797101974,,,,,,
269,1,0.05212217569351196,,,,,,
279,1,0.05091117322444916,,,,,,
289,1,0.06143634766340256,,,,,,
299,1,0.03365748003125191,,,,,,
309,1,0.07474467158317566,,,,,,
319,1,0.04624231159687042,,,,,,
329,1,0.07243019342422485,,,,,,
339,1,0.04020947590470314,,,,,,
349,1,0.0613323338329792,,,,,,
359,1,0.040612854063510895,,,,,,
369,1,0.07709989696741104,,,,,,
379,1,0.05677022412419319,,,,,,
389,1,0.05537256971001625,,,,,,
399,1,0.04401740804314613,,,,,,
409,1,0.05648605898022652,,,,,,
419,1,0.05574629455804825,,,,,,
429,1,0.04621944949030876,,,,,,
439,1,0.04004713147878647,,,,,,
449,1,0.04451511800289154,,,,,,
459,1,0.04913405328989029,,,,,,
469,1,0.051380619406700134,,,,,,
479,1,0.06550117582082748,,,,,,
483,1,,0.12039259821176529,0.3783635199069977,0.8419743180274963,0.2292993664741516,0.3056938350200653,
489,2,0.032833173871040344,,,,,,
499,2,0.03776750713586807,,,,,,
509,2,0.04832189157605171,,,,,,
519,2,0.052189894020557404,,,,,,
529,2,0.04930224269628525,,,,,,
539,2,0.03962421417236328,,,,,,
549,2,0.053677190095186234,,,,,,
559,2,0.06772071868181229,,,,,,
569,2,0.049648892134428024,,,,,,
579,2,0.05293135717511177,,,,,,
589,2,0.04621062055230141,,,,,,
599,2,0.04972779378294945,,,,,,
609,2,0.03514154255390167,,,,,,
619,2,0.03558410331606865,,,,,,
629,2,0.0384347140789032,,,,,,
639,2,0.03104390576481819,,,,,,
649,2,0.033174220472574234,,,,,,
659,2,0.0713818296790123,,,,,,
669,2,0.07244732230901718,,,,,,
679,2,0.04777121916413307,,,,,,
689,2,0.061109792441129684,,,,,,
699,2,0.04850359261035919,,,,,,
709,2,0.03644806519150734,,,,,,
719,2,0.058379337191581726,,,,,,
725,2,,0.1238413080573082,0.38294246792793274,0.8443233966827393,0.23991507291793823,0.3157159388065338,
729,3,0.0375494547188282,,,,,,
739,3,0.03844761103391647,,,,,,
749,3,0.036528579890728,,,,,,
759,3,0.036281194537878036,,,,,,
769,3,0.035775069147348404,,,,,,
779,3,0.017153816297650337,,,,,,
789,3,0.041317760944366455,,,,,,
799,3,0.043410737067461014,,,,,,
809,3,0.04225359484553337,,,,,,
819,3,0.039331547915935516,,,,,,
829,3,0.035211231559515,,,,,,
839,3,0.036473874002695084,,,,,,
849,3,0.044722720980644226,,,,,,
859,3,0.024651071056723595,,,,,,
869,3,0.016787897795438766,,,,,,
879,3,0.03684614971280098,,,,,,
889,3,0.030607232823967934,,,,,,
899,3,0.03075946308672428,,,,,,
909,3,0.026270432397723198,,,,,,
919,3,0.030947227030992508,,,,,,
929,3,0.045477237552404404,,,,,,
939,3,0.026822973042726517,,,,,,
949,3,0.025369150564074516,,,,,,
959,3,0.02779117226600647,,,,,,
967,3,,0.15145054459571838,0.3976729214191437,0.8484693169593811,0.2611464858055115,0.3322058618068695,
969,4,0.0175473652780056,,,,,,
979,4,0.01962820626795292,,,,,,
989,4,0.02262323535978794,,,,,,
999,4,0.026309410110116005,,,,,,
1009,4,0.02345449849963188,,,,,,
1019,4,0.020559966564178467,,,,,,
1029,4,0.023389849811792374,,,,,,
1039,4,0.012357263825833797,,,,,,
1049,4,0.01786103844642639,,,,,,
1059,4,0.019194159656763077,,,,,,
1069,4,0.007062775548547506,,,,,,
1079,4,0.025378379970788956,,,,,,
1089,4,0.017979059368371964,,,,,,
1099,4,0.004032120108604431,,,,,,
1109,4,0.006666021421551704,,,,,,
1119,4,0.008563406765460968,,,,,,
1129,4,0.007306236773729324,,,,,,
1139,4,0.006243566051125526,,,,,,
1149,4,0.005967291072010994,,,,,,
1159,4,0.004835186060518026,,,,,,
1169,4,0.0033996172714978456,,,,,,
1179,4,0.0046525574289262295,,,,,,
1189,4,0.004389405250549316,,,,,,
1199,4,0.010532735846936703,,,,,,
1209,4,0.0024081312585622072,,,,,,
1209,4,,0.33926889300346375,0.400223970413208,0.8482720851898193,0.2696390748023987,0.33919769525527954,
1210,5,,,,,,,0.33926889300346375
