train_loss,step,epoch,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_bert_score,val_qa_em,test_loss
0.7426884174346924,9,0,,,,,,
0.389278769493103,19,0,,,,,,
0.23602859675884247,29,0,,,,,,
0.4217514395713806,39,0,,,,,,
0.3818061947822571,49,0,,,,,,
0.6017582416534424,59,0,,,,,,
0.3278266191482544,69,0,,,,,,
0.9252145886421204,79,0,,,,,,
0.5933597683906555,89,0,,,,,,
0.23819249868392944,99,0,,,,,,
0.4151446223258972,109,0,,,,,,
0.23417745530605316,119,0,,,,,,
0.12147186696529388,129,0,,,,,,
0.312242329120636,139,0,,,,,,
0.29272088408470154,149,0,,,,,,
0.18983478844165802,159,0,,,,,,
0.35684719681739807,169,0,,,,,,
0.2961636781692505,179,0,,,,,,
0.24520903825759888,189,0,,,,,,
0.2738248109817505,199,0,,,,,,
,202,0,0.586674690246582,0.1964534968137741,0.6385213732719421,0.8747483491897583,0.3961038887500763,
0.24694643914699554,209,1,,,,,,
1.0677404403686523,219,1,,,,,,
0.15545588731765747,229,1,,,,,,
0.15706679224967957,239,1,,,,,,
0.45557060837745667,249,1,,,,,,
0.22773613035678864,259,1,,,,,,
0.23842787742614746,269,1,,,,,,
0.253695547580719,279,1,,,,,,
0.2088184803724289,289,1,,,,,,
0.2927241921424866,299,1,,,,,,
0.15407253801822662,309,1,,,,,,
0.12089993059635162,319,1,,,,,,
0.11937844753265381,329,1,,,,,,
0.06940922886133194,339,1,,,,,,
0.23596055805683136,349,1,,,,,,
0.2761114835739136,359,1,,,,,,
0.16446074843406677,369,1,,,,,,
0.2486235648393631,379,1,,,,,,
0.18802779912948608,389,1,,,,,,
0.12417563050985336,399,1,,,,,,
,405,1,0.5786888599395752,0.17149892449378967,0.6219365000724792,0.8741807341575623,0.411255419254303,
0.06238972395658493,409,2,,,,,,
0.10070978850126266,419,2,,,,,,
0.058358993381261826,429,2,,,,,,
0.21036536991596222,439,2,,,,,,
0.12717533111572266,449,2,,,,,,
0.11187901347875595,459,2,,,,,,
0.09933856129646301,469,2,,,,,,
0.07045768946409225,479,2,,,,,,
0.18457379937171936,489,2,,,,,,
0.15303915739059448,499,2,,,,,,
0.20902737975120544,509,2,,,,,,
0.1494361013174057,519,2,,,,,,
0.0896131619811058,529,2,,,,,,
0.04315734654664993,539,2,,,,,,
0.12307240068912506,549,2,,,,,,
0.23389767110347748,559,2,,,,,,
1.0360171794891357,569,2,,,,,,
0.11122646182775497,579,2,,,,,,
0.12276265025138855,589,2,,,,,,
0.09814994037151337,599,2,,,,,,
,608,2,0.5984058976173401,0.1609192043542862,0.6426915526390076,0.8825405240058899,0.42424243688583374,
0.08101252466440201,609,3,,,,,,
0.06341023743152618,619,3,,,,,,
0.16816699504852295,629,3,,,,,,
0.15496137738227844,639,3,,,,,,
0.14521744847297668,649,3,,,,,,
0.03751443326473236,659,3,,,,,,
0.18161185085773468,669,3,,,,,,
0.25358909368515015,679,3,,,,,,
0.06023484468460083,689,3,,,,,,
0.0334172397851944,699,3,,,,,,
0.0715743824839592,709,3,,,,,,
0.05215521156787872,719,3,,,,,,
0.09501861035823822,729,3,,,,,,
0.10095175355672836,739,3,,,,,,
0.03865182399749756,749,3,,,,,,
0.30666491389274597,759,3,,,,,,
0.0668172836303711,769,3,,,,,,
0.08759386092424393,779,3,,,,,,
0.02782323770225048,789,3,,,,,,
0.14808067679405212,799,3,,,,,,
0.12014343589544296,809,3,,,,,,
,811,3,0.6186805963516235,0.16831254959106445,0.6651241183280945,0.8888967037200928,0.4502164423465729,
0.02714943140745163,819,4,,,,,,
0.07254142314195633,829,4,,,,,,
0.046964775770902634,839,4,,,,,,
0.027535080909729004,849,4,,,,,,
0.052474986761808395,859,4,,,,,,
0.060685351490974426,869,4,,,,,,
0.0694059208035469,879,4,,,,,,
0.0421968549489975,889,4,,,,,,
0.06901691108942032,899,4,,,,,,
0.09132706373929977,909,4,,,,,,
0.04928695783019066,919,4,,,,,,
0.1524336040019989,929,4,,,,,,
0.03400476649403572,939,4,,,,,,
0.03683749958872795,949,4,,,,,,
0.04742996022105217,959,4,,,,,,
0.08968242257833481,969,4,,,,,,
0.06557959318161011,979,4,,,,,,
0.05534718558192253,989,4,,,,,,
0.02649427391588688,999,4,,,,,,
0.04628816619515419,1009,4,,,,,,
,1014,4,0.6091251373291016,0.18609094619750977,0.6589081883430481,0.8864066004753113,0.4372294247150421,
,1015,5,,,,,,0.18609094619750977
