step,train_loss,epoch,val_qa_answer_f1,val_qa_sas,val_qa_em,val_loss,val_qa_bert_score,test_loss,test_avg_qa_bert_score,test_avg_qa_em,test_avg_qa_sas,test_avg_qa_answer_f1
9,1.2267266511917114,0,,,,,,,,,,
19,0.35373789072036743,0,,,,,,,,,,
29,0.7806801199913025,0,,,,,,,,,,
39,0.4462922215461731,0,,,,,,,,,,
49,0.5764638781547546,0,,,,,,,,,,
59,0.40259456634521484,0,,,,,,,,,,
69,0.26902058720588684,0,,,,,,,,,,
79,0.29850807785987854,0,,,,,,,,,,
89,0.2582431435585022,0,,,,,,,,,,
99,0.4295874536037445,0,,,,,,,,,,
109,0.27310910820961,0,,,,,,,,,,
119,0.31204360723495483,0,,,,,,,,,,
129,0.2057354748249054,0,,,,,,,,,,
139,0.3466380536556244,0,,,,,,,,,,
149,0.25153622031211853,0,,,,,,,,,,
159,0.28369808197021484,0,,,,,,,,,,
169,0.1680661290884018,0,,,,,,,,,,
178,,0,0.4311651587486267,0.4449369013309479,0.38599348068237305,0.19707876443862915,0.8276519775390625,,,,,
179,0.18328750133514404,1,,,,,,,,,,
189,0.2216155081987381,1,,,,,,,,,,
199,0.2808155119419098,1,,,,,,,,,,
209,0.14469805359840393,1,,,,,,,,,,
219,0.20268753170967102,1,,,,,,,,,,
229,0.26442229747772217,1,,,,,,,,,,
239,0.1959659904241562,1,,,,,,,,,,
249,0.370565265417099,1,,,,,,,,,,
259,0.23106077313423157,1,,,,,,,,,,
269,0.1493409276008606,1,,,,,,,,,,
279,0.213910773396492,1,,,,,,,,,,
289,0.1676635891199112,1,,,,,,,,,,
299,0.29079538583755493,1,,,,,,,,,,
309,0.19639086723327637,1,,,,,,,,,,
319,0.1518869251012802,1,,,,,,,,,,
329,0.15163804590702057,1,,,,,,,,,,
339,0.17810861766338348,1,,,,,,,,,,
349,0.1641177237033844,1,,,,,,,,,,
357,,1,0.47887879610061646,0.4914143979549408,0.4348534345626831,0.17528371512889862,0.8455918431282043,,,,,
359,0.1943519562482834,2,,,,,,,,,,
369,0.12799172103405,2,,,,,,,,,,
379,0.24291449785232544,2,,,,,,,,,,
389,0.20959992706775665,2,,,,,,,,,,
399,0.16315646469593048,2,,,,,,,,,,
409,0.15991252660751343,2,,,,,,,,,,
419,0.27135565876960754,2,,,,,,,,,,
429,0.1473453938961029,2,,,,,,,,,,
439,0.15720421075820923,2,,,,,,,,,,
449,0.21878482401371002,2,,,,,,,,,,
459,0.1892508566379547,2,,,,,,,,,,
469,0.1624300479888916,2,,,,,,,,,,
479,0.1890222281217575,2,,,,,,,,,,
489,0.15666376054286957,2,,,,,,,,,,
499,0.2296033501625061,2,,,,,,,,,,
509,0.17514491081237793,2,,,,,,,,,,
519,0.13185591995716095,2,,,,,,,,,,
529,0.2544326186180115,2,,,,,,,,,,
536,,2,0.4829121530056,0.49354591965675354,0.4364820718765259,0.16917414963245392,0.851879894733429,,,,,
539,0.1645965576171875,3,,,,,,,,,,
549,0.19276274740695953,3,,,,,,,,,,
559,0.24986934661865234,3,,,,,,,,,,
569,0.1225479319691658,3,,,,,,,,,,
579,0.1776253879070282,3,,,,,,,,,,
589,0.1653132438659668,3,,,,,,,,,,
599,0.1134360283613205,3,,,,,,,,,,
609,0.2608805000782013,3,,,,,,,,,,
619,0.15221168100833893,3,,,,,,,,,,
629,0.13632288575172424,3,,,,,,,,,,
639,0.15756848454475403,3,,,,,,,,,,
649,0.22943931818008423,3,,,,,,,,,,
659,0.14712855219841003,3,,,,,,,,,,
669,0.18446338176727295,3,,,,,,,,,,
679,0.17254315316677094,3,,,,,,,,,,
689,0.1757717728614807,3,,,,,,,,,,
699,0.13448266685009003,3,,,,,,,,,,
709,0.14597390592098236,3,,,,,,,,,,
715,,3,0.488433301448822,0.5006823539733887,0.447882741689682,0.1569637507200241,0.850007176399231,,,,,
719,0.11228983849287033,4,,,,,,,,,,
729,0.2516389489173889,4,,,,,,,,,,
739,0.1027800515294075,4,,,,,,,,,,
749,0.12271510809659958,4,,,,,,,,,,
759,0.27209725975990295,4,,,,,,,,,,
769,0.22143714129924774,4,,,,,,,,,,
779,0.09811300039291382,4,,,,,,,,,,
789,0.1601264774799347,4,,,,,,,,,,
799,0.13930583000183105,4,,,,,,,,,,
809,0.18394534289836884,4,,,,,,,,,,
819,0.19211505353450775,4,,,,,,,,,,
829,0.08158405870199203,4,,,,,,,,,,
839,0.2947823107242584,4,,,,,,,,,,
849,0.21277344226837158,4,,,,,,,,,,
859,0.19946949183940887,4,,,,,,,,,,
869,0.15917429327964783,4,,,,,,,,,,
879,0.16835854947566986,4,,,,,,,,,,
889,0.08469122648239136,4,,,,,,,,,,
894,,4,0.5014532208442688,0.5070675611495972,0.4609120488166809,0.15287776291370392,0.8548324704170227,,,,,
895,,5,,,,,,0.15287776291370392,0.8548324704170227,0.4609120488166809,0.5070675611495972,0.5014532208442688
