epoch,step,train_loss,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_em,test_loss
0,9,0.8102173209190369,,,,,,
0,19,0.6805223822593689,,,,,,
0,29,0.8997763395309448,,,,,,
0,39,0.3976562023162842,,,,,,
0,49,0.49792420864105225,,,,,,
0,59,0.2892158627510071,,,,,,
0,69,0.22303517162799835,,,,,,
0,79,0.5161256194114685,,,,,,
0,89,0.2910780906677246,,,,,,
0,99,0.2516971528530121,,,,,,
0,109,0.3620283603668213,,,,,,
0,119,0.21108534932136536,,,,,,
0,124,,0.36333197355270386,0.37446072697639465,0.07995767891407013,0.8223516941070557,0.28070175647735596,
1,129,0.19300292432308197,,,,,,
1,139,0.27606672048568726,,,,,,
1,149,0.12119393795728683,,,,,,
1,159,0.2195298969745636,,,,,,
1,169,0.13097362220287323,,,,,,
1,179,0.19957129657268524,,,,,,
1,189,0.24175944924354553,,,,,,
1,199,0.1498333215713501,,,,,,
1,209,0.34270524978637695,,,,,,
1,219,0.18791240453720093,,,,,,
1,229,0.1963859349489212,,,,,,
1,239,0.14207063615322113,,,,,,
1,249,0.019668934866786003,,,,,,
1,249,,0.40201422572135925,0.4302070438861847,0.07346706837415695,0.8353486061096191,0.34210526943206787,
2,259,0.11739471554756165,,,,,,
2,269,0.16092120110988617,,,,,,
2,279,0.13348723948001862,,,,,,
2,289,0.09029261767864227,,,,,,
2,299,0.16701744496822357,,,,,,
2,309,0.13688580691814423,,,,,,
2,319,0.13529884815216064,,,,,,
2,329,0.1640385538339615,,,,,,
2,339,0.1635904312133789,,,,,,
2,349,0.12088686227798462,,,,,,
2,359,0.17625485360622406,,,,,,
2,369,0.1555008441209793,,,,,,
2,374,,0.4214482307434082,0.4486411511898041,0.07627172023057938,0.8402860760688782,0.37280702590942383,
3,379,0.09722856432199478,,,,,,
3,389,0.09689079970121384,,,,,,
3,399,0.04956827685236931,,,,,,
3,409,0.09429667145013809,,,,,,
3,419,0.055650245398283005,,,,,,
3,429,0.06392665207386017,,,,,,
3,439,0.07356761395931244,,,,,,
3,449,0.047112997621297836,,,,,,
3,459,0.09370816498994827,,,,,,
3,469,0.055442407727241516,,,,,,
3,479,0.0899072214961052,,,,,,
3,489,0.08151134103536606,,,,,,
3,499,0.008680581115186214,,,,,,
3,499,,0.4219401776790619,0.4490382969379425,0.0822339653968811,0.8404669761657715,0.37719297409057617,
4,509,0.07283300161361694,,,,,,
4,519,0.0799325630068779,,,,,,
4,529,0.04115816205739975,,,,,,
4,539,0.03470027819275856,,,,,,
4,549,0.0845060721039772,,,,,,
4,559,0.04973257705569267,,,,,,
4,569,0.05290258303284645,,,,,,
4,579,0.04717589542269707,,,,,,
4,589,0.07443694770336151,,,,,,
4,599,0.03543020039796829,,,,,,
4,609,0.03583313524723053,,,,,,
4,619,0.0373896099627018,,,,,,
4,624,,0.44124409556388855,0.4633064270019531,0.0925120934844017,0.8441672921180725,0.390350878238678,
5,625,,,,,,,0.0925120934844017
