epoch,train_loss,step,val_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_em,val_qa_sas,test_loss
0,0.782226026058197,9,,,,,,
0,0.7908408045768738,19,,,,,,
0,0.41822779178619385,29,,,,,,
0,0.22861920297145844,39,,,,,,
0,0.36984673142433167,49,,,,,,
0,0.29696258902549744,59,,,,,,
0,0.3750089704990387,69,,,,,,
0,0.472993940114975,79,,,,,,
0,0.2836748957633972,89,,,,,,
0,0.43849724531173706,99,,,,,,
0,0.25760409235954285,109,,,,,,
0,0.2843567728996277,119,,,,,,
0,0.24173308908939362,129,,,,,,
0,0.49566951394081116,139,,,,,,
0,0.4198906421661377,149,,,,,,
0,0.23181021213531494,159,,,,,,
0,0.3114795684814453,169,,,,,,
0,0.34326714277267456,179,,,,,,
0,0.2432190328836441,189,,,,,,
0,0.2275494784116745,199,,,,,,
0,0.5264486074447632,209,,,,,,
0,0.31561774015426636,219,,,,,,
0,0.39631548523902893,229,,,,,,
0,0.3186568319797516,239,,,,,,
0,0.1920495182275772,249,,,,,,
0,0.2012862116098404,259,,,,,,
0,0.09869146347045898,269,,,,,,
0,0.5268856287002563,279,,,,,,
0,0.36140522360801697,289,,,,,,
0,0.14656022191047668,299,,,,,,
0,0.5456065535545349,309,,,,,,
0,0.11206761002540588,319,,,,,,
0,0.3441948890686035,329,,,,,,
0,0.17694565653800964,339,,,,,,
0,0.08184351772069931,349,,,,,,
0,0.1174495667219162,359,,,,,,
0,,359,0.10462380200624466,0.8908904790878296,0.6316081285476685,0.4885057508945465,0.663735032081604,
1,0.1661691814661026,369,,,,,,
1,0.10113783925771713,379,,,,,,
1,0.146409809589386,389,,,,,,
1,0.23698583245277405,399,,,,,,
1,0.13490334153175354,409,,,,,,
1,0.20560531318187714,419,,,,,,
1,2.705198049545288,429,,,,,,
1,0.03830680251121521,439,,,,,,
1,0.12480495870113373,449,,,,,,
1,0.18803192675113678,459,,,,,,
1,1.0094647407531738,469,,,,,,
1,0.18231293559074402,479,,,,,,
1,0.24350948631763458,489,,,,,,
1,1.3890595436096191,499,,,,,,
1,0.05884050205349922,509,,,,,,
1,0.24432416260242462,519,,,,,,
1,0.23294581472873688,529,,,,,,
1,0.4874337315559387,539,,,,,,
1,0.1865309178829193,549,,,,,,
1,0.27274438738822937,559,,,,,,
1,0.14729486405849457,569,,,,,,
1,0.16783644258975983,579,,,,,,
1,0.17100656032562256,589,,,,,,
1,0.15680815279483795,599,,,,,,
1,0.13120995461940765,609,,,,,,
1,0.1569652557373047,619,,,,,,
1,0.18853312730789185,629,,,,,,
1,0.7458963394165039,639,,,,,,
1,0.09497961401939392,649,,,,,,
1,0.4552907347679138,659,,,,,,
1,0.10158918797969818,669,,,,,,
1,0.05413424223661423,679,,,,,,
1,0.045375775545835495,689,,,,,,
1,0.13901939988136292,699,,,,,,
1,0.1657928228378296,709,,,,,,
1,0.023635471239686012,719,,,,,,
1,,719,0.0926743894815445,0.8897488117218018,0.6303766369819641,0.48275861144065857,0.662991464138031,
2,0.08661747723817825,729,,,,,,
2,0.06204812601208687,739,,,,,,
2,0.07405081391334534,749,,,,,,
2,0.15030203759670258,759,,,,,,
2,0.03514653071761131,769,,,,,,
2,0.023931721225380898,779,,,,,,
2,1.9011880159378052,789,,,,,,
2,0.012274286709725857,799,,,,,,
2,0.09675966948270798,809,,,,,,
2,0.0530901663005352,819,,,,,,
2,0.6521385908126831,829,,,,,,
2,0.10202910006046295,839,,,,,,
2,0.17650818824768066,849,,,,,,
2,0.8629242181777954,859,,,,,,
2,0.014222925528883934,869,,,,,,
2,0.10609771311283112,879,,,,,,
2,0.12259938567876816,889,,,,,,
2,0.3415350317955017,899,,,,,,
2,0.03425885736942291,909,,,,,,
2,0.09383139759302139,919,,,,,,
2,0.04556383565068245,929,,,,,,
2,0.05592716857790947,939,,,,,,
2,0.07902923971414566,949,,,,,,
2,0.07670533657073975,959,,,,,,
2,0.05150506645441055,969,,,,,,
2,0.07438398897647858,979,,,,,,
2,0.04332376644015312,989,,,,,,
2,0.33733025193214417,999,,,,,,
2,0.032250165939331055,1009,,,,,,
2,0.22856204211711884,1019,,,,,,
2,0.03284294158220291,1029,,,,,,
2,0.013059590943157673,1039,,,,,,
2,0.011077387258410454,1049,,,,,,
2,0.08642471581697464,1059,,,,,,
2,0.07514116168022156,1069,,,,,,
2,0.015049570240080357,1079,,,,,,
2,,1079,0.09275778383016586,0.8850534558296204,0.6262920498847961,0.4712643623352051,0.6602026224136353,
3,0.04967886209487915,1089,,,,,,
3,0.0889558345079422,1099,,,,,,
3,0.07506320625543594,1109,,,,,,
3,0.19040273129940033,1119,,,,,,
3,0.04360341653227806,1129,,,,,,
3,0.06770074367523193,1139,,,,,,
3,1.3981655836105347,1149,,,,,,
3,0.012283463031053543,1159,,,,,,
3,0.06319060921669006,1169,,,,,,
3,0.042882949113845825,1179,,,,,,
3,0.5735486149787903,1189,,,,,,
3,0.10895516723394394,1199,,,,,,
3,0.17100383341312408,1209,,,,,,
3,0.8362541198730469,1219,,,,,,
3,0.039641883224248886,1229,,,,,,
3,0.09830311685800552,1239,,,,,,
3,0.09838427603244781,1249,,,,,,
3,0.3189209997653961,1259,,,,,,
3,0.07632114738225937,1269,,,,,,
3,nan,1279,,,,,,
3,0.06823399662971497,1289,,,,,,
3,0.16881431639194489,1299,,,,,,
3,0.06758597493171692,1309,,,,,,
3,0.08322145789861679,1319,,,,,,
3,0.03485321253538132,1329,,,,,,
3,0.09744551032781601,1339,,,,,,
3,0.0478547178208828,1349,,,,,,
3,0.2599296569824219,1359,,,,,,
3,0.009204189293086529,1369,,,,,,
3,0.2674981653690338,1379,,,,,,
3,0.1152845099568367,1389,,,,,,
3,0.02550438418984413,1399,,,,,,
3,0.005323104094713926,1409,,,,,,
3,0.08542142808437347,1419,,,,,,
3,0.07486242800951004,1429,,,,,,
3,0.015920506790280342,1439,,,,,,
3,,1439,0.09484653919935226,0.8838168978691101,0.614718496799469,0.4712643623352051,0.6525131464004517,
4,0.01766424998641014,1449,,,,,,
4,0.015696724876761436,1459,,,,,,
4,0.04099166765809059,1469,,,,,,
4,0.052870236337184906,1479,,,,,,
4,0.016395369544625282,1489,,,,,,
4,0.011069770902395248,1499,,,,,,
4,0.9299268126487732,1509,,,,,,
4,0.0022843016777187586,1519,,,,,,
4,0.0688532292842865,1529,,,,,,
4,0.012331217527389526,1539,,,,,,
4,0.29201218485832214,1549,,,,,,
4,0.03418188542127609,1559,,,,,,
4,0.1098272055387497,1569,,,,,,
4,0.38180840015411377,1579,,,,,,
4,0.005524990148842335,1589,,,,,,
4,0.036014728248119354,1599,,,,,,
4,0.0503481850028038,1609,,,,,,
4,0.16353119909763336,1619,,,,,,
4,0.014213038608431816,1629,,,,,,
4,0.015031383372843266,1639,,,,,,
4,0.008360360749065876,1649,,,,,,
4,0.017118610441684723,1659,,,,,,
4,0.024003639817237854,1669,,,,,,
4,0.03961055353283882,1679,,,,,,
4,0.03826559707522392,1689,,,,,,
4,0.022229639813303947,1699,,,,,,
