train_loss,epoch,step,val_loss,val_qa_bert_score,val_qa_em,val_qa_answer_f1,val_qa_sas,test_loss
0.11364410072565079,0,9,,,,,,
0.08397651463747025,0,19,,,,,,
0.43191027641296387,0,29,,,,,,
0.35836920142173767,0,39,,,,,,
0.18406975269317627,0,49,,,,,,
0.051801878958940506,0,59,,,,,,
0.07181427627801895,0,69,,,,,,
0.08158881962299347,0,79,,,,,,
0.07763168960809708,0,89,,,,,,
0.050951071083545685,0,99,,,,,,
0.525288999080658,0,109,,,,,,
0.07592327892780304,0,119,,,,,,
0.27958986163139343,0,129,,,,,,
0.08086609840393066,0,139,,,,,,
0.3013421595096588,0,149,,,,,,
0.3400520384311676,0,159,,,,,,
0.6670843958854675,0,169,,,,,,
0.0651114284992218,0,179,,,,,,
0.3102010488510132,0,189,,,,,,
0.2536214590072632,0,199,,,,,,
0.1698678731918335,0,209,,,,,,
0.07571718096733093,0,219,,,,,,
0.07623523473739624,0,229,,,,,,
,0,236,0.1731133759021759,0.8365032076835632,0.26070037484169006,0.3207559287548065,0.3993832468986511,
0.2375136762857437,1,239,,,,,,
0.04560479521751404,1,249,,,,,,
0.07747451961040497,1,259,,,,,,
0.3466638922691345,1,269,,,,,,
0.046394411474466324,1,279,,,,,,
0.2712598443031311,1,289,,,,,,
0.2320934236049652,1,299,,,,,,
0.06183892861008644,1,309,,,,,,
0.33990123867988586,1,319,,,,,,
0.04507480934262276,1,329,,,,,,
0.04926605895161629,1,339,,,,,,
0.29462188482284546,1,349,,,,,,
0.2107776552438736,1,359,,,,,,
0.04516761004924774,1,369,,,,,,
0.028079574927687645,1,379,,,,,,
0.2426476776599884,1,389,,,,,,
0.2624102532863617,1,399,,,,,,
0.06117899715900421,1,409,,,,,,
0.03834857419133186,1,419,,,,,,
0.053817927837371826,1,429,,,,,,
0.17547179758548737,1,439,,,,,,
0.22468523681163788,1,449,,,,,,
0.11540506035089493,1,459,,,,,,
0.039741601794958115,1,469,,,,,,
,1,473,0.17910990118980408,0.8898494839668274,0.46108949184417725,0.5063486695289612,0.5671529173851013,
0.04599204286932945,2,479,,,,,,
0.03290894627571106,2,489,,,,,,
0.34728413820266724,2,499,,,,,,
0.11582407355308533,2,509,,,,,,
0.3646104335784912,2,519,,,,,,
0.31425046920776367,2,529,,,,,,
0.09727691113948822,2,539,,,,,,
0.18332113325595856,2,549,,,,,,
0.03601396828889847,2,559,,,,,,
0.2608053684234619,2,569,,,,,,
0.17173433303833008,2,579,,,,,,
0.15953205525875092,2,589,,,,,,
0.11485535651445389,2,599,,,,,,
0.040518708527088165,2,609,,,,,,
0.025936489924788475,2,619,,,,,,
0.20787157118320465,2,629,,,,,,
0.15717646479606628,2,639,,,,,,
0.22440791130065918,2,649,,,,,,
0.4649816155433655,2,659,,,,,,
0.08158295601606369,2,669,,,,,,
0.37713950872421265,2,679,,,,,,
0.02358902245759964,2,689,,,,,,
0.04871189594268799,2,699,,,,,,
0.01860647089779377,2,709,,,,,,
,2,710,0.18806712329387665,0.9352251887321472,0.6828793883323669,0.7121760845184326,0.7345016002655029,
0.0467541366815567,3,719,,,,,,
0.017524011433124542,3,729,,,,,,
0.07908322662115097,3,739,,,,,,
0.06868194043636322,3,749,,,,,,
0.2452911138534546,3,759,,,,,,
0.030282005667686462,3,769,,,,,,
0.025428423658013344,3,779,,,,,,
0.1096145510673523,3,789,,,,,,
0.13039064407348633,3,799,,,,,,
0.0075159212574362755,3,809,,,,,,
0.1612992137670517,3,819,,,,,,
0.22511817514896393,3,829,,,,,,
0.02313387021422386,3,839,,,,,,
0.3014480173587799,3,849,,,,,,
0.012410838156938553,3,859,,,,,,
0.09252803027629852,3,869,,,,,,
0.27952131628990173,3,879,,,,,,
0.05263141542673111,3,889,,,,,,
0.07289234548807144,3,899,,,,,,
0.13993048667907715,3,909,,,,,,
0.018796810880303383,3,919,,,,,,
0.016427509486675262,3,929,,,,,,
0.04028886556625366,3,939,,,,,,
,3,947,0.20540829002857208,0.9358950853347778,0.6867704391479492,0.7174175977706909,0.7381314039230347,
0.19275397062301636,4,949,,,,,,
0.06831192225217819,4,959,,,,,,
0.06706865131855011,4,969,,,,,,
0.013451257720589638,4,979,,,,,,
0.049866702407598495,4,989,,,,,,
0.059238236397504807,4,999,,,,,,
0.08729530870914459,4,1009,,,,,,
0.027390925213694572,4,1019,,,,,,
0.02160654217004776,4,1029,,,,,,
0.06543752551078796,4,1039,,,,,,
0.09106826782226562,4,1049,,,,,,
0.1660701036453247,4,1059,,,,,,
0.021368294954299927,4,1069,,,,,,
0.1608075052499771,4,1079,,,,,,
0.08582635223865509,4,1089,,,,,,
0.007350876461714506,4,1099,,,,,,
0.02481945976614952,4,1109,,,,,,
0.09393224865198135,4,1119,,,,,,
0.01820031926035881,4,1129,,,,,,
0.007572661619633436,4,1139,,,,,,
0.009012744762003422,4,1149,,,,,,
0.011014648713171482,4,1159,,,,,,
0.0843513011932373,4,1169,,,,,,
0.17486199736595154,4,1179,,,,,,
,4,1184,0.2416542023420334,0.9354339241981506,0.688715934753418,0.7182767391204834,0.7398101091384888,
,5,1185,,,,,,0.2416542023420334
