step,epoch,train_loss,val_qa_em,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_bert_score,test_loss
9,0,0.10232962667942047,,,,,,
19,0,0.058573778718709946,,,,,,
29,0,0.0599755197763443,,,,,,
39,0,0.06100218743085861,,,,,,
49,0,0.05711415410041809,,,,,,
59,0,0.04882751777768135,,,,,,
69,0,0.04618686065077782,,,,,,
79,0,0.07193735986948013,,,,,,
89,0,0.07576533406972885,,,,,,
99,0,0.04727024585008621,,,,,,
109,0,0.04388730600476265,,,,,,
119,0,0.07699970155954361,,,,,,
129,0,0.05223402753472328,,,,,,
139,0,0.06254586577415466,,,,,,
149,0,0.06872472167015076,,,,,,
159,0,0.05873558670282364,,,,,,
169,0,0.05564024671912193,,,,,,
179,0,0.06519163399934769,,,,,,
189,0,0.04488344490528107,,,,,,
199,0,0.030201606452465057,,,,,,
209,0,0.02702474221587181,,,,,,
219,0,0.06370031833648682,,,,,,
229,0,0.07075963914394379,,,,,,
236,0,,0.5175096988677979,0.559168815612793,0.10499417781829834,0.6095476746559143,0.9016731381416321,
239,1,0.0507768876850605,,,,,,
249,1,0.04133622720837593,,,,,,
259,1,0.05015788972377777,,,,,,
269,1,0.052510250359773636,,,,,,
279,1,0.042586423456668854,,,,,,
289,1,0.028674542903900146,,,,,,
299,1,0.05849703773856163,,,,,,
309,1,0.041478246450424194,,,,,,
319,1,0.033284883946180344,,,,,,
329,1,0.029785335063934326,,,,,,
339,1,0.042750198394060135,,,,,,
349,1,0.018858807161450386,,,,,,
359,1,0.027914730831980705,,,,,,
369,1,0.023944666609168053,,,,,,
379,1,0.04625960439443588,,,,,,
389,1,0.03649980574846268,,,,,,
399,1,0.02717282995581627,,,,,,
409,1,0.03772827610373497,,,,,,
419,1,0.016220593824982643,,,,,,
429,1,0.044367868453264236,,,,,,
439,1,0.018972273916006088,,,,,,
449,1,0.02864084392786026,,,,,,
459,1,0.047818608582019806,,,,,,
469,1,0.014592132531106472,,,,,,
473,1,,0.6712062358856201,0.70197594165802,0.09517411142587662,0.7289232611656189,0.9332383871078491,
479,2,0.060098033398389816,,,,,,
489,2,0.020320763811469078,,,,,,
499,2,0.05130816623568535,,,,,,
509,2,0.04695483297109604,,,,,,
519,2,0.015319891273975372,,,,,,
529,2,0.014192518778145313,,,,,,
539,2,0.024117661640048027,,,,,,
549,2,0.010865199379622936,,,,,,
559,2,0.019606541842222214,,,,,,
569,2,0.00947901513427496,,,,,,
579,2,0.019534464925527573,,,,,,
589,2,0.01731833815574646,,,,,,
599,2,0.002864871406927705,,,,,,
609,2,0.019664311781525612,,,,,,
619,2,0.01282317191362381,,,,,,
629,2,0.019923437386751175,,,,,,
639,2,0.012659645639359951,,,,,,
649,2,0.00662441598251462,,,,,,
659,2,0.03626861423254013,,,,,,
669,2,0.02283548004925251,,,,,,
679,2,0.009782825596630573,,,,,,
689,2,0.012341169640421867,,,,,,
699,2,0.018335549160838127,,,,,,
709,2,0.02376668155193329,,,,,,
710,2,,0.6809338331222534,0.7109478116035461,0.10409978032112122,0.7371774911880493,0.9350383877754211,
719,3,0.005156571976840496,,,,,,
729,3,0.013466798700392246,,,,,,
739,3,0.012671176344156265,,,,,,
749,3,0.025449924170970917,,,,,,
759,3,0.0063135502859950066,,,,,,
769,3,0.0037591701839119196,,,,,,
779,3,0.007053983397781849,,,,,,
789,3,0.002795965177938342,,,,,,
799,3,0.017578000202775,,,,,,
809,3,0.005002202000468969,,,,,,
819,3,0.00944002065807581,,,,,,
829,3,0.016572417691349983,,,,,,
839,3,0.005270686466246843,,,,,,
849,3,0.010705982334911823,,,,,,
859,3,0.004886334296315908,,,,,,
869,3,0.011798433028161526,,,,,,
879,3,0.009950879029929638,,,,,,
889,3,0.0030107852071523666,,,,,,
899,3,0.01002376526594162,,,,,,
909,3,0.010702094994485378,,,,,,
919,3,0.0050751869566738605,,,,,,
929,3,0.0030736797489225864,,,,,,
939,3,0.013560640625655651,,,,,,
947,3,,0.661478579044342,0.6927058696746826,0.14458802342414856,0.7206063866615295,0.930877685546875,
949,4,0.001309881336055696,,,,,,
959,4,0.013436086475849152,,,,,,
969,4,0.004543314687907696,,,,,,
979,4,0.010226813144981861,,,,,,
989,4,0.007030727807432413,,,,,,
999,4,0.006546030752360821,,,,,,
1009,4,0.024255961179733276,,,,,,
1019,4,0.0028815141413360834,,,,,,
1029,4,0.01232142187654972,,,,,,
1039,4,0.0027207385282963514,,,,,,
1049,4,0.005914662498980761,,,,,,
1059,4,0.01684753969311714,,,,,,
1069,4,0.0014216750860214233,,,,,,
1079,4,0.019767796620726585,,,,,,
1089,4,0.0017753237625584006,,,,,,
1099,4,0.0015506126219406724,,,,,,
1109,4,0.003199417842552066,,,,,,
1119,4,0.002293054945766926,,,,,,
1129,4,0.0016443938948214054,,,,,,
1139,4,0.001309764920733869,,,,,,
1149,4,0.0011931646149605513,,,,,,
1159,4,0.001793353003449738,,,,,,
1169,4,0.0012757823569700122,,,,,,
1179,4,0.005151664838194847,,,,,,
1184,4,,0.6322957277297974,0.6671980023384094,0.21410594880580902,0.6956797242164612,0.9249482154846191,
1185,5,,,,,,,0.21410594880580902
