epoch,step,train_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas,val_loss,test_loss
0,9,0.20537494122982025,,,,,,
0,19,0.7994844317436218,,,,,,
0,29,0.10859987139701843,,,,,,
0,39,0.12570589780807495,,,,,,
0,49,0.08153096586465836,,,,,,
0,59,0.33804577589035034,,,,,,
0,69,0.1334502100944519,,,,,,
0,79,0.14003494381904602,,,,,,
0,89,0.5348899960517883,,,,,,
0,99,0.1405869573354721,,,,,,
0,109,0.18911907076835632,,,,,,
0,119,0.16669192910194397,,,,,,
0,129,0.1517607867717743,,,,,,
0,139,0.18050213158130646,,,,,,
0,149,0.07678607106208801,,,,,,
0,159,0.23503604531288147,,,,,,
0,169,0.2767910361289978,,,,,,
0,179,0.06886643916368484,,,,,,
0,189,0.1870867758989334,,,,,,
0,199,0.17103521525859833,,,,,,
0,209,0.09651415050029755,,,,,,
0,219,0.10935788601636887,,,,,,
0,229,0.13645946979522705,,,,,,
0,239,0.10111964493989944,,,,,,
0,249,0.054693806916475296,,,,,,
0,259,0.13757595419883728,,,,,,
0,269,0.07737661898136139,,,,,,
0,279,0.07141364365816116,,,,,,
0,289,0.12630543112754822,,,,,,
0,299,0.08007549494504929,,,,,,
0,309,0.04511407017707825,,,,,,
0,319,0.09975727647542953,,,,,,
0,329,0.08474341034889221,,,,,,
0,339,0.06096997484564781,,,,,,
0,349,0.10039615631103516,,,,,,
0,359,0.05019506812095642,,,,,,
0,369,0.05704450607299805,,,,,,
0,379,0.1575043946504593,,,,,,
0,389,0.06587899476289749,,,,,,
0,399,0.03785501793026924,,,,,,
0,409,0.03903250768780708,,,,,,
0,419,0.04702981561422348,,,,,,
0,429,0.04194217920303345,,,,,,
0,439,0.10982979089021683,,,,,,
0,449,0.07705485820770264,,,,,,
0,459,0.022582681849598885,,,,,,
0,469,0.04652814939618111,,,,,,
0,479,0.05523143336176872,,,,,,
0,489,0.07849739491939545,,,,,,
0,499,0.07847307622432709,,,,,,
0,509,0.03685378655791283,,,,,,
0,519,0.057749949395656586,,,,,,
0,529,0.034574784338474274,,,,,,
0,539,0.06572665274143219,,,,,,
0,549,0.045343611389398575,,,,,,
0,559,0.02996608428657055,,,,,,
0,569,0.08934205025434494,,,,,,
