step,epoch,train_loss,val_qa_em,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_bert_score,test_loss
9,0,0.17049504816532135,,,,,,
19,0,0.07239436358213425,,,,,,
29,0,0.049487799406051636,,,,,,
39,0,0.05035734921693802,,,,,,
49,0,0.04871188476681709,,,,,,
59,0,0.06866952031850815,,,,,,
69,0,0.043809451162815094,,,,,,
79,0,0.055390577763319016,,,,,,
89,0,0.05844908952713013,,,,,,
99,0,0.0617530420422554,,,,,,
109,0,0.0539693757891655,,,,,,
119,0,0.05546862259507179,,,,,,
129,0,0.07374296337366104,,,,,,
139,0,0.04161234200000763,,,,,,
149,0,0.0699702575802803,,,,,,
159,0,0.05443473160266876,,,,,,
169,0,0.05055713281035423,,,,,,
179,0,0.06521222740411758,,,,,,
189,0,0.04350961372256279,,,,,,
199,0,0.03461148962378502,,,,,,
209,0,0.03819255903363228,,,,,,
219,0,0.05014617741107941,,,,,,
229,0,0.042551904916763306,,,,,,
239,0,0.05007859319448471,,,,,,
241,0,,0.443736732006073,0.5008665323257446,0.11113224178552628,0.5443705916404724,0.8869405388832092,
249,1,0.027331672608852386,,,,,,
259,1,0.03261103481054306,,,,,,
269,1,0.048659514635801315,,,,,,
279,1,0.025109002366662025,,,,,,
289,1,0.04807153716683388,,,,,,
299,1,0.023042069748044014,,,,,,
309,1,0.05464345961809158,,,,,,
319,1,0.030057718977332115,,,,,,
329,1,0.0354144386947155,,,,,,
339,1,0.022520573809742928,,,,,,
349,1,0.07031356543302536,,,,,,
359,1,0.04108913987874985,,,,,,
369,1,0.03662003204226494,,,,,,
379,1,0.04935771971940994,,,,,,
389,1,0.02952263318002224,,,,,,
399,1,0.026634063571691513,,,,,,
409,1,0.03790559247136116,,,,,,
419,1,0.0653565376996994,,,,,,
429,1,0.06267768889665604,,,,,,
439,1,0.03692054748535156,,,,,,
449,1,0.017765574157238007,,,,,,
459,1,0.045875247567892075,,,,,,
469,1,0.023680604994297028,,,,,,
479,1,0.037306223064661026,,,,,,
483,1,,0.662420392036438,0.6943103671073914,0.0584118515253067,0.7146236896514893,0.9303460717201233,
489,2,0.020404964685440063,,,,,,
499,2,0.04952084273099899,,,,,,
509,2,0.031931862235069275,,,,,,
519,2,0.040627915412187576,,,,,,
529,2,0.03919558972120285,,,,,,
539,2,0.02076834626495838,,,,,,
549,2,0.029546810314059258,,,,,,
559,2,0.03230397403240204,,,,,,
569,2,0.03272639587521553,,,,,,
579,2,0.036326806992292404,,,,,,
589,2,0.020385751500725746,,,,,,
599,2,0.04672224819660187,,,,,,
609,2,0.035615067929029465,,,,,,
619,2,0.007794979959726334,,,,,,
629,2,0.007798726670444012,,,,,,
639,2,0.009412601590156555,,,,,,
649,2,0.03589131683111191,,,,,,
659,2,0.0432480163872242,,,,,,
669,2,0.020206183195114136,,,,,,
679,2,0.019991744309663773,,,,,,
689,2,0.035739678889513016,,,,,,
699,2,0.026567010208964348,,,,,,
709,2,0.03371995687484741,,,,,,
719,2,0.057849448174238205,,,,,,
725,2,,0.6942675113677979,0.7244974374771118,0.06030327081680298,0.7396166324615479,0.9378029108047485,
729,3,0.011932561174035072,,,,,,
739,3,0.0157884880900383,,,,,,
749,3,0.00601672800257802,,,,,,
759,3,0.012865301221609116,,,,,,
769,3,0.007422072347253561,,,,,,
779,3,0.017975594848394394,,,,,,
789,3,0.030656365677714348,,,,,,
799,3,0.028322363272309303,,,,,,
809,3,0.009764747694134712,,,,,,
819,3,0.02664647065103054,,,,,,
829,3,0.005097393412142992,,,,,,
839,3,0.011098374612629414,,,,,,
849,3,0.05908467248082161,,,,,,
859,3,0.0365111380815506,,,,,,
869,3,0.005810918286442757,,,,,,
879,3,0.03594549372792244,,,,,,
889,3,0.011435807682573795,,,,,,
899,3,0.008280501700937748,,,,,,
909,3,0.006124301813542843,,,,,,
919,3,0.007221382576972246,,,,,,
929,3,0.020822739228606224,,,,,,
939,3,0.0120334317907691,,,,,,
949,3,0.013329857029020786,,,,,,
959,3,0.01593245565891266,,,,,,
967,3,,0.6836518049240112,0.7135350108146667,0.08293799310922623,0.7328230142593384,0.9349510073661804,
969,4,0.013845542445778847,,,,,,
979,4,0.009031973779201508,,,,,,
989,4,0.06071082875132561,,,,,,
999,4,0.021240808069705963,,,,,,
1009,4,0.010591261088848114,,,,,,
1019,4,0.05091872811317444,,,,,,
1029,4,0.015357737429440022,,,,,,
1039,4,0.011609604582190514,,,,,,
1049,4,0.02085970714688301,,,,,,
1059,4,0.010052192024886608,,,,,,
1069,4,0.022108888253569603,,,,,,
1079,4,0.016278935596346855,,,,,,
1089,4,0.008780434727668762,,,,,,
1099,4,0.0448322594165802,,,,,,
1109,4,0.020888766273856163,,,,,,
1119,4,0.013961571268737316,,,,,,
1129,4,0.02543259784579277,,,,,,
1139,4,0.03286312147974968,,,,,,
1149,4,0.017978794872760773,,,,,,
1159,4,0.0075018624775111675,,,,,,
1169,4,0.014320832677185535,,,,,,
1179,4,0.02160012535750866,,,,,,
1189,4,0.05143553763628006,,,,,,
1199,4,0.0253605879843235,,,,,,
1209,4,0.01588698849081993,,,,,,
1209,4,,0.6581740975379944,0.6891887784004211,0.07555355876684189,0.7116250991821289,0.9299275279045105,
1210,5,,,,,,,0.07555355876684189
