epoch,step,train_loss,val_qa_bert_score,val_qa_sas,val_loss,val_qa_em,val_qa_answer_f1,test_avg_qa_em,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_loss,test_avg_qa_sas
0,9,0.9644665122032166,,,,,,,,,,
0,19,0.5295894145965576,,,,,,,,,,
0,29,1.0530678033828735,,,,,,,,,,
0,39,0.9063669443130493,,,,,,,,,,
0,49,0.46465808153152466,,,,,,,,,,
0,59,0.3315542936325073,,,,,,,,,,
0,69,0.8308985829353333,,,,,,,,,,
0,79,0.7531610131263733,,,,,,,,,,
0,89,0.77830970287323,,,,,,,,,,
0,96,,0.8795221447944641,0.5170782208442688,0.44316861033439636,0.39318886399269104,0.44529053568840027,,,,,
1,99,1.2143187522888184,,,,,,,,,,
1,109,0.6819837093353271,,,,,,,,,,
1,119,0.8246530294418335,,,,,,,,,,
1,129,0.9389930367469788,,,,,,,,,,
1,139,0.8330197930335999,,,,,,,,,,
1,149,1.0715259313583374,,,,,,,,,,
1,159,0.7720875144004822,,,,,,,,,,
1,169,0.20823629200458527,,,,,,,,,,
1,179,1.0194491147994995,,,,,,,,,,
1,189,0.4608047902584076,,,,,,,,,,
1,193,,0.912146806716919,0.6352655291557312,0.39310961961746216,0.5356037020683289,0.6037821769714355,,,,,
2,199,0.3892256021499634,,,,,,,,,,
2,209,1.2683544158935547,,,,,,,,,,
2,219,0.09713045507669449,,,,,,,,,,
2,229,1.0099776983261108,,,,,,,,,,
2,239,0.4534989595413208,,,,,,,,,,
2,249,0.4004300832748413,,,,,,,,,,
2,259,nan,,,,,,,,,,
2,269,0.458982914686203,,,,,,,,,,
2,279,1.1427276134490967,,,,,,,,,,
2,289,0.2481161504983902,,,,,,,,,,
2,290,,0.9206083416938782,0.6694568395614624,0.3787519335746765,0.5758513808250427,0.6448244452476501,,,,,
3,299,0.4288000166416168,,,,,,,,,,
3,309,0.40349146723747253,,,,,,,,,,
3,319,0.47194361686706543,,,,,,,,,,
3,329,0.9723986387252808,,,,,,,,,,
3,339,1.042559266090393,,,,,,,,,,
3,349,0.5773668885231018,,,,,,,,,,
3,359,0.44462069869041443,,,,,,,,,,
3,369,0.3405950367450714,,,,,,,,,,
3,379,0.6040984392166138,,,,,,,,,,
3,387,,0.9227702617645264,0.6786876916885376,0.3710094094276428,0.5975232124328613,0.6565625667572021,,,,,
4,389,0.5728151202201843,,,,,,,,,,
4,399,0.28806403279304504,,,,,,,,,,
4,409,0.37836670875549316,,,,,,,,,,
4,419,0.8331410884857178,,,,,,,,,,
4,429,0.25279825925827026,,,,,,,,,,
4,439,0.40398281812667847,,,,,,,,,,
4,449,0.4504990577697754,,,,,,,,,,
4,459,0.5198046565055847,,,,,,,,,,
4,469,0.3774143159389496,,,,,,,,,,
4,479,nan,,,,,,,,,,
4,484,,0.9241875410079956,0.683651864528656,0.3665459454059601,0.6068111658096313,0.6610482931137085,,,,,
5,485,,,,,,,0.6068111658096313,0.6610482931137085,0.9241875410079956,0.3665459454059601,0.683651864528656
