train_loss,step,epoch,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas,test_avg_qa_em,test_loss,test_avg_qa_bert_score,test_avg_qa_answer_f1,test_avg_qa_sas
0.5747968554496765,9,0,,,,,,,,,,
0.8972501754760742,19,0,,,,,,,,,,
0.5839381814002991,29,0,,,,,,,,,,
0.30153852701187134,39,0,,,,,,,,,,
0.5088209509849548,49,0,,,,,,,,,,
0.4122666120529175,59,0,,,,,,,,,,
0.1811639666557312,69,0,,,,,,,,,,
0.33506935834884644,79,0,,,,,,,,,,
0.24640880525112152,89,0,,,,,,,,,,
0.4330753982067108,99,0,,,,,,,,,,
0.29258671402931213,109,0,,,,,,,,,,
0.2108117789030075,119,0,,,,,,,,,,
0.6527191400527954,129,0,,,,,,,,,,
0.19656527042388916,139,0,,,,,,,,,,
0.36948075890541077,149,0,,,,,,,,,,
0.29767775535583496,159,0,,,,,,,,,,
0.19129440188407898,169,0,,,,,,,,,,
0.3021518290042877,179,0,,,,,,,,,,
,179,0,0.20281919836997986,0.36286264657974243,0.8295614123344421,0.30452126264572144,0.41385889053344727,,,,,
0.18055680394172668,189,1,,,,,,,,,,
0.20897932350635529,199,1,,,,,,,,,,
0.2886110246181488,209,1,,,,,,,,,,
0.2624874413013458,219,1,,,,,,,,,,
0.18430238962173462,229,1,,,,,,,,,,
0.2601774334907532,239,1,,,,,,,,,,
0.1487361043691635,249,1,,,,,,,,,,
0.22784210741519928,259,1,,,,,,,,,,
0.17297127842903137,269,1,,,,,,,,,,
0.2067532241344452,279,1,,,,,,,,,,
0.2632155120372772,289,1,,,,,,,,,,
0.3011406660079956,299,1,,,,,,,,,,
0.3063044846057892,309,1,,,,,,,,,,
0.2382112294435501,319,1,,,,,,,,,,
0.26092249155044556,329,1,,,,,,,,,,
0.20988407731056213,339,1,,,,,,,,,,
0.5109099745750427,349,1,,,,,,,,,,
0.16918326914310455,359,1,,,,,,,,,,
,359,1,0.17476816475391388,0.40704652667045593,0.842452347278595,0.34973403811454773,0.45077016949653625,,,,,
0.13672658801078796,369,2,,,,,,,,,,
0.21733729541301727,379,2,,,,,,,,,,
0.13413727283477783,389,2,,,,,,,,,,
0.1535854935646057,399,2,,,,,,,,,,
0.23282542824745178,409,2,,,,,,,,,,
0.16663719713687897,419,2,,,,,,,,,,
0.2411826103925705,429,2,,,,,,,,,,
0.17398057878017426,439,2,,,,,,,,,,
0.203648641705513,449,2,,,,,,,,,,
0.23822776973247528,459,2,,,,,,,,,,
0.2385905236005783,469,2,,,,,,,,,,
0.14578914642333984,479,2,,,,,,,,,,
0.17496298253536224,489,2,,,,,,,,,,
0.265718936920166,499,2,,,,,,,,,,
0.16664239764213562,509,2,,,,,,,,,,
0.18317891657352448,519,2,,,,,,,,,,
0.26370492577552795,529,2,,,,,,,,,,
0.16490691900253296,539,2,,,,,,,,,,
,539,2,0.16213712096214294,0.4425366520881653,0.8517646193504333,0.3856382966041565,0.4837498068809509,,,,,
0.14144864678382874,549,3,,,,,,,,,,
0.16192562878131866,559,3,,,,,,,,,,
0.27442672848701477,569,3,,,,,,,,,,
0.17372474074363708,579,3,,,,,,,,,,
0.3483118414878845,589,3,,,,,,,,,,
0.16489848494529724,599,3,,,,,,,,,,
0.1702186018228531,609,3,,,,,,,,,,
0.2582774758338928,619,3,,,,,,,,,,
0.2611671984195709,629,3,,,,,,,,,,
0.42291149497032166,639,3,,,,,,,,,,
0.20498508214950562,649,3,,,,,,,,,,
0.12192147225141525,659,3,,,,,,,,,,
0.1281464844942093,669,3,,,,,,,,,,
0.13510870933532715,679,3,,,,,,,,,,
0.34458127617836,689,3,,,,,,,,,,
0.20263569056987762,699,3,,,,,,,,,,
0.25273409485816956,709,3,,,,,,,,,,
0.2946344017982483,719,3,,,,,,,,,,
,719,3,0.15773174166679382,0.460568368434906,0.857806921005249,0.4055851101875305,0.4991730749607086,,,,,
0.12849736213684082,729,4,,,,,,,,,,
0.15298381447792053,739,4,,,,,,,,,,
0.3803026080131531,749,4,,,,,,,,,,
0.1699572056531906,759,4,,,,,,,,,,
0.20255611836910248,769,4,,,,,,,,,,
0.14551705121994019,779,4,,,,,,,,,,
0.1541757583618164,789,4,,,,,,,,,,
0.16417212784290314,799,4,,,,,,,,,,
0.1032864972949028,809,4,,,,,,,,,,
0.11390719562768936,819,4,,,,,,,,,,
0.39222559332847595,829,4,,,,,,,,,,
0.16203227639198303,839,4,,,,,,,,,,
0.15286478400230408,849,4,,,,,,,,,,
0.20343628525733948,859,4,,,,,,,,,,
0.20796941220760345,869,4,,,,,,,,,,
0.1183944121003151,879,4,,,,,,,,,,
0.13195405900478363,889,4,,,,,,,,,,
0.28461748361587524,899,4,,,,,,,,,,
,899,4,0.14978031814098358,0.47965970635414124,0.8643062114715576,0.42553192377090454,0.5125741958618164,,,,,
,900,5,,,,,,0.42553192377090454,0.14978031814098358,0.8643062114715576,0.47965970635414124,0.5125741958618164
