epoch,step,train_loss,val_qa_sas,val_qa_answer_f1,val_qa_bert_score,val_loss,val_qa_em,test_loss
0,9,0.3475438356399536,,,,,,
0,19,0.18587172031402588,,,,,,
0,29,0.28871795535087585,,,,,,
0,39,0.28113025426864624,,,,,,
0,49,0.1013726070523262,,,,,,
0,59,0.26195240020751953,,,,,,
0,69,0.12256500869989395,,,,,,
0,79,0.1016344204545021,,,,,,
0,89,0.11718787997961044,,,,,,
0,99,0.20050498843193054,,,,,,
0,109,0.14829853177070618,,,,,,
0,119,0.21570521593093872,,,,,,
0,129,0.1180703192949295,,,,,,
0,139,0.10733939707279205,,,,,,
0,149,0.11959737539291382,,,,,,
0,159,0.17459659278392792,,,,,,
0,169,0.08866909146308899,,,,,,
0,179,0.19398504495620728,,,,,,
0,189,0.16302640736103058,,,,,,
0,199,0.19193822145462036,,,,,,
0,209,0.07916189730167389,,,,,,
0,219,0.10048235952854156,,,,,,
0,229,0.19997137784957886,,,,,,
0,239,0.11554130166769028,,,,,,
0,249,0.13046620786190033,,,,,,
0,259,0.0867198258638382,,,,,,
0,269,0.053578995168209076,,,,,,
0,279,0.1219085082411766,,,,,,
0,289,0.12048812955617905,,,,,,
0,299,0.10627570003271103,,,,,,
0,309,0.12833066284656525,,,,,,
0,319,0.07263258099555969,,,,,,
0,329,0.08990136533975601,,,,,,
0,339,0.16104112565517426,,,,,,
0,349,0.11429009586572647,,,,,,
0,359,0.07515549659729004,,,,,,
0,359,,0.3435978889465332,0.2867313027381897,0.8119344711303711,0.08596199750900269,0.2160000056028366,
1,369,0.11440357565879822,,,,,,
1,379,0.07766546308994293,,,,,,
1,389,0.07383044064044952,,,,,,
1,399,0.1314397007226944,,,,,,
1,409,0.1818912774324417,,,,,,
1,419,0.1083923727273941,,,,,,
1,429,0.06925337016582489,,,,,,
1,439,0.07848522067070007,,,,,,
1,449,0.1099567860364914,,,,,,
1,459,0.07912605255842209,,,,,,
1,469,0.09605155140161514,,,,,,
1,479,0.05975864827632904,,,,,,
1,489,0.07206688821315765,,,,,,
1,499,0.05492908135056496,,,,,,
1,509,0.09680414199829102,,,,,,
1,519,0.12279557436704636,,,,,,
1,529,0.062460437417030334,,,,,,
1,539,0.07871701568365097,,,,,,
1,549,0.10430073738098145,,,,,,
1,559,0.17802812159061432,,,,,,
1,569,0.09662295877933502,,,,,,
1,579,0.060141947120428085,,,,,,
1,589,0.041370950639247894,,,,,,
1,599,0.07435272634029388,,,,,,
1,609,0.10492328554391861,,,,,,
1,619,0.07418341189622879,,,,,,
1,629,0.07293336093425751,,,,,,
1,639,0.1368706077337265,,,,,,
1,649,0.19059297442436218,,,,,,
1,659,0.061637647449970245,,,,,,
1,669,0.035643212497234344,,,,,,
1,679,0.11753039062023163,,,,,,
1,689,0.11454889178276062,,,,,,
1,699,0.09288519620895386,,,,,,
1,709,0.06866399943828583,,,,,,
1,719,0.08662091195583344,,,,,,
1,719,,0.5381375551223755,0.5069693326950073,0.8724989295005798,0.08710712939500809,0.4560000002384186,
2,729,0.054705195128917694,,,,,,
2,739,0.04578554630279541,,,,,,
2,749,0.07344727218151093,,,,,,
2,759,0.06852449476718903,,,,,,
2,769,0.1676698625087738,,,,,,
2,779,0.06481512635946274,,,,,,
2,789,0.08115939795970917,,,,,,
2,799,0.07752135396003723,,,,,,
2,809,0.09116115421056747,,,,,,
2,819,0.07439324259757996,,,,,,
2,829,0.1262022852897644,,,,,,
2,839,0.05179410055279732,,,,,,
2,849,0.05683538317680359,,,,,,
2,859,0.032014328986406326,,,,,,
2,869,0.04504930600523949,,,,,,
2,879,0.11888149380683899,,,,,,
2,889,0.05393122509121895,,,,,,
2,899,0.04178891330957413,,,,,,
2,909,0.1298770010471344,,,,,,
2,919,0.10053179413080215,,,,,,
2,929,0.05795963853597641,,,,,,
2,939,0.0651770755648613,,,,,,
2,949,0.029990293085575104,,,,,,
2,959,0.04623597860336304,,,,,,
2,969,0.04459515959024429,,,,,,
2,979,0.07711037993431091,,,,,,
2,989,0.06404145061969757,,,,,,
2,999,0.057118356227874756,,,,,,
2,1009,0.1336776614189148,,,,,,
2,1019,0.03435109183192253,,,,,,
2,1029,0.03014257177710533,,,,,,
2,1039,0.08126669377088547,,,,,,
2,1049,0.10285362601280212,,,,,,
2,1059,0.05261371284723282,,,,,,
2,1069,0.09090499579906464,,,,,,
2,1079,0.09601105004549026,,,,,,
2,1079,,0.5904868841171265,0.5701311826705933,0.8885491490364075,0.08444272726774216,0.5213333368301392,
3,1089,0.027437008917331696,,,,,,
3,1099,0.03464236855506897,,,,,,
3,1109,0.05048348382115364,,,,,,
3,1119,0.04190600663423538,,,,,,
3,1129,0.09057490527629852,,,,,,
3,1139,0.04540601000189781,,,,,,
3,1149,0.050767119973897934,,,,,,
3,1159,0.04872274771332741,,,,,,
3,1169,0.0516711100935936,,,,,,
3,1179,0.04218725115060806,,,,,,
3,1189,0.08569996803998947,,,,,,
3,1199,0.016221141442656517,,,,,,
3,1209,0.0415070503950119,,,,,,
3,1219,0.017385710030794144,,,,,,
3,1229,0.03338728845119476,,,,,,
3,1239,0.0617959089577198,,,,,,
3,1249,0.02482987754046917,,,,,,
3,1259,0.026078326627612114,,,,,,
3,1269,0.07846499979496002,,,,,,
3,1279,0.05026956647634506,,,,,,
3,1289,0.03330459073185921,,,,,,
3,1299,0.05162632465362549,,,,,,
3,1309,0.013211235404014587,,,,,,
3,1319,0.0364559106528759,,,,,,
3,1329,0.021244261413812637,,,,,,
3,1339,0.03879842534661293,,,,,,
3,1349,0.06182214245200157,,,,,,
3,1359,0.030413594096899033,,,,,,
3,1369,0.05008633807301521,,,,,,
3,1379,0.024180009961128235,,,,,,
3,1389,0.020655453205108643,,,,,,
3,1399,0.05664714053273201,,,,,,
3,1409,0.02058778516948223,,,,,,
3,1419,0.025753047317266464,,,,,,
3,1429,0.05900822579860687,,,,,,
3,1439,0.034169234335422516,,,,,,
3,1439,,0.6101915836334229,0.5925173759460449,0.8952706456184387,0.08546804636716843,0.5453333258628845,
4,1449,0.016826726496219635,,,,,,
4,1459,0.025387629866600037,,,,,,
4,1469,0.038045600056648254,,,,,,
4,1479,0.01837673783302307,,,,,,
4,1489,0.0570453442633152,,,,,,
4,1499,0.028008630499243736,,,,,,
4,1509,0.03185679391026497,,,,,,
4,1519,0.030916772782802582,,,,,,
4,1529,0.018335113301873207,,,,,,
4,1539,0.023979689925909042,,,,,,
4,1549,0.05370072275400162,,,,,,
4,1559,0.008540942333638668,,,,,,
4,1569,0.020908476784825325,,,,,,
4,1579,0.013464624062180519,,,,,,
4,1589,0.0232047438621521,,,,,,
4,1599,0.030037691816687584,,,,,,
4,1609,0.014105170033872128,,,,,,
4,1619,0.014739777892827988,,,,,,
4,1629,0.05244418978691101,,,,,,
4,1639,0.03586353361606598,,,,,,
4,1649,0.020162571221590042,,,,,,
4,1659,0.04294653981924057,,,,,,
4,1669,0.0064743137918412685,,,,,,
4,1679,0.03190198168158531,,,,,,
4,1689,0.011864446103572845,,,,,,
4,1699,0.022969046607613564,,,,,,
4,1709,0.05781251937150955,,,,,,
4,1719,0.009984008967876434,,,,,,
4,1729,0.023923950269818306,,,,,,
4,1739,0.01878453604876995,,,,,,
4,1749,0.012400324456393719,,,,,,
4,1759,0.03173023462295532,,,,,,
4,1769,0.007368095684796572,,,,,,
4,1779,0.013345536775887012,,,,,,
4,1789,0.04400164633989334,,,,,,
4,1799,0.01229847501963377,,,,,,
4,1799,,0.6185070276260376,0.6018123030662537,0.8969785571098328,0.09770499169826508,0.5546666383743286,
5,1800,,,,,,,0.09770499169826508
