epoch,train_loss,step,val_loss,val_qa_answer_f1,val_qa_sas,val_qa_em,val_qa_bert_score,test_avg_qa_bert_score,test_loss,test_avg_qa_answer_f1,test_avg_qa_sas,test_avg_qa_em
0,0.39193427562713623,9,,,,,,,,,,
0,0.24257656931877136,19,,,,,,,,,,
0,0.26001134514808655,29,,,,,,,,,,
0,0.16470931470394135,39,,,,,,,,,,
0,0.13551290333271027,49,,,,,,,,,,
0,0.1354612410068512,59,,,,,,,,,,
0,0.09325061738491058,69,,,,,,,,,,
0,0.14101697504520416,79,,,,,,,,,,
0,0.21034426987171173,89,,,,,,,,,,
0,,96,0.06762298196554184,0.6969605684280396,0.7207496166229248,0.6749225854873657,0.9322823882102966,,,,,
1,0.07323120534420013,99,,,,,,,,,,
1,0.25337332487106323,109,,,,,,,,,,
1,0.34359684586524963,119,,,,,,,,,,
1,0.07733457535505295,129,,,,,,,,,,
1,0.09867415577173233,139,,,,,,,,,,
1,0.06400185823440552,149,,,,,,,,,,
1,0.056836530566215515,159,,,,,,,,,,
1,0.0702945739030838,169,,,,,,,,,,
1,0.18048149347305298,179,,,,,,,,,,
1,0.049306049942970276,189,,,,,,,,,,
1,,193,0.05828006565570831,0.773516058921814,0.788271963596344,0.7585139274597168,0.9511675238609314,,,,,
2,0.07054358720779419,199,,,,,,,,,,
2,0.05666026845574379,209,,,,,,,,,,
2,0.05267439782619476,219,,,,,,,,,,
2,0.0817030668258667,229,,,,,,,,,,
2,0.0775662362575531,239,,,,,,,,,,
2,0.12111612409353256,249,,,,,,,,,,
2,0.042907144874334335,259,,,,,,,,,,
2,0.13239222764968872,269,,,,,,,,,,
2,0.03927972912788391,279,,,,,,,,,,
2,0.0424625426530838,289,,,,,,,,,,
2,,290,0.05315491929650307,0.7922792434692383,0.8064313530921936,0.7770897746086121,0.9554542303085327,,,,,
3,0.08314960449934006,299,,,,,,,,,,
3,0.03829970210790634,309,,,,,,,,,,
3,0.049573760479688644,319,,,,,,,,,,
3,0.19447948038578033,329,,,,,,,,,,
3,0.07078834623098373,339,,,,,,,,,,
3,0.04213077202439308,349,,,,,,,,,,
3,0.06738410145044327,359,,,,,,,,,,
3,0.05427268147468567,369,,,,,,,,,,
3,0.2595418691635132,379,,,,,,,,,,
3,,387,0.04867284372448921,0.7964920401573181,0.8098028302192688,0.7801857590675354,0.9564018249511719,,,,,
4,0.05909093841910362,389,,,,,,,,,,
4,0.05929263308644295,399,,,,,,,,,,
4,0.04363713413476944,409,,,,,,,,,,
4,0.03299365192651749,419,,,,,,,,,,
4,0.05047064274549484,429,,,,,,,,,,
4,0.06009286642074585,439,,,,,,,,,,
4,0.04869825765490532,449,,,,,,,,,,
4,0.0384022518992424,459,,,,,,,,,,
4,0.03672665357589722,469,,,,,,,,,,
4,0.20275820791721344,479,,,,,,,,,,
4,,484,0.04506717994809151,0.7935966849327087,0.8078961968421936,0.7770897746086121,0.9555350542068481,,,,,
5,,485,,,,,,0.9555350542068481,0.04506717994809151,0.7935966849327087,0.8078961968421936,0.7770897746086121
