step,epoch,train_loss,val_qa_answer_f1,val_qa_sas,val_qa_em,val_qa_bert_score,val_loss
1529,0,0.15597739815711975,,,,,
1539,0,0.1155424490571022,,,,,
1549,0,0.08632493019104004,,,,,
1559,0,0.11962102353572845,,,,,
1569,0,0.15781830251216888,,,,,
1579,0,0.09075513482093811,,,,,
1589,0,0.0913577452301979,,,,,
1599,0,0.09704810380935669,,,,,
1609,0,0.055834341794252396,,,,,
1619,0,0.09884127229452133,,,,,
1629,0,0.10846810042858124,,,,,
1639,0,0.09253127872943878,,,,,
1649,0,0.12309155613183975,,,,,
1659,0,0.1163976714015007,,,,,
1669,0,0.12033113837242126,,,,,
1679,0,0.11025911569595337,,,,,
1689,0,0.08252253383398056,,,,,
1699,0,0.10930950939655304,,,,,
1709,0,0.08725882321596146,,,,,
1712,0,,0.3006519675254822,0.3558513820171356,0.2410423457622528,0.8069140911102295,0.11715249717235565
1719,1,0.088063545525074,,,,,
1729,1,0.12442634999752045,,,,,
1739,1,0.09330324828624725,,,,,
1749,1,0.07822277396917343,,,,,
1759,1,0.15062299370765686,,,,,
1769,1,0.10692674666643143,,,,,
1779,1,0.10767274349927902,,,,,
1789,1,0.15395456552505493,,,,,
1799,1,0.08953584730625153,,,,,
1809,1,0.058486759662628174,,,,,
1819,1,0.08267264068126678,,,,,
1829,1,0.05986001342535019,,,,,
1839,1,0.06514309346675873,,,,,
1849,1,0.10012837499380112,,,,,
1859,1,0.08219973742961884,,,,,
1869,1,0.08668394386768341,,,,,
1879,1,0.1213514432311058,,,,,
1889,1,0.15845967829227448,,,,,
1899,1,0.08939822018146515,,,,,
1909,1,0.10247735679149628,,,,,
1919,1,0.0934181734919548,,,,,
1929,1,0.09605113416910172,,,,,
1939,1,0.09919416159391403,,,,,
1949,1,0.07634346187114716,,,,,
1959,1,0.0991809070110321,,,,,
1969,1,0.04511932283639908,,,,,
1979,1,0.08987459540367126,,,,,
1989,1,0.07354485243558884,,,,,
1999,1,0.12626615166664124,,,,,
2009,1,0.07319354265928268,,,,,
2019,1,0.07960410416126251,,,,,
2029,1,0.09593850374221802,,,,,
2039,1,0.08876539766788483,,,,,
2049,1,0.1173723042011261,,,,,
2059,1,nan,,,,,
2069,1,0.07405039668083191,,,,,
2079,1,0.1431693434715271,,,,,
2089,1,nan,,,,,
2099,1,0.16297172009944916,,,,,
2109,1,0.218629851937294,,,,,
2119,1,0.09124378859996796,,,,,
2129,1,0.14097626507282257,,,,,
2139,1,0.05319865047931671,,,,,
2149,1,0.11447218805551529,,,,,
2159,1,0.06552498787641525,,,,,
2169,1,0.12615729868412018,,,,,
2179,1,0.09679479151964188,,,,,
2189,1,0.11594019085168839,,,,,
2199,1,0.11346189677715302,,,,,
2209,1,0.10847754776477814,,,,,
2219,1,0.07591091096401215,,,,,
2229,1,0.09537731856107712,,,,,
2239,1,0.12189318239688873,,,,,
2249,1,0.07975335419178009,,,,,
2259,1,0.1095835492014885,,,,,
2269,1,0.0687127485871315,,,,,
2279,1,nan,,,,,
2289,1,0.06007525697350502,,,,,
2299,1,0.10408299416303635,,,,,
2309,1,0.13159887492656708,,,,,
2319,1,0.0836750864982605,,,,,
2329,1,0.07053960114717484,,,,,
2339,1,0.07984799146652222,,,,,
2349,1,0.12404975295066833,,,,,
2359,1,0.07495280355215073,,,,,
2369,1,0.08842601627111435,,,,,
2379,1,0.04654210805892944,,,,,
2389,1,0.13590581715106964,,,,,
2399,1,0.09108173102140427,,,,,
2409,1,nan,,,,,
2419,1,0.10875120013952255,,,,,
2429,1,0.10315939038991928,,,,,
2439,1,0.06724249571561813,,,,,
2449,1,0.13143852353096008,,,,,
2459,1,0.16678664088249207,,,,,
2469,1,nan,,,,,
2479,1,0.13967682421207428,,,,,
2489,1,0.08370538800954819,,,,,
2499,1,0.16203854978084564,,,,,
2509,1,nan,,,,,
2519,1,0.06738506257534027,,,,,
2529,1,nan,,,,,
2539,1,0.11358640342950821,,,,,
2549,1,0.12073030322790146,,,,,
2559,1,0.07591690868139267,,,,,
2569,1,0.09965426474809647,,,,,
2579,1,0.07072467356920242,,,,,
2589,1,0.14148013293743134,,,,,
2599,1,nan,,,,,
2609,1,0.11255566775798798,,,,,
2619,1,0.08598348498344421,,,,,
2629,1,0.05374537408351898,,,,,
2639,1,0.06572556495666504,,,,,
2649,1,0.11624738574028015,,,,,
2659,1,0.07035591453313828,,,,,
2669,1,nan,,,,,
2679,1,0.12652026116847992,,,,,
2689,1,0.1361246556043625,,,,,
2699,1,0.10198002308607101,,,,,
2709,1,0.10701525211334229,,,,,
2719,1,0.17374587059020996,,,,,
2729,1,nan,,,,,
2739,1,0.09219516068696976,,,,,
2749,1,0.11021217703819275,,,,,
2759,1,0.10209444910287857,,,,,
2769,1,0.08289361745119095,,,,,
2779,1,0.12695102393627167,,,,,
2789,1,0.2099650353193283,,,,,
2799,1,0.1650577038526535,,,,,
2809,1,0.1769571602344513,,,,,
2819,1,0.1325710117816925,,,,,
2829,1,0.12295351922512054,,,,,
2839,1,0.0781850516796112,,,,,
2849,1,0.07785270363092422,,,,,
2859,1,0.09098297357559204,,,,,
2869,1,0.04778251424431801,,,,,
2879,1,0.13008636236190796,,,,,
2889,1,0.050905946642160416,,,,,
2899,1,nan,,,,,
2909,1,0.1343754380941391,,,,,
2919,1,0.09711167961359024,,,,,
2929,1,0.05793020874261856,,,,,
2939,1,0.06850775331258774,,,,,
2949,1,0.10955850780010223,,,,,
2959,1,0.08144153654575348,,,,,
2969,1,0.1717865765094757,,,,,
2979,1,0.12083102017641068,,,,,
2989,1,0.05890584737062454,,,,,
2999,1,0.08645591884851456,,,,,
3009,1,0.08244390785694122,,,,,
3019,1,0.089467354118824,,,,,
3029,1,0.14429859817028046,,,,,
3039,1,0.08759662508964539,,,,,
3049,1,0.06856851279735565,,,,,
3059,1,nan,,,,,
3069,1,0.14009390771389008,,,,,
3079,1,0.09539883583784103,,,,,
3089,1,0.07126453518867493,,,,,
3099,1,0.07831758260726929,,,,,
3109,1,0.08733811974525452,,,,,
3119,1,0.12491101771593094,,,,,
3129,1,0.0835341066122055,,,,,
3139,1,0.08042075484991074,,,,,
3149,1,0.12006331980228424,,,,,
3159,1,0.07479758560657501,,,,,
3169,1,nan,,,,,
3179,1,nan,,,,,
3189,1,nan,,,,,
3199,1,0.12409257143735886,,,,,
3209,1,0.07177950441837311,,,,,
3219,1,0.054910022765398026,,,,,
3229,1,0.14445552229881287,,,,,
3239,1,0.05711032822728157,,,,,
3249,1,0.153003990650177,,,,,
3259,1,nan,,,,,
3269,1,0.11119421571493149,,,,,
3279,1,nan,,,,,
3289,1,nan,,,,,
3299,1,nan,,,,,
3309,1,nan,,,,,
3319,1,nan,,,,,
3329,1,nan,,,,,
3339,1,nan,,,,,
3349,1,nan,,,,,
3359,1,nan,,,,,
3369,1,nan,,,,,
3379,1,nan,,,,,
3389,1,nan,,,,,
3399,1,nan,,,,,
3409,1,nan,,,,,
3419,1,nan,,,,,
