step,epoch,train_loss,val_qa_answer_f1,val_qa_sas,val_qa_em,val_qa_bert_score,val_loss
9,0,0.7154565453529358,,,,,
19,0,0.2927399277687073,,,,,
29,0,0.38971805572509766,,,,,
39,0,0.24716973304748535,,,,,
49,0,0.3202963173389435,,,,,
59,0,0.37350690364837646,,,,,
69,0,0.3270435929298401,,,,,
79,0,0.24312923848628998,,,,,
89,0,0.2701331675052643,,,,,
99,0,0.3084545135498047,,,,,
109,0,0.15915288031101227,,,,,
119,0,0.21876457333564758,,,,,
129,0,0.24362455308437347,,,,,
139,0,0.28488168120384216,,,,,
149,0,0.17930209636688232,,,,,
159,0,0.1338701695203781,,,,,
169,0,0.1149199977517128,,,,,
179,0,0.14663542807102203,,,,,
189,0,0.25885117053985596,,,,,
199,0,0.1283913254737854,,,,,
209,0,0.3101169764995575,,,,,
219,0,0.21571916341781616,,,,,
229,0,0.11525382846593857,,,,,
239,0,0.20489147305488586,,,,,
249,0,0.2268678843975067,,,,,
259,0,0.1959732472896576,,,,,
269,0,0.2265741527080536,,,,,
279,0,0.1626569777727127,,,,,
289,0,0.19929055869579315,,,,,
299,0,0.23964567482471466,,,,,
309,0,0.16113562881946564,,,,,
319,0,0.20498906075954437,,,,,
329,0,0.11174292117357254,,,,,
339,0,0.19320107996463776,,,,,
349,0,0.12187835574150085,,,,,
359,0,0.14267882704734802,,,,,
369,0,0.12370893359184265,,,,,
379,0,0.22782917320728302,,,,,
389,0,0.18329791724681854,,,,,
399,0,0.13864478468894958,,,,,
409,0,0.2533816993236542,,,,,
419,0,0.22611168026924133,,,,,
429,0,0.07804182171821594,,,,,
439,0,0.23853200674057007,,,,,
449,0,0.13378748297691345,,,,,
459,0,0.3661116063594818,,,,,
469,0,0.15471617877483368,,,,,
479,0,0.12870334088802338,,,,,
489,0,0.1803218275308609,,,,,
499,0,0.16569262742996216,,,,,
509,0,0.166470468044281,,,,,
519,0,0.19999156892299652,,,,,
529,0,0.13488472998142242,,,,,
539,0,0.19991272687911987,,,,,
549,0,0.19710461795330048,,,,,
559,0,0.1484038531780243,,,,,
569,0,0.13978677988052368,,,,,
579,0,0.09117953479290009,,,,,
589,0,0.1660180538892746,,,,,
599,0,0.11140861362218857,,,,,
609,0,0.11164180934429169,,,,,
619,0,0.08733487874269485,,,,,
629,0,0.19232121109962463,,,,,
639,0,0.15300174057483673,,,,,
649,0,0.10428688675165176,,,,,
659,0,0.1422002911567688,,,,,
669,0,0.12719090282917023,,,,,
679,0,0.27381035685539246,,,,,
689,0,0.17267145216464996,,,,,
699,0,0.10819155722856522,,,,,
709,0,0.07393184304237366,,,,,
719,0,0.10251840949058533,,,,,
729,0,0.07281533628702164,,,,,
739,0,0.12300167232751846,,,,,
749,0,0.19449737668037415,,,,,
759,0,0.10258413106203079,,,,,
769,0,0.16311252117156982,,,,,
779,0,0.14557169377803802,,,,,
789,0,0.1562434434890747,,,,,
799,0,0.16224458813667297,,,,,
809,0,0.16527380049228668,,,,,
819,0,0.0929131805896759,,,,,
829,0,0.17454594373703003,,,,,
839,0,0.1464746743440628,,,,,
849,0,0.19896873831748962,,,,,
859,0,0.18215177953243256,,,,,
869,0,0.11445574462413788,,,,,
879,0,0.11114029586315155,,,,,
889,0,0.08112462610006332,,,,,
899,0,0.1049581989645958,,,,,
909,0,0.07256051152944565,,,,,
919,0,0.1136745810508728,,,,,
929,0,0.08649711310863495,,,,,
939,0,0.18565011024475098,,,,,
949,0,0.11969245225191116,,,,,
959,0,0.07881522923707962,,,,,
969,0,0.09744908660650253,,,,,
979,0,0.08503926545381546,,,,,
989,0,0.1303083598613739,,,,,
999,0,0.11874067783355713,,,,,
1009,0,0.10661431401968002,,,,,
1019,0,0.1346941888332367,,,,,
1029,0,0.11201093345880508,,,,,
1039,0,0.15163858234882355,,,,,
1049,0,0.13137435913085938,,,,,
1059,0,0.12533605098724365,,,,,
1069,0,0.1362772136926651,,,,,
1079,0,0.0931038111448288,,,,,
1089,0,0.07471320033073425,,,,,
1099,0,0.15182413160800934,,,,,
1109,0,0.07780816406011581,,,,,
1119,0,0.14387673139572144,,,,,
1129,0,0.12936902046203613,,,,,
1139,0,0.14855284988880157,,,,,
1149,0,0.06646575033664703,,,,,
1159,0,0.08083034306764603,,,,,
1169,0,0.07621090859174728,,,,,
1179,0,0.07323011010885239,,,,,
1189,0,0.13102750480175018,,,,,
1199,0,0.09889674186706543,,,,,
1209,0,0.2375631332397461,,,,,
1219,0,0.15928465127944946,,,,,
1229,0,0.14993715286254883,,,,,
1239,0,0.17308518290519714,,,,,
1249,0,0.09520363807678223,,,,,
1259,0,0.11127065122127533,,,,,
1269,0,0.07193085551261902,,,,,
1279,0,0.09369165450334549,,,,,
1289,0,0.206376314163208,,,,,
1299,0,0.10722038894891739,,,,,
1309,0,0.1255989521741867,,,,,
1319,0,0.16101503372192383,,,,,
1329,0,0.16140620410442352,,,,,
1339,0,0.06953482329845428,,,,,
1349,0,0.09077800810337067,,,,,
1359,0,0.156924769282341,,,,,
1369,0,0.0971413105726242,,,,,
1379,0,0.09892243146896362,,,,,
1389,0,0.16273929178714752,,,,,
1399,0,0.09846854209899902,,,,,
1409,0,0.047859784215688705,,,,,
1419,0,0.1772434264421463,,,,,
1429,0,0.20535345375537872,,,,,
1439,0,0.13774125277996063,,,,,
1449,0,0.11915446072816849,,,,,
1459,0,0.1069488376379013,,,,,
1469,0,0.10467619448900223,,,,,
1479,0,0.20374085009098053,,,,,
1489,0,0.12964384257793427,,,,,
1499,0,0.07632742822170258,,,,,
1509,0,0.11248651146888733,,,,,
1519,0,0.07711192965507507,,,,,
