train_loss,step,epoch,val_qa_bert_score,val_qa_em,val_loss,val_qa_sas,val_qa_answer_f1,test_loss
0.214617058634758,9,0,,,,,,
0.14889727532863617,19,0,,,,,,
0.4166451394557953,29,0,,,,,,
0.13827507197856903,39,0,,,,,,
1.8380714654922485,49,0,,,,,,
0.2315855324268341,59,0,,,,,,
0.10860107839107513,69,0,,,,,,
0.20021267235279083,79,0,,,,,,
0.15402276813983917,89,0,,,,,,
0.25436630845069885,99,0,,,,,,
,102,0,0.8821935653686523,0.31481480598449707,0.08792328834533691,0.6403586268424988,0.577379047870636,
0.1829463094472885,109,1,,,,,,
0.1366904228925705,119,1,,,,,,
0.14378660917282104,129,1,,,,,,
0.16497406363487244,139,1,,,,,,
0.5730729699134827,149,1,,,,,,
0.12248913198709488,159,1,,,,,,
0.18728262186050415,169,1,,,,,,
0.26681214570999146,179,1,,,,,,
0.1272648721933365,189,1,,,,,,
0.18928316235542297,199,1,,,,,,
,205,1,0.9089922904968262,0.42129629850387573,0.08128932863473892,0.7231534123420715,0.6647809147834778,
0.10563845932483673,209,2,,,,,,
0.06893538683652878,219,2,,,,,,
0.19240441918373108,229,2,,,,,,
0.050480734556913376,239,2,,,,,,
0.15735597908496857,249,2,,,,,,
0.1618981808423996,259,2,,,,,,
0.07032084465026855,269,2,,,,,,
0.0688474252820015,279,2,,,,,,
0.0939159244298935,289,2,,,,,,
0.13576814532279968,299,2,,,,,,
,308,2,0.9077942967414856,0.45370370149612427,0.07901032269001007,0.7208325266838074,0.6699169278144836,
0.05008715018630028,309,3,,,,,,
0.06989628821611404,319,3,,,,,,
0.05970940738916397,329,3,,,,,,
0.08327605575323105,339,3,,,,,,
0.06283604353666306,349,3,,,,,,
0.08900010585784912,359,3,,,,,,
0.09616106748580933,369,3,,,,,,
0.09657569974660873,379,3,,,,,,
0.05527609959244728,389,3,,,,,,
0.027275260537862778,399,3,,,,,,
0.060402583330869675,409,3,,,,,,
,411,3,0.9067067503929138,0.45370370149612427,0.08271244168281555,0.7168557643890381,0.6692790985107422,
0.025423439219594002,419,4,,,,,,
0.025091838091611862,429,4,,,,,,
0.03489210084080696,439,4,,,,,,
0.046667199581861496,449,4,,,,,,
0.08731808513402939,459,4,,,,,,
0.07679018378257751,469,4,,,,,,
0.03593101724982262,479,4,,,,,,
0.011955883353948593,489,4,,,,,,
0.009823971427977085,499,4,,,,,,
0.014020979404449463,509,4,,,,,,
,514,4,0.9024266600608826,0.4444444477558136,0.08975664526224136,0.7131075263023376,0.6560506224632263,
,515,5,,,,,,0.08975664526224136
