train_loss,epoch,step,val_qa_em,val_qa_answer_f1,val_qa_bert_score,val_qa_sas,val_loss,test_loss
0.7716089487075806,0,9,,,,,,
0.5866224765777588,0,19,,,,,,
0.5604016780853271,0,29,,,,,,
0.29966139793395996,0,39,,,,,,
0.425538033246994,0,49,,,,,,
0.44570913910865784,0,59,,,,,,
0.2599838972091675,0,69,,,,,,
0.3848210275173187,0,79,,,,,,
0.3886950612068176,0,89,,,,,,
0.2784963846206665,0,99,,,,,,
0.29830965399742126,0,109,,,,,,
0.19265766441822052,0,119,,,,,,
0.32951122522354126,0,129,,,,,,
0.24644571542739868,0,139,,,,,,
0.3997354209423065,0,149,,,,,,
0.3652416467666626,0,159,,,,,,
0.19682471454143524,0,169,,,,,,
0.2841836214065552,0,179,,,,,,
0.23950520157814026,0,189,,,,,,
0.22214193642139435,0,199,,,,,,
0.3048509657382965,0,209,,,,,,
0.21417342126369476,0,219,,,,,,
0.29235056042671204,0,229,,,,,,
0.19945499300956726,0,239,,,,,,
0.34860923886299133,0,249,,,,,,
0.27655503153800964,0,259,,,,,,
0.23202261328697205,0,269,,,,,,
0.23512674868106842,0,279,,,,,,
0.24113598465919495,0,289,,,,,,
0.22486229240894318,0,299,,,,,,
0.12266071140766144,0,309,,,,,,
0.14102043211460114,0,319,,,,,,
0.09777096658945084,0,329,,,,,,
0.11232636868953705,0,339,,,,,,
0.11706290394067764,0,349,,,,,,
0.2649552822113037,0,359,,,,,,
0.092030368745327,0,369,,,,,,
0.1836751103401184,0,379,,,,,,
0.18379932641983032,0,389,,,,,,
0.1510375440120697,0,399,,,,,,
0.18249787390232086,0,409,,,,,,
0.15025046467781067,0,419,,,,,,
0.33166179060935974,0,429,,,,,,
0.17351168394088745,0,439,,,,,,
0.15561039745807648,0,449,,,,,,
0.18738503754138947,0,459,,,,,,
0.17012187838554382,0,469,,,,,,
0.28352686762809753,0,479,,,,,,
0.2032279372215271,0,489,,,,,,
0.15562047064304352,0,499,,,,,,
0.14284782111644745,0,509,,,,,,
0.1858302652835846,0,519,,,,,,
0.2980261445045471,0,529,,,,,,
0.1279240846633911,0,539,,,,,,
0.21378208696842194,0,549,,,,,,
0.15821334719657898,0,559,,,,,,
0.13674844801425934,0,569,,,,,,
0.1475500762462616,0,579,,,,,,
0.11324658244848251,0,589,,,,,,
0.14447462558746338,0,599,,,,,,
0.1636311113834381,0,609,,,,,,
0.19193539023399353,0,619,,,,,,
0.08221577852964401,0,629,,,,,,
0.20354805886745453,0,639,,,,,,
0.12902382016181946,0,649,,,,,,
0.16792483627796173,0,659,,,,,,
0.2170131504535675,0,669,,,,,,
0.263327956199646,0,679,,,,,,
0.19871577620506287,0,689,,,,,,
0.20594699680805206,0,699,,,,,,
0.2798812687397003,0,709,,,,,,
0.10757601261138916,0,719,,,,,,
0.17093661427497864,0,729,,,,,,
0.15955987572669983,0,739,,,,,,
0.1837603747844696,0,749,,,,,,
0.2086419016122818,0,759,,,,,,
0.1204596757888794,0,769,,,,,,
0.11709044128656387,0,779,,,,,,
0.0905754342675209,0,789,,,,,,
0.1115192398428917,0,799,,,,,,
0.20156650245189667,0,809,,,,,,
0.17890001833438873,0,819,,,,,,
0.1465502232313156,0,829,,,,,,
0.21495448052883148,0,839,,,,,,
0.16823263466358185,0,849,,,,,,
0.15236204862594604,0,859,,,,,,
0.06426910310983658,0,869,,,,,,
0.16851122677326202,0,879,,,,,,
0.0924769788980484,0,889,,,,,,
0.2739717662334442,0,899,,,,,,
0.11417767405509949,0,909,,,,,,
0.19030076265335083,0,919,,,,,,
0.10554489493370056,0,929,,,,,,
0.0831851065158844,0,939,,,,,,
0.11906551569700241,0,949,,,,,,
0.19755719602108002,0,959,,,,,,
0.10796476900577545,0,969,,,,,,
0.14050699770450592,0,979,,,,,,
0.06825964897871017,0,989,,,,,,
0.1057223230600357,0,999,,,,,,
0.18051791191101074,0,1009,,,,,,
0.11306139081716537,0,1019,,,,,,
0.17942418158054352,0,1029,,,,,,
0.10832389444112778,0,1039,,,,,,
0.05479726567864418,0,1049,,,,,,
,0,1057,0.27753305435180664,0.33304283022880554,0.8010895848274231,0.3103587031364441,0.17315402626991272,
0.17591215670108795,1,1059,,,,,,
0.1666034311056137,1,1069,,,,,,
0.22737716138362885,1,1079,,,,,,
