train_loss,step,epoch,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_loss,val_qa_sas,test_loss
0.2993859052658081,9,0,,,,,,
0.22147893905639648,19,0,,,,,,
0.766091525554657,29,0,,,,,,
0.5402975082397461,39,0,,,,,,
0.9145167469978333,49,0,,,,,,
0.562231183052063,59,0,,,,,,
0.26589709520339966,69,0,,,,,,
0.41475483775138855,79,0,,,,,,
0.24830465018749237,89,0,,,,,,
0.22449834644794464,99,0,,,,,,
0.1616135984659195,109,0,,,,,,
0.14317633211612701,119,0,,,,,,
0.18317073583602905,129,0,,,,,,
0.26022136211395264,139,0,,,,,,
0.13489176332950592,149,0,,,,,,
0.23158635199069977,159,0,,,,,,
0.20981396734714508,169,0,,,,,,
0.18110385537147522,179,0,,,,,,
0.16679756343364716,189,0,,,,,,
1.0757484436035156,199,0,,,,,,
0.18889078497886658,209,0,,,,,,
0.2004135400056839,219,0,,,,,,
0.15022991597652435,229,0,,,,,,
0.23752015829086304,239,0,,,,,,
0.27402377128601074,249,0,,,,,,
0.08732010424137115,259,0,,,,,,
0.1569298952817917,269,0,,,,,,
0.22798243165016174,279,0,,,,,,
0.18631960451602936,289,0,,,,,,
0.19079169631004333,299,0,,,,,,
0.30273622274398804,309,0,,,,,,
0.09865178912878036,319,0,,,,,,
0.05931131914258003,329,0,,,,,,
0.28964218497276306,339,0,,,,,,
0.12713371217250824,349,0,,,,,,
0.061656512320041656,359,0,,,,,,
0.17360767722129822,369,0,,,,,,
0.11469841003417969,379,0,,,,,,
0.11263397336006165,389,0,,,,,,
0.14726775884628296,399,0,,,,,,
0.1274229884147644,409,0,,,,,,
0.2331099957227707,419,0,,,,,,
0.07187987864017487,429,0,,,,,,
0.12540103495121002,439,0,,,,,,
0.1459130346775055,449,0,,,,,,
0.28558722138404846,459,0,,,,,,
0.0804622545838356,469,0,,,,,,
0.12095145881175995,479,0,,,,,,
0.18402044475078583,489,0,,,,,,
0.043590154498815536,499,0,,,,,,
0.14076805114746094,509,0,,,,,,
0.09192992001771927,519,0,,,,,,
0.19630950689315796,529,0,,,,,,
0.16674888134002686,539,0,,,,,,
0.06474937498569489,549,0,,,,,,
0.09187277406454086,559,0,,,,,,
