epoch,step,train_loss,val_loss,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_qa_sas,test_loss,test_avg_qa_answer_f1,test_avg_qa_em,test_avg_qa_bert_score,test_avg_qa_sas
0,9,0.5267126560211182,,,,,,,,,,
0,19,0.9803962111473083,,,,,,,,,,
0,29,0.49510329961776733,,,,,,,,,,
0,39,0.2892373204231262,,,,,,,,,,
0,49,0.5096248984336853,,,,,,,,,,
0,59,0.22347046434879303,,,,,,,,,,
0,69,0.18717074394226074,,,,,,,,,,
0,79,0.3629453182220459,,,,,,,,,,
0,89,0.21957282721996307,,,,,,,,,,
0,99,0.37997233867645264,,,,,,,,,,
0,109,0.23302976787090302,,,,,,,,,,
0,119,0.2915126383304596,,,,,,,,,,
0,129,0.650532603263855,,,,,,,,,,
0,139,0.2167765498161316,,,,,,,,,,
0,149,0.36905819177627563,,,,,,,,,,
0,159,0.3929402530193329,,,,,,,,,,
0,169,0.2634209990501404,,,,,,,,,,
0,179,0.2588268518447876,,,,,,,,,,
0,179,,0.19785304367542267,0.364562064409256,0.30319148302078247,0.8310174345970154,0.41565680503845215,,,,,
1,189,0.13552047312259674,,,,,,,,,,
1,199,0.22886614501476288,,,,,,,,,,
1,209,0.30152463912963867,,,,,,,,,,
1,219,0.1994158774614334,,,,,,,,,,
1,229,0.1925199180841446,,,,,,,,,,
1,239,0.24278484284877777,,,,,,,,,,
1,249,0.15185807645320892,,,,,,,,,,
1,259,0.2830505967140198,,,,,,,,,,
1,269,0.11043823510408401,,,,,,,,,,
1,279,0.26922401785850525,,,,,,,,,,
1,289,0.24254629015922546,,,,,,,,,,
1,299,0.2428656667470932,,,,,,,,,,
1,309,0.3041332960128784,,,,,,,,,,
1,319,0.22098958492279053,,,,,,,,,,
1,329,0.2457042634487152,,,,,,,,,,
1,339,0.19660413265228271,,,,,,,,,,
1,349,0.5227624177932739,,,,,,,,,,
1,359,0.2513900399208069,,,,,,,,,,
1,359,,0.17489215731620789,0.4233410656452179,0.36702126264572144,0.8466116786003113,0.4650596082210541,,,,,
2,369,0.12638022005558014,,,,,,,,,,
2,379,0.22359120845794678,,,,,,,,,,
2,389,0.1393556296825409,,,,,,,,,,
2,399,0.14725273847579956,,,,,,,,,,
2,409,0.24406388401985168,,,,,,,,,,
2,419,0.19981157779693604,,,,,,,,,,
2,429,0.2086048424243927,,,,,,,,,,
2,439,0.15478172898292542,,,,,,,,,,
2,449,0.19109849631786346,,,,,,,,,,
2,459,0.2677634358406067,,,,,,,,,,
2,469,0.22034919261932373,,,,,,,,,,
2,479,0.16482074558734894,,,,,,,,,,
2,489,0.21232914924621582,,,,,,,,,,
2,499,0.3388782739639282,,,,,,,,,,
2,509,0.18161317706108093,,,,,,,,,,
2,519,0.16748082637786865,,,,,,,,,,
2,529,0.28444936871528625,,,,,,,,,,
2,539,0.19223091006278992,,,,,,,,,,
2,539,,0.16030246019363403,0.43964946269989014,0.38430851697921753,0.8505118489265442,0.47880831360816956,,,,,
3,549,0.13120222091674805,,,,,,,,,,
3,559,0.1265084594488144,,,,,,,,,,
3,569,0.2143837958574295,,,,,,,,,,
3,579,0.16091427206993103,,,,,,,,,,
3,589,0.33388975262641907,,,,,,,,,,
3,599,0.2255406677722931,,,,,,,,,,
3,609,0.12592963874340057,,,,,,,,,,
3,619,0.22704216837882996,,,,,,,,,,
3,629,0.2279771864414215,,,,,,,,,,
3,639,0.4206298887729645,,,,,,,,,,
3,649,0.2223431020975113,,,,,,,,,,
3,659,0.11988354474306107,,,,,,,,,,
3,669,0.16853711009025574,,,,,,,,,,
3,679,0.15753985941410065,,,,,,,,,,
3,689,0.4173676073551178,,,,,,,,,,
3,699,0.18287917971611023,,,,,,,,,,
3,709,0.21182896196842194,,,,,,,,,,
3,719,0.25966328382492065,,,,,,,,,,
3,719,,0.15263590216636658,0.47234925627708435,0.417553186416626,0.8609898090362549,0.5093605518341064,,,,,
4,729,0.14535388350486755,,,,,,,,,,
4,739,0.14091995358467102,,,,,,,,,,
4,749,0.3647351861000061,,,,,,,,,,
4,759,0.1790955811738968,,,,,,,,,,
4,769,0.19270533323287964,,,,,,,,,,
4,779,0.18716494739055634,,,,,,,,,,
4,789,0.17756099998950958,,,,,,,,,,
4,799,0.18975220620632172,,,,,,,,,,
4,809,0.10975924879312515,,,,,,,,,,
4,819,0.09646222740411758,,,,,,,,,,
4,829,0.3906440734863281,,,,,,,,,,
4,839,0.19737567007541656,,,,,,,,,,
4,849,0.11914435029029846,,,,,,,,,,
4,859,0.20295248925685883,,,,,,,,,,
4,869,0.18593931198120117,,,,,,,,,,
4,879,0.1230727806687355,,,,,,,,,,
4,889,0.11094865202903748,,,,,,,,,,
4,899,0.18647125363349915,,,,,,,,,,
4,899,,0.15059158205986023,0.49284079670906067,0.4308510720729828,0.867976725101471,0.5227460861206055,,,,,
5,900,,,,,,,0.15059158205986023,0.49284079670906067,0.4308510720729828,0.867976725101471,0.5227460861206055
