train_loss,step,epoch,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,val_qa_em,val_loss,test_loss
0.915056586265564,9,0,,,,,,
0.34588563442230225,19,0,,,,,,
0.2973519563674927,29,0,,,,,,
0.4009382724761963,39,0,,,,,,
0.3183308243751526,49,0,,,,,,
0.3745349645614624,59,0,,,,,,
0.37506988644599915,69,0,,,,,,
0.24446959793567657,79,0,,,,,,
0.3654716908931732,89,0,,,,,,
0.2739236652851105,99,0,,,,,,
0.30218106508255005,109,0,,,,,,
0.17999611794948578,119,0,,,,,,
,120,0,0.29020941257476807,0.2798173725605011,0.8051645755767822,0.2239382266998291,0.08765160292387009,
0.26319342851638794,129,1,,,,,,
0.205679252743721,139,1,,,,,,
0.31728342175483704,149,1,,,,,,
0.14360007643699646,159,1,,,,,,
0.34495651721954346,169,1,,,,,,
0.23598052561283112,179,1,,,,,,
0.2330322116613388,189,1,,,,,,
0.35124245285987854,199,1,,,,,,
0.211670383810997,209,1,,,,,,
0.25931403040885925,219,1,,,,,,
0.25812479853630066,229,1,,,,,,
0.25083693861961365,239,1,,,,,,
,241,1,0.2937079668045044,0.27637937664985657,0.8101601600646973,0.2277992218732834,0.07407275587320328,
0.17670214176177979,249,2,,,,,,
0.1626870334148407,259,2,,,,,,
0.146988645195961,269,2,,,,,,
0.12779995799064636,279,2,,,,,,
0.11542099714279175,289,2,,,,,,
0.16691046953201294,299,2,,,,,,
0.14960019290447235,309,2,,,,,,
0.20439653098583221,319,2,,,,,,
0.1156986728310585,329,2,,,,,,
0.09086205065250397,339,2,,,,,,
0.09932456910610199,349,2,,,,,,
0.12253840267658234,359,2,,,,,,
,362,2,0.3094913363456726,0.2945941984653473,0.8126760721206665,0.25482624769210815,0.07110422849655151,
0.16512952744960785,369,3,,,,,,
0.12209173291921616,379,3,,,,,,
0.16180533170700073,389,3,,,,,,
0.22478562593460083,399,3,,,,,,
0.1444455087184906,409,3,,,,,,
0.09609813988208771,419,3,,,,,,
0.18712396919727325,429,3,,,,,,
0.07538466900587082,439,3,,,,,,
0.16103239357471466,449,3,,,,,,
0.07856328040361404,459,3,,,,,,
0.1492253690958023,469,3,,,,,,
0.08027463406324387,479,3,,,,,,
,483,3,0.34081709384918213,0.3213268220424652,0.8216453790664673,0.2818532884120941,0.06988431513309479,
0.09979239851236343,489,4,,,,,,
0.07681358605623245,499,4,,,,,,
0.11642450094223022,509,4,,,,,,
0.05039212480187416,519,4,,,,,,
0.07000119984149933,529,4,,,,,,
0.032702554017305374,539,4,,,,,,
0.11545255035161972,549,4,,,,,,
0.11679171770811081,559,4,,,,,,
0.06582967936992645,569,4,,,,,,
0.05169416218996048,579,4,,,,,,
0.06957095861434937,589,4,,,,,,
0.054749976843595505,599,4,,,,,,
,604,4,0.3749907314777374,0.3475068211555481,0.8310269713401794,0.3088802993297577,0.07495094835758209,
,605,5,,,,,,0.07495094835758209
