step,epoch,train_loss,val_qa_em,val_qa_answer_f1,val_qa_sas,val_loss,val_qa_bert_score,test_loss
9,0,0.645984947681427,,,,,,
19,0,0.8946447372436523,,,,,,
29,0,0.4068406820297241,,,,,,
39,0,0.4004729390144348,,,,,,
49,0,0.2141668200492859,,,,,,
59,0,0.41169023513793945,,,,,,
69,0,0.30862900614738464,,,,,,
79,0,0.15106616914272308,,,,,,
89,0,0.34610435366630554,,,,,,
99,0,0.17755261063575745,,,,,,
109,0,0.29553186893463135,,,,,,
119,0,0.32263123989105225,,,,,,
129,0,0.2931298017501831,,,,,,
139,0,0.2102258801460266,,,,,,
149,0,0.28945210576057434,,,,,,
159,0,0.25072526931762695,,,,,,
169,0,0.22808536887168884,,,,,,
179,0,0.1285245716571808,,,,,,
189,0,0.13474339246749878,,,,,,
199,0,0.2419721782207489,,,,,,
209,0,0.19721361994743347,,,,,,
219,0,0.20486243069171906,,,,,,
229,0,0.14638173580169678,,,,,,
239,0,0.13984206318855286,,,,,,
249,0,0.23159705102443695,,,,,,
259,0,0.16400066018104553,,,,,,
269,0,0.22311781346797943,,,,,,
279,0,0.1907941848039627,,,,,,
289,0,0.14266248047351837,,,,,,
299,0,0.14382323622703552,,,,,,
309,0,0.11163599044084549,,,,,,
319,0,0.14333947002887726,,,,,,
329,0,0.14492298662662506,,,,,,
339,0,0.12198669463396072,,,,,,
349,0,0.21761469542980194,,,,,,
359,0,nan,,,,,,
369,0,0.25584083795547485,,,,,,
379,0,0.17725737392902374,,,,,,
389,0,0.23790255188941956,,,,,,
399,0,0.22368919849395752,,,,,,
409,0,0.13679243624210358,,,,,,
419,0,nan,,,,,,
429,0,0.2208428531885147,,,,,,
439,0,0.1622457653284073,,,,,,
449,0,0.0312324371188879,,,,,,
459,0,0.20531800389289856,,,,,,
469,0,0.18480649590492249,,,,,,
479,0,0.1951645165681839,,,,,,
489,0,0.1740046739578247,,,,,,
499,0,0.17427971959114075,,,,,,
509,0,0.19052256643772125,,,,,,
519,0,0.17722049355506897,,,,,,
529,0,0.13314849138259888,,,,,,
539,0,0.13442453742027283,,,,,,
549,0,0.15111300349235535,,,,,,
559,0,0.1503957211971283,,,,,,
569,0,0.19124940037727356,,,,,,
579,0,0.05921482294797897,,,,,,
589,0,0.22053396701812744,,,,,,
599,0,0.06105351448059082,,,,,,
609,0,0.21937932074069977,,,,,,
619,0,0.19054868817329407,,,,,,
629,0,0.15186527371406555,,,,,,
639,0,0.18520765006542206,,,,,,
649,0,0.1456097513437271,,,,,,
652,0,,0.40123456716537476,0.44685712456703186,0.42418208718299866,0.13530480861663818,0.8334992527961731,
659,1,0.16289867460727692,,,,,,
669,1,0.0747428685426712,,,,,,
679,1,0.13699184358119965,,,,,,
689,1,0.08430249243974686,,,,,,
699,1,0.0816456601023674,,,,,,
709,1,0.18676623702049255,,,,,,
719,1,0.12644031643867493,,,,,,
729,1,0.13926465809345245,,,,,,
739,1,0.137261763215065,,,,,,
749,1,0.09237618744373322,,,,,,
759,1,0.05383902043104172,,,,,,
769,1,0.07900127023458481,,,,,,
779,1,0.06878313422203064,,,,,,
789,1,0.0651237964630127,,,,,,
799,1,0.14121776819229126,,,,,,
809,1,0.11379785090684891,,,,,,
819,1,0.10229052603244781,,,,,,
829,1,0.15577803552150726,,,,,,
839,1,0.07077163457870483,,,,,,
849,1,0.08561696857213974,,,,,,
859,1,0.10859457403421402,,,,,,
869,1,0.07075268775224686,,,,,,
879,1,0.12772367894649506,,,,,,
889,1,0.09100160002708435,,,,,,
899,1,0.22100213170051575,,,,,,
909,1,0.09807730466127396,,,,,,
919,1,0.1047339141368866,,,,,,
929,1,0.05082254856824875,,,,,,
939,1,0.08727379143238068,,,,,,
949,1,0.11805617064237595,,,,,,
959,1,0.09357054531574249,,,,,,
969,1,0.11224400997161865,,,,,,
979,1,0.14044061303138733,,,,,,
989,1,0.11436092108488083,,,,,,
999,1,0.13862240314483643,,,,,,
1009,1,0.07692210376262665,,,,,,
1019,1,0.07507839798927307,,,,,,
1029,1,0.05809077247977257,,,,,,
1039,1,0.07964978367090225,,,,,,
1049,1,0.14011791348457336,,,,,,
1059,1,0.15462158620357513,,,,,,
1069,1,0.09265631437301636,,,,,,
1079,1,0.09702834486961365,,,,,,
1089,1,0.07740666717290878,,,,,,
1099,1,0.11906787753105164,,,,,,
1109,1,0.17138861119747162,,,,,,
1119,1,0.11522617936134338,,,,,,
1129,1,0.06807736307382584,,,,,,
1139,1,0.25796061754226685,,,,,,
1149,1,0.104832723736763,,,,,,
1159,1,0.16398373246192932,,,,,,
1169,1,0.10163252055644989,,,,,,
1179,1,0.05962090194225311,,,,,,
1189,1,0.13852524757385254,,,,,,
1199,1,0.08836866915225983,,,,,,
1209,1,0.12590640783309937,,,,,,
1219,1,nan,,,,,,
1229,1,0.13141779601573944,,,,,,
1239,1,0.055406004190444946,,,,,,
1249,1,0.1128837987780571,,,,,,
1259,1,0.040689095854759216,,,,,,
1269,1,0.10815674066543579,,,,,,
1279,1,0.08159571141004562,,,,,,
1289,1,0.10902344435453415,,,,,,
1299,1,0.12053242325782776,,,,,,
1305,1,,0.3888888955116272,0.44013530015945435,0.4094682037830353,0.13291524350643158,0.8328248858451843,
1309,2,0.12302008271217346,,,,,,
1319,2,0.08012699335813522,,,,,,
1329,2,0.10177541524171829,,,,,,
1339,2,0.10656368732452393,,,,,,
1349,2,0.12082446366548538,,,,,,
1359,2,0.05363670736551285,,,,,,
1369,2,0.07389704138040543,,,,,,
1379,2,0.08456875383853912,,,,,,
1389,2,0.09342247247695923,,,,,,
1399,2,0.04041583836078644,,,,,,
1409,2,0.08134819567203522,,,,,,
1419,2,0.08776692301034927,,,,,,
1429,2,0.06355695426464081,,,,,,
1439,2,0.06403876841068268,,,,,,
1449,2,0.08508715033531189,,,,,,
1459,2,0.06621655076742172,,,,,,
1469,2,0.07891735434532166,,,,,,
1479,2,0.07147131115198135,,,,,,
1489,2,0.14776597917079926,,,,,,
1499,2,0.11825893074274063,,,,,,
1509,2,0.12489385157823563,,,,,,
1519,2,0.05803767219185829,,,,,,
1529,2,0.11190139502286911,,,,,,
1539,2,0.1439586579799652,,,,,,
