train_loss,epoch,step,val_qa_em,val_loss,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,test_loss
0.4126288592815399,0,9,,,,,,
0.2851788401603699,0,19,,,,,,
0.22243376076221466,0,29,,,,,,
0.14205312728881836,0,39,,,,,,
0.2932024300098419,0,49,,,,,,
0.27614879608154297,0,59,,,,,,
0.2067602276802063,0,69,,,,,,
0.2160322517156601,0,79,,,,,,
0.1310165822505951,0,89,,,,,,
0.18668650090694427,0,99,,,,,,
0.29949840903282166,0,109,,,,,,
0.2480941116809845,0,119,,,,,,
0.13377462327480316,0,129,,,,,,
0.19997811317443848,0,139,,,,,,
0.23479832708835602,0,149,,,,,,
0.18093110620975494,0,159,,,,,,
0.20837628841400146,0,169,,,,,,
0.20602159202098846,0,179,,,,,,
0.0891890600323677,0,189,,,,,,
0.21873605251312256,0,199,,,,,,
0.1720958650112152,0,209,,,,,,
0.08196181803941727,0,219,,,,,,
0.21467193961143494,0,229,,,,,,
0.17402434349060059,0,239,,,,,,
0.12118898332118988,0,249,,,,,,
0.08121991902589798,0,259,,,,,,
0.184572234749794,0,269,,,,,,
0.06867256760597229,0,279,,,,,,
0.07322925329208374,0,289,,,,,,
0.13119813799858093,0,299,,,,,,
0.18935713171958923,0,309,,,,,,
0.17094463109970093,0,319,,,,,,
0.11096324026584625,0,329,,,,,,
0.1299365609884262,0,339,,,,,,
0.08979060500860214,0,349,,,,,,
0.1555623710155487,0,359,,,,,,
0.0717957466840744,0,369,,,,,,
0.06449586898088455,0,379,,,,,,
0.12460009008646011,0,389,,,,,,
0.07813471555709839,0,399,,,,,,
0.07654555141925812,0,409,,,,,,
0.08403260260820389,0,419,,,,,,
0.07302895188331604,0,429,,,,,,
0.13145457208156586,0,439,,,,,,
0.10654588043689728,0,449,,,,,,
0.1352570354938507,0,459,,,,,,
0.1643698662519455,0,469,,,,,,
0.09395739436149597,0,479,,,,,,
0.12669400870800018,0,489,,,,,,
0.09236056357622147,0,499,,,,,,
0.1247980073094368,0,509,,,,,,
0.09547578543424606,0,519,,,,,,
