epoch,step,train_loss,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_bert_score,val_qa_em,test_loss
0,9,0.4129263162612915,,,,,,
0,19,0.2711876928806305,,,,,,
0,29,0.35301846265792847,,,,,,
0,39,0.5041478276252747,,,,,,
0,49,0.07860063761472702,,,,,,
0,59,0.19474934041500092,,,,,,
0,69,0.4610292613506317,,,,,,
0,79,0.18207725882530212,,,,,,
0,89,0.3889256715774536,,,,,,
0,99,0.16240666806697845,,,,,,
0,109,0.15265195071697235,,,,,,
0,119,0.3159460425376892,,,,,,
0,129,0.18659904599189758,,,,,,
0,139,0.19413962960243225,,,,,,
0,149,0.1422552913427353,,,,,,
0,159,0.13246646523475647,,,,,,
0,169,0.1937369853258133,,,,,,
0,179,0.4970170855522156,,,,,,
0,189,0.2756167948246002,,,,,,
0,199,0.12289705872535706,,,,,,
0,209,0.1303975135087967,,,,,,
0,219,0.10748022794723511,,,,,,
0,229,0.12064354866743088,,,,,,
0,239,0.16238664090633392,,,,,,
0,249,0.11444258689880371,,,,,,
0,259,0.1460087150335312,,,,,,
0,269,0.16245217621326447,,,,,,
0,279,0.059994298964738846,,,,,,
0,289,0.12303279340267181,,,,,,
0,299,0.06685644388198853,,,,,,
0,309,0.14563775062561035,,,,,,
0,319,0.09158715605735779,,,,,,
0,329,0.09692912548780441,,,,,,
0,339,0.13992410898208618,,,,,,
0,349,0.10037817060947418,,,,,,
0,359,0.16841380298137665,,,,,,
0,369,0.170841246843338,,,,,,
0,379,0.31296369433403015,,,,,,
0,389,0.11483307927846909,,,,,,
0,399,0.0898093655705452,,,,,,
0,409,0.06452739238739014,,,,,,
0,419,0.268227219581604,,,,,,
0,429,0.15396644175052643,,,,,,
0,439,0.16827498376369476,,,,,,
0,449,0.22969630360603333,,,,,,
0,459,0.18757833540439606,,,,,,
0,469,0.15894584357738495,,,,,,
0,479,0.0965634137392044,,,,,,
0,489,0.20944343507289886,,,,,,
0,499,0.0733596608042717,,,,,,
0,509,0.15256942808628082,,,,,,
0,519,0.13214033842086792,,,,,,
0,529,0.23662295937538147,,,,,,
0,539,0.07994388043880463,,,,,,
0,549,0.1685214638710022,,,,,,
0,559,0.1643829196691513,,,,,,
0,569,0.11402488499879837,,,,,,
0,579,0.08722606301307678,,,,,,
0,589,0.07756929099559784,,,,,,
0,599,0.14387407898902893,,,,,,
0,609,0.09529154747724533,,,,,,
0,619,0.17170311510562897,,,,,,
0,629,0.18147338926792145,,,,,,
0,639,0.12158673256635666,,,,,,
0,649,0.23261140286922455,,,,,,
0,659,0.11611337214708328,,,,,,
0,669,0.08771532773971558,,,,,,
0,679,0.13789775967597961,,,,,,
0,689,0.1484028398990631,,,,,,
0,699,0.14288721978664398,,,,,,
0,709,0.09726643562316895,,,,,,
0,719,0.1892455518245697,,,,,,
0,729,0.16386082768440247,,,,,,
0,739,0.1390010565519333,,,,,,
0,749,0.25190237164497375,,,,,,
0,759,0.19933083653450012,,,,,,
0,769,0.19590358436107635,,,,,,
0,779,0.18826551735401154,,,,,,
0,789,0.06622038781642914,,,,,,
0,799,0.15380360186100006,,,,,,
0,809,0.12935519218444824,,,,,,
0,819,0.1171458512544632,,,,,,
0,829,0.16126398742198944,,,,,,
0,839,0.05269264802336693,,,,,,
0,849,0.16686230897903442,,,,,,
0,859,0.17936167120933533,,,,,,
0,869,0.06396088749170303,,,,,,
0,879,0.13962243497371674,,,,,,
0,889,0.1585647165775299,,,,,,
0,899,0.2236587107181549,,,,,,
0,909,0.24418124556541443,,,,,,
0,919,0.14617203176021576,,,,,,
0,929,0.10182616859674454,,,,,,
0,939,0.1743912547826767,,,,,,
0,949,0.09628592431545258,,,,,,
0,959,0.09693649411201477,,,,,,
0,969,0.06476083397865295,,,,,,
0,979,0.08776023983955383,,,,,,
0,989,0.13888218998908997,,,,,,
0,999,0.11353109031915665,,,,,,
0,1009,0.07878825813531876,,,,,,
0,1019,0.13939619064331055,,,,,,
0,1029,0.12288028001785278,,,,,,
0,1039,0.15864454209804535,,,,,,
0,1049,0.10175437480211258,,,,,,
0,1059,0.08384391665458679,,,,,,
0,1069,0.1428482085466385,,,,,,
0,1079,0.08950936049222946,,,,,,
0,1089,0.13746924698352814,,,,,,
0,1099,0.1307203471660614,,,,,,
0,1109,0.10750247538089752,,,,,,
