step,train_loss,epoch,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,val_loss,val_qa_em,test_loss
9,0.6384682059288025,0,,,,,,
19,0.12388831377029419,0,,,,,,
29,0.2753608524799347,0,,,,,,
39,0.43542712926864624,0,,,,,,
49,0.29258087277412415,0,,,,,,
59,0.19962528347969055,0,,,,,,
69,0.37567993998527527,0,,,,,,
79,0.1955079734325409,0,,,,,,
89,0.18079641461372375,0,,,,,,
99,0.16668204963207245,0,,,,,,
109,0.14123055338859558,0,,,,,,
119,nan,0,,,,,,
129,0.45899656414985657,0,,,,,,
139,0.1616964042186737,0,,,,,,
149,0.3220936954021454,0,,,,,,
159,0.17548899352550507,0,,,,,,
169,0.21096152067184448,0,,,,,,
179,0.2031654715538025,0,,,,,,
189,0.1785859316587448,0,,,,,,
199,0.20656156539916992,0,,,,,,
209,0.3100488781929016,0,,,,,,
219,0.20960071682929993,0,,,,,,
229,0.13785772025585175,0,,,,,,
239,0.2403261363506317,0,,,,,,
249,0.12194938957691193,0,,,,,,
259,0.17135025560855865,0,,,,,,
269,0.22678714990615845,0,,,,,,
279,0.2511720657348633,0,,,,,,
289,0.2473352551460266,0,,,,,,
299,0.15035808086395264,0,,,,,,
309,0.2245284914970398,0,,,,,,
319,0.17570149898529053,0,,,,,,
329,0.19352605938911438,0,,,,,,
339,0.11310885846614838,0,,,,,,
349,0.19406838715076447,0,,,,,,
351,,0,0.26026761531829834,0.3044615387916565,0.783927857875824,0.14498019218444824,0.20245398581027985,
359,0.17863084375858307,1,,,,,,
369,0.19582155346870422,1,,,,,,
379,0.10410354286432266,1,,,,,,
389,0.19767865538597107,1,,,,,,
399,0.09931675344705582,1,,,,,,
409,0.1890362948179245,1,,,,,,
419,0.14028394222259521,1,,,,,,
429,0.1468566656112671,1,,,,,,
439,0.11296257376670837,1,,,,,,
449,0.206888347864151,1,,,,,,
459,0.1459655612707138,1,,,,,,
469,0.1397210657596588,1,,,,,,
479,0.11669088155031204,1,,,,,,
489,0.09649472683668137,1,,,,,,
499,0.1735657900571823,1,,,,,,
509,0.16866160929203033,1,,,,,,
519,0.249093160033226,1,,,,,,
529,0.09982897341251373,1,,,,,,
539,0.19873496890068054,1,,,,,,
