train_loss,epoch,step,val_qa_bert_score,val_qa_em,val_qa_sas,val_loss,val_qa_answer_f1,test_loss
0.7633739709854126,0,9,,,,,,
0.19549459218978882,0,19,,,,,,
0.39947137236595154,0,29,,,,,,
0.27343788743019104,0,39,,,,,,
0.24134831130504608,0,49,,,,,,
0.3787362277507782,0,59,,,,,,
0.33274537324905396,0,69,,,,,,
0.33800122141838074,0,79,,,,,,
0.27757489681243896,0,89,,,,,,
0.20984402298927307,0,99,,,,,,
0.17580346763134003,0,109,,,,,,
0.21299700438976288,0,119,,,,,,
0.2600643038749695,0,129,,,,,,
0.2673572897911072,0,139,,,,,,
0.2435874193906784,0,149,,,,,,
0.19358575344085693,0,159,,,,,,
0.13578791916370392,0,169,,,,,,
0.11516831070184708,0,179,,,,,,
0.23933124542236328,0,189,,,,,,
0.1366444230079651,0,199,,,,,,
0.21649986505508423,0,209,,,,,,
0.22194582223892212,0,219,,,,,,
0.14484305679798126,0,229,,,,,,
0.24579831957817078,0,239,,,,,,
0.26149383187294006,0,249,,,,,,
0.17105907201766968,0,259,,,,,,
0.2226237654685974,0,269,,,,,,
0.13162316381931305,0,279,,,,,,
0.23656095564365387,0,289,,,,,,
0.23397208750247955,0,299,,,,,,
0.1515824794769287,0,309,,,,,,
0.19134174287319183,0,319,,,,,,
0.10065241158008575,0,329,,,,,,
0.18956801295280457,0,339,,,,,,
0.1509122997522354,0,349,,,,,,
0.1646883487701416,0,359,,,,,,
0.13549640774726868,0,369,,,,,,
0.19921886920928955,0,379,,,,,,
0.17101985216140747,0,389,,,,,,
0.12465266138315201,0,399,,,,,,
0.2400643527507782,0,409,,,,,,
0.19559121131896973,0,419,,,,,,
0.09154589474201202,0,429,,,,,,
0.18126554787158966,0,439,,,,,,
0.1151174008846283,0,449,,,,,,
0.35040590167045593,0,459,,,,,,
0.1384841501712799,0,469,,,,,,
0.09117837995290756,0,479,,,,,,
0.13567666709423065,0,489,,,,,,
0.16050556302070618,0,499,,,,,,
0.15177027881145477,0,509,,,,,,
0.17526721954345703,0,519,,,,,,
0.09799626469612122,0,529,,,,,,
0.1759072244167328,0,539,,,,,,
0.23251433670520782,0,549,,,,,,
0.150278240442276,0,559,,,,,,
0.1507570445537567,0,569,,,,,,
0.11766886711120605,0,579,,,,,,
0.14065158367156982,0,589,,,,,,
0.08041311800479889,0,599,,,,,,
0.14128278195858002,0,609,,,,,,
0.0907212495803833,0,619,,,,,,
0.17399783432483673,0,629,,,,,,
0.12651899456977844,0,639,,,,,,
0.07567109912633896,0,649,,,,,,
0.1382780373096466,0,659,,,,,,
0.11051095277070999,0,669,,,,,,
0.21228089928627014,0,679,,,,,,
0.14869962632656097,0,689,,,,,,
0.1022624596953392,0,699,,,,,,
0.10600815713405609,0,709,,,,,,
0.07866408675909042,0,719,,,,,,
0.09909061342477798,0,729,,,,,,
0.1389121264219284,0,739,,,,,,
0.24352554976940155,0,749,,,,,,
0.14760401844978333,0,759,,,,,,
0.11665729433298111,0,769,,,,,,
0.10832303762435913,0,779,,,,,,
0.12538568675518036,0,789,,,,,,
0.11434962600469589,0,799,,,,,,
0.22673267126083374,0,809,,,,,,
0.09967677295207977,0,819,,,,,,
0.11483803391456604,0,829,,,,,,
0.1034364327788353,0,839,,,,,,
0.21299490332603455,0,849,,,,,,
0.2113630473613739,0,859,,,,,,
0.18518060445785522,0,869,,,,,,
0.13114199042320251,0,879,,,,,,
0.08241073042154312,0,889,,,,,,
0.11693257093429565,0,899,,,,,,
0.08533288538455963,0,909,,,,,,
0.1169448122382164,0,919,,,,,,
0.0940515324473381,0,929,,,,,,
0.1598471701145172,0,939,,,,,,
0.11615440249443054,0,949,,,,,,
0.07594482600688934,0,959,,,,,,
0.12472475320100784,0,969,,,,,,
0.09638366103172302,0,979,,,,,,
0.16845782101154327,0,989,,,,,,
0.13998372852802277,0,999,,,,,,
0.11358016729354858,0,1009,,,,,,
0.14567497372627258,0,1019,,,,,,
0.09816454350948334,0,1029,,,,,,
0.15157032012939453,0,1039,,,,,,
0.0745508149266243,0,1049,,,,,,
0.1646580994129181,0,1059,,,,,,
0.1397932767868042,0,1069,,,,,,
