epoch,train_loss,step,val_qa_sas,val_qa_em,val_loss,val_qa_answer_f1,val_qa_bert_score,test_loss
0,0.6585105061531067,9,,,,,,
0,0.3475222885608673,19,,,,,,
0,0.2821628749370575,29,,,,,,
0,0.2770983874797821,39,,,,,,
0,0.25017696619033813,49,,,,,,
0,0.3434763550758362,59,,,,,,
0,0.13707207143306732,69,,,,,,
0,0.18228650093078613,79,,,,,,
0,0.13662514090538025,89,,,,,,
0,0.14598727226257324,99,,,,,,
0,0.2025141716003418,109,,,,,,
0,0.2486686110496521,119,,,,,,
0,0.18023981153964996,129,,,,,,
0,0.26645198464393616,139,,,,,,
0,0.21368816494941711,149,,,,,,
0,0.21947994828224182,159,,,,,,
0,0.31623247265815735,169,,,,,,
0,0.14943203330039978,179,,,,,,
0,0.25455576181411743,189,,,,,,
0,0.3091961741447449,199,,,,,,
0,0.1603848934173584,209,,,,,,
0,0.16187074780464172,219,,,,,,
0,0.3382190465927124,229,,,,,,
0,0.16228528320789337,239,,,,,,
0,0.15396304428577423,249,,,,,,
0,0.25375041365623474,259,,,,,,
0,0.1582343727350235,269,,,,,,
0,0.19752833247184753,279,,,,,,
0,0.2779753804206848,289,,,,,,
0,0.12532128393650055,299,,,,,,
0,0.20326507091522217,309,,,,,,
0,0.13291840255260468,319,,,,,,
0,0.172259122133255,329,,,,,,
0,0.15515974164009094,339,,,,,,
0,,344,0.35342341661453247,0.267983078956604,0.13952259719371796,0.31819024682044983,0.8025256991386414,
1,0.2333986610174179,349,,,,,,
1,0.19953782856464386,359,,,,,,
1,0.2174423336982727,369,,,,,,
1,0.18242011964321136,379,,,,,,
1,0.14425650238990784,389,,,,,,
1,0.1470373421907425,399,,,,,,
1,0.12847277522087097,409,,,,,,
1,0.12161409854888916,419,,,,,,
1,0.1533457487821579,429,,,,,,
1,0.22981952130794525,439,,,,,,
1,0.09255872666835785,449,,,,,,
1,0.16345156729221344,459,,,,,,
1,0.23514136672019958,469,,,,,,
1,0.10541018098592758,479,,,,,,
1,0.19015516340732574,489,,,,,,
1,0.17512957751750946,499,,,,,,
1,0.2554585635662079,509,,,,,,
1,0.16976939141750336,519,,,,,,
1,0.22525905072689056,529,,,,,,
1,0.14152361452579498,539,,,,,,
1,0.11816148459911346,549,,,,,,
1,0.13218429684638977,559,,,,,,
1,0.21675296127796173,569,,,,,,
1,0.12088804692029953,579,,,,,,
1,0.15004004538059235,589,,,,,,
1,0.14133869111537933,599,,,,,,
1,0.10337350517511368,609,,,,,,
1,0.17940178513526917,619,,,,,,
1,0.16969402134418488,629,,,,,,
1,0.14545151591300964,639,,,,,,
1,0.10490896552801132,649,,,,,,
1,0.14842236042022705,659,,,,,,
1,0.17024634778499603,669,,,,,,
1,0.12136955559253693,679,,,,,,
1,0.23569843173027039,689,,,,,,
1,,689,0.36741238832473755,0.2764456868171692,0.1182168498635292,0.3271392285823822,0.8043869733810425,
2,0.11892377585172653,699,,,,,,
2,0.08487310260534286,709,,,,,,
2,0.08168643712997437,719,,,,,,
2,0.07982075959444046,729,,,,,,
2,0.10445579886436462,739,,,,,,
2,0.15746331214904785,749,,,,,,
2,0.1221274584531784,759,,,,,,
2,0.0629434809088707,769,,,,,,
2,0.13198284804821014,779,,,,,,
2,0.11575672775506973,789,,,,,,
2,0.13131363689899445,799,,,,,,
2,0.07154835760593414,809,,,,,,
2,0.10387369245290756,819,,,,,,
2,0.08729125559329987,829,,,,,,
2,0.05905954912304878,839,,,,,,
2,0.07051625847816467,849,,,,,,
2,0.156962051987648,859,,,,,,
2,0.08150580525398254,869,,,,,,
2,0.1513511687517166,879,,,,,,
2,0.06729575991630554,889,,,,,,
2,0.09681123495101929,899,,,,,,
2,0.10694675147533417,909,,,,,,
2,0.10952524840831757,919,,,,,,
2,0.07547475397586823,929,,,,,,
2,0.0595141276717186,939,,,,,,
2,0.09481935203075409,949,,,,,,
2,0.12363865226507187,959,,,,,,
2,0.12353238463401794,969,,,,,,
2,0.10088319331407547,979,,,,,,
2,0.10846281051635742,989,,,,,,
2,0.08219856768846512,999,,,,,,
2,0.061879612505435944,1009,,,,,,
2,0.11976439505815506,1019,,,,,,
2,0.0652785375714302,1029,,,,,,
2,,1034,0.37424781918525696,0.2834978699684143,0.1192263588309288,0.33856919407844543,0.8074777126312256,
3,0.17197054624557495,1039,,,,,,
3,0.0936063751578331,1049,,,,,,
3,0.09658975899219513,1059,,,,,,
3,0.08141420036554337,1069,,,,,,
3,0.07526485621929169,1079,,,,,,
3,0.05031204596161842,1089,,,,,,
3,0.04569832608103752,1099,,,,,,
3,0.058933183550834656,1109,,,,,,
3,0.08041740953922272,1119,,,,,,
3,0.10075928270816803,1129,,,,,,
3,0.0601886510848999,1139,,,,,,
3,0.08820536732673645,1149,,,,,,
3,0.09286318719387054,1159,,,,,,
3,0.04900939762592316,1169,,,,,,
3,0.11617186665534973,1179,,,,,,
3,0.10371984541416168,1189,,,,,,
3,0.06663399189710617,1199,,,,,,
3,0.07339540868997574,1209,,,,,,
3,0.07496920973062515,1219,,,,,,
3,0.0606318823993206,1229,,,,,,
3,0.05312422662973404,1239,,,,,,
3,0.059791773557662964,1249,,,,,,
3,0.10785004496574402,1259,,,,,,
3,0.03681812062859535,1269,,,,,,
3,0.07120904326438904,1279,,,,,,
3,0.063507080078125,1289,,,,,,
3,0.051601607352495193,1299,,,,,,
3,0.058571480214595795,1309,,,,,,
3,0.05397466942667961,1319,,,,,,
3,0.07750353217124939,1329,,,,,,
3,0.054173246026039124,1339,,,,,,
3,0.07001467049121857,1349,,,,,,
3,0.06858419626951218,1359,,,,,,
3,0.05517648905515671,1369,,,,,,
3,0.05036582425236702,1379,,,,,,
3,,1379,0.3958975374698639,0.30747532844543457,0.12664896249771118,0.36077412962913513,0.8167081475257874,
4,0.06347271054983139,1389,,,,,,
4,0.043637555092573166,1399,,,,,,
4,0.037636466324329376,1409,,,,,,
4,0.04521634429693222,1419,,,,,,
4,0.05978192389011383,1429,,,,,,
4,0.06852523237466812,1439,,,,,,
4,0.0726734846830368,1449,,,,,,
4,0.029198842123150826,1459,,,,,,
4,0.08622978627681732,1469,,,,,,
4,0.06371107697486877,1479,,,,,,
4,0.06346465647220612,1489,,,,,,
4,0.041829608380794525,1499,,,,,,
4,0.04522070288658142,1509,,,,,,
4,0.04217198118567467,1519,,,,,,
4,0.036740247160196304,1529,,,,,,
4,0.03200007230043411,1539,,,,,,
4,0.052765700966119766,1549,,,,,,
4,0.03947167471051216,1559,,,,,,
4,0.05780007317662239,1569,,,,,,
4,0.02533724717795849,1579,,,,,,
4,0.06914257258176804,1589,,,,,,
4,0.04167281836271286,1599,,,,,,
4,0.0324874185025692,1609,,,,,,
4,0.04279828816652298,1619,,,,,,
4,0.03696342185139656,1629,,,,,,
4,0.030065033584833145,1639,,,,,,
4,0.029630202800035477,1649,,,,,,
4,0.04819139093160629,1659,,,,,,
4,0.061161041259765625,1669,,,,,,
4,0.033556513488292694,1679,,,,,,
4,0.04762871563434601,1689,,,,,,
4,0.02935824729502201,1699,,,,,,
4,0.03976745158433914,1709,,,,,,
4,0.050451524555683136,1719,,,,,,
4,,1724,0.40600016713142395,0.3187588155269623,0.1391286551952362,0.3725181818008423,0.8188835978507996,
5,,1725,,,,,,0.1391286551952362
