step,train_loss,epoch,val_qa_answer_f1,val_qa_em,val_qa_sas,val_loss,val_qa_bert_score,test_avg_qa_answer_f1,test_loss,test_avg_qa_sas,test_avg_qa_bert_score,test_avg_qa_em
9,0.3759671151638031,0,,,,,,,,,,
19,0.2510126233100891,0,,,,,,,,,,
29,0.18700025975704193,0,,,,,,,,,,
39,0.19922928512096405,0,,,,,,,,,,
49,0.1693064421415329,0,,,,,,,,,,
59,0.1629655957221985,0,,,,,,,,,,
69,0.11988644301891327,0,,,,,,,,,,
79,0.16473345458507538,0,,,,,,,,,,
89,0.1224408894777298,0,,,,,,,,,,
99,0.1899663358926773,0,,,,,,,,,,
109,0.16819941997528076,0,,,,,,,,,,
117,,0,0.44543078541755676,0.39047619700431824,0.5071536302566528,0.10594213008880615,0.871558666229248,,,,,
119,0.13525035977363586,1,,,,,,,,,,
129,0.15910924971103668,1,,,,,,,,,,
139,0.27270036935806274,1,,,,,,,,,,
149,0.1514137238264084,1,,,,,,,,,,
159,0.43970441818237305,1,,,,,,,,,,
169,0.23485808074474335,1,,,,,,,,,,
179,0.36764445900917053,1,,,,,,,,,,
189,0.11275658011436462,1,,,,,,,,,,
199,0.1351817548274994,1,,,,,,,,,,
209,0.09244924783706665,1,,,,,,,,,,
219,0.0703134536743164,1,,,,,,,,,,
229,0.08903656899929047,1,,,,,,,,,,
235,,1,0.49385538697242737,0.44380950927734375,0.5523242950439453,0.09720961004495621,0.8831766843795776,,,,,
239,0.25099799036979675,2,,,,,,,,,,
249,0.10842783749103546,2,,,,,,,,,,
259,0.20937304198741913,2,,,,,,,,,,
269,0.13193342089653015,2,,,,,,,,,,
279,0.16505996882915497,2,,,,,,,,,,
289,0.26284313201904297,2,,,,,,,,,,
299,0.10151636600494385,2,,,,,,,,,,
309,0.2553940415382385,2,,,,,,,,,,
319,0.09258323907852173,2,,,,,,,,,,
329,0.07337235659360886,2,,,,,,,,,,
339,0.1445830911397934,2,,,,,,,,,,
349,0.23844538629055023,2,,,,,,,,,,
353,,2,0.5361774563789368,0.48380953073501587,0.5950210094451904,0.09115640074014664,0.894689679145813,,,,,
359,0.10174278914928436,3,,,,,,,,,,
369,0.1463729590177536,3,,,,,,,,,,
379,0.11891419440507889,3,,,,,,,,,,
389,0.21845532953739166,3,,,,,,,,,,
399,0.1177780032157898,3,,,,,,,,,,
409,0.0835869237780571,3,,,,,,,,,,
419,0.09585754573345184,3,,,,,,,,,,
429,0.08189718425273895,3,,,,,,,,,,
439,0.09389584511518478,3,,,,,,,,,,
449,0.07616699486970901,3,,,,,,,,,,
459,0.08530887216329575,3,,,,,,,,,,
469,0.08717653900384903,3,,,,,,,,,,
471,,3,0.5539551377296448,0.5047619342803955,0.6060028672218323,0.08916289359331131,0.8982686996459961,,,,,
479,0.11836809664964676,4,,,,,,,,,,
489,0.28319138288497925,4,,,,,,,,,,
499,0.05585136637091637,4,,,,,,,,,,
509,0.09040916711091995,4,,,,,,,,,,
519,0.11597813665866852,4,,,,,,,,,,
529,0.07467418164014816,4,,,,,,,,,,
539,0.3479941189289093,4,,,,,,,,,,
549,0.10174129903316498,4,,,,,,,,,,
559,0.09998933970928192,4,,,,,,,,,,
569,0.09995246678590775,4,,,,,,,,,,
579,0.06271416693925858,4,,,,,,,,,,
589,0.12570558488368988,4,,,,,,,,,,
589,,4,0.5595507025718689,0.5104761719703674,0.6061862707138062,0.08911082148551941,0.8985722661018372,,,,,
590,,5,,,,,,0.5595507025718689,0.08911082148551941,0.6061862707138062,0.8985722661018372,0.5104761719703674
