epoch,train_loss,step,val_qa_sas,val_qa_em,val_loss,val_qa_answer_f1,val_qa_bert_score,test_loss
0,0.6841147541999817,9,,,,,,
0,0.5000195503234863,19,,,,,,
0,0.704293966293335,29,,,,,,
0,0.2024683952331543,39,,,,,,
0,0.33677852153778076,49,,,,,,
0,0.3092389404773712,59,,,,,,
0,0.16645731031894684,69,,,,,,
0,0.13380317389965057,79,,,,,,
0,0.24151156842708588,89,,,,,,
0,0.26105594635009766,99,,,,,,
0,0.21800200641155243,109,,,,,,
0,0.19462938606739044,119,,,,,,
0,0.3872491419315338,129,,,,,,
0,0.3080819845199585,139,,,,,,
0,0.1902899444103241,149,,,,,,
0,0.19895608723163605,159,,,,,,
0,0.1766899675130844,169,,,,,,
0,0.2580210864543915,179,,,,,,
0,0.2542915642261505,189,,,,,,
0,0.201152041554451,199,,,,,,
0,0.24568785727024078,209,,,,,,
0,0.2217542678117752,219,,,,,,
0,0.20998667180538177,229,,,,,,
0,0.25077715516090393,239,,,,,,
0,0.14350207149982452,249,,,,,,
0,0.166623055934906,259,,,,,,
0,0.13495062291622162,269,,,,,,
0,0.12299198657274246,279,,,,,,
0,0.20965148508548737,289,,,,,,
0,0.18238455057144165,299,,,,,,
0,0.15270352363586426,309,,,,,,
0,0.16945615410804749,319,,,,,,
0,0.23650811612606049,329,,,,,,
0,,338,0.31967487931251526,0.2128777951002121,0.12775927782058716,0.28038105368614197,0.7880979180335999,
1,0.16196264326572418,339,,,,,,
1,0.19020956754684448,349,,,,,,
1,0.12576192617416382,359,,,,,,
1,0.1234361007809639,369,,,,,,
1,0.15027622878551483,379,,,,,,
1,0.3114486038684845,389,,,,,,
1,0.1426115185022354,399,,,,,,
1,0.16688166558742523,409,,,,,,
1,0.1583917737007141,419,,,,,,
1,0.10014209151268005,429,,,,,,
1,0.12753084301948547,439,,,,,,
1,0.09863726794719696,449,,,,,,
1,0.16088472306728363,459,,,,,,
1,0.21602539718151093,469,,,,,,
1,0.18165063858032227,479,,,,,,
1,0.2811933755874634,489,,,,,,
1,0.18541289865970612,499,,,,,,
1,0.1514197587966919,509,,,,,,
1,0.13283921778202057,519,,,,,,
1,0.2397911548614502,529,,,,,,
1,0.16827799379825592,539,,,,,,
1,0.11285688728094101,549,,,,,,
1,0.12314039468765259,559,,,,,,
1,0.1423465758562088,569,,,,,,
1,0.2732350826263428,579,,,,,,
1,0.2027134746313095,589,,,,,,
1,0.08137651532888412,599,,,,,,
1,0.0888671725988388,609,,,,,,
1,0.23172394931316376,619,,,,,,
1,0.13943380117416382,629,,,,,,
1,0.11110135167837143,639,,,,,,
1,0.41834619641304016,649,,,,,,
1,0.2055925875902176,659,,,,,,
1,0.15880589187145233,669,,,,,,
1,,677,0.3673117458820343,0.2562417984008789,0.10948559641838074,0.31642648577690125,0.7977892756462097,
2,0.08470164984464645,679,,,,,,
2,0.09962717443704605,689,,,,,,
2,0.12284012883901596,699,,,,,,
2,0.15646986663341522,709,,,,,,
2,0.1143532320857048,719,,,,,,
2,0.07794339954853058,729,,,,,,
2,0.11653370410203934,739,,,,,,
2,0.0801384449005127,749,,,,,,
2,0.10689796507358551,759,,,,,,
2,0.12403557449579239,769,,,,,,
2,0.12233376502990723,779,,,,,,
2,0.08378713577985764,789,,,,,,
2,0.09155582636594772,799,,,,,,
2,0.08293616026639938,809,,,,,,
2,0.15211980044841766,819,,,,,,
2,0.11600583791732788,829,,,,,,
2,0.10947120934724808,839,,,,,,
2,0.11854032427072525,849,,,,,,
