train_loss,step,epoch,val_qa_sas,val_qa_bert_score,val_qa_em,val_qa_answer_f1,val_loss,test_loss
0.5983822345733643,9,0,,,,,,
0.6975522041320801,19,0,,,,,,
0.20635667443275452,29,0,,,,,,
0.33247336745262146,39,0,,,,,,
0.28465840220451355,49,0,,,,,,
0.5239332318305969,59,0,,,,,,
0.18716678023338318,69,0,,,,,,
0.4921583831310272,79,0,,,,,,
0.5224664807319641,89,0,,,,,,
0.3065986633300781,99,0,,,,,,
0.2816126048564911,109,0,,,,,,
0.15434420108795166,119,0,,,,,,
0.20400497317314148,129,0,,,,,,
0.3581121563911438,139,0,,,,,,
0.21109668910503387,149,0,,,,,,
0.2633522152900696,159,0,,,,,,
0.2472878247499466,169,0,,,,,,
0.23224976658821106,179,0,,,,,,
0.24227912724018097,189,0,,,,,,
0.19432415068149567,199,0,,,,,,
0.19493414461612701,209,0,,,,,,
,216,0,0.6379496455192566,0.8699904084205627,0.2795388996601105,0.5710099339485168,0.1519632786512375,
0.15273620188236237,219,1,,,,,,
0.27880367636680603,229,1,,,,,,
0.2680303752422333,239,1,,,,,,
0.11912102997303009,249,1,,,,,,
0.3975309133529663,259,1,,,,,,
0.28800898790359497,269,1,,,,,,
0.29347163438796997,279,1,,,,,,
0.5399773716926575,289,1,,,,,,
0.2639999985694885,299,1,,,,,,
0.2564266622066498,309,1,,,,,,
0.21425339579582214,319,1,,,,,,
0.2532362937927246,329,1,,,,,,
0.22284552454948425,339,1,,,,,,
0.3047685921192169,349,1,,,,,,
0.13665209710597992,359,1,,,,,,
0.2587974965572357,369,1,,,,,,
0.13150855898857117,379,1,,,,,,
0.32462653517723083,389,1,,,,,,
0.12025092542171478,399,1,,,,,,
0.15840625762939453,409,1,,,,,,
0.30901920795440674,419,1,,,,,,
0.1789151281118393,429,1,,,,,,
,433,1,0.6588224768638611,0.8809314370155334,0.36023053526878357,0.6055811047554016,0.13524295389652252,
0.1752500981092453,439,2,,,,,,
0.24399836361408234,449,2,,,,,,
0.05327711999416351,459,2,,,,,,
0.12905603647232056,469,2,,,,,,
0.3595181107521057,479,2,,,,,,
0.16008110344409943,489,2,,,,,,
0.3665130138397217,499,2,,,,,,
0.24416939914226532,509,2,,,,,,
0.15995289385318756,519,2,,,,,,
0.1570543348789215,529,2,,,,,,
0.13900576531887054,539,2,,,,,,
0.27446597814559937,549,2,,,,,,
0.1469385325908661,559,2,,,,,,
0.1023067906498909,569,2,,,,,,
0.1518499106168747,579,2,,,,,,
0.18474158644676208,589,2,,,,,,
0.05352138355374336,599,2,,,,,,
0.11698596179485321,609,2,,,,,,
0.10719000548124313,619,2,,,,,,
0.2831210494041443,629,2,,,,,,
0.20026569068431854,639,2,,,,,,
0.15699942409992218,649,2,,,,,,
,650,2,0.6575341820716858,0.880918562412262,0.3717579245567322,0.60645592212677,0.1262206882238388,
0.26044341921806335,659,3,,,,,,
0.11966854333877563,669,3,,,,,,
0.15657715499401093,679,3,,,,,,
0.3350287973880768,689,3,,,,,,
0.15029963850975037,699,3,,,,,,
0.14982429146766663,709,3,,,,,,
0.05098944902420044,719,3,,,,,,
0.04846124351024628,729,3,,,,,,
0.11978555470705032,739,3,,,,,,
0.09661685675382614,749,3,,,,,,
0.11198456585407257,759,3,,,,,,
0.11691810935735703,769,3,,,,,,
0.15474458038806915,779,3,,,,,,
0.08154165744781494,789,3,,,,,,
0.030299445614218712,799,3,,,,,,
0.08526980876922607,809,3,,,,,,
0.1894180178642273,819,3,,,,,,
0.41335511207580566,829,3,,,,,,
0.044649139046669006,839,3,,,,,,
0.11063649505376816,849,3,,,,,,
0.09071851521730423,859,3,,,,,,
,867,3,0.6492985486984253,0.8789147734642029,0.3631123900413513,0.59653639793396,0.13533487915992737,
0.03814347833395004,869,4,,,,,,
0.031942494213581085,879,4,,,,,,
0.1819145232439041,889,4,,,,,,
0.5392812490463257,899,4,,,,,,
0.2292068749666214,909,4,,,,,,
0.08692096173763275,919,4,,,,,,
0.09881601482629776,929,4,,,,,,
0.03180699422955513,939,4,,,,,,
0.050185807049274445,949,4,,,,,,
0.024752987548708916,959,4,,,,,,
0.07416323572397232,969,4,,,,,,
0.014163010753691196,979,4,,,,,,
0.07785134017467499,989,4,,,,,,
0.20346057415008545,999,4,,,,,,
0.025388170033693314,1009,4,,,,,,
0.035464875400066376,1019,4,,,,,,
0.04275280237197876,1029,4,,,,,,
0.11018770933151245,1039,4,,,,,,
0.07218151539564133,1049,4,,,,,,
0.044504474848508835,1059,4,,,,,,
0.02147962525486946,1069,4,,,,,,
0.049347229301929474,1079,4,,,,,,
,1084,4,0.6674669981002808,0.8841345906257629,0.38616713881492615,0.6136288642883301,0.1519380509853363,
,1085,5,,,,,,0.1519380509853363
