train_loss,epoch,step,val_qa_bert_score,val_qa_sas,val_loss,val_qa_em,val_qa_answer_f1,test_loss
0.5987780094146729,0,9,,,,,,
0.5831214189529419,0,19,,,,,,
0.549070417881012,0,29,,,,,,
0.2825101613998413,0,39,,,,,,
0.33824971318244934,0,49,,,,,,
0.3089536130428314,0,59,,,,,,
0.432410329580307,0,69,,,,,,
0.6691323518753052,0,79,,,,,,
0.5531790852546692,0,89,,,,,,
0.4101882576942444,0,99,,,,,,
,0,99,0.8559120297431946,0.5699320435523987,0.3451625108718872,0.4146341383457184,0.5560460090637207,
0.2320765107870102,1,109,,,,,,
0.12132935971021652,1,119,,,,,,
0.8110501766204834,1,129,,,,,,
0.2777789533138275,1,139,,,,,,
0.42152419686317444,1,149,,,,,,
0.69636470079422,1,159,,,,,,
0.4127921164035797,1,169,,,,,,
0.5045684576034546,1,179,,,,,,
0.7059704065322876,1,189,,,,,,
0.2874734699726105,1,199,,,,,,
,1,199,0.8647544384002686,0.5903916954994202,0.3276047110557556,0.4390243887901306,0.5800944566726685,
0.11234096437692642,2,209,,,,,,
0.08814568817615509,2,219,,,,,,
0.42476096749305725,2,229,,,,,,
0.17108950018882751,2,239,,,,,,
0.20970217883586884,2,249,,,,,,
0.5105550289154053,2,259,,,,,,
0.23209929466247559,2,269,,,,,,
0.2971075773239136,2,279,,,,,,
0.4973965287208557,2,289,,,,,,
0.2082349807024002,2,299,,,,,,
,2,299,0.8641685843467712,0.5922672748565674,0.33118295669555664,0.44308942556381226,0.5776702165603638,
0.05374912545084953,3,309,,,,,,
0.07041078060865402,3,319,,,,,,
0.26427534222602844,3,329,,,,,,
0.12608002126216888,3,339,,,,,,
0.10421707481145859,3,349,,,,,,
0.3658813238143921,3,359,,,,,,
0.12025731056928635,3,369,,,,,,
0.19088537991046906,3,379,,,,,,
0.32093653082847595,3,389,,,,,,
0.1283627301454544,3,399,,,,,,
,3,399,0.8656032681465149,0.5993061661720276,0.3440253436565399,0.4471544623374939,0.5835355520248413,
0.023822372779250145,4,409,,,,,,
0.055366143584251404,4,419,,,,,,
0.17505159974098206,4,429,,,,,,
0.08488833159208298,4,439,,,,,,
0.04201715439558029,4,449,,,,,,
0.2084137350320816,4,459,,,,,,
0.04259159788489342,4,469,,,,,,
0.10025285184383392,4,479,,,,,,
0.17536377906799316,4,489,,,,,,
0.08500383049249649,4,499,,,,,,
,4,499,0.8635477423667908,0.6070346832275391,0.36839136481285095,0.4471544623374939,0.5832719206809998,
,5,500,,,,,,0.36839136481285095
