train_loss,epoch,step,val_qa_em,val_qa_bert_score,val_qa_answer_f1,val_loss,val_qa_sas
0.4379259943962097,0,9,,,,,
0.22078776359558105,0,19,,,,,
0.26552513241767883,0,29,,,,,
0.1684635877609253,0,39,,,,,
0.2980523407459259,0,49,,,,,
0.46420833468437195,0,59,,,,,
0.35364335775375366,0,69,,,,,
0.2162446230649948,0,79,,,,,
0.27868205308914185,0,89,,,,,
0.2859560251235962,0,99,,,,,
0.12971821427345276,0,109,,,,,
0.1887151002883911,0,119,,,,,
0.2132796347141266,0,129,,,,,
0.362094521522522,0,139,,,,,
0.14956039190292358,0,149,,,,,
0.13693195581436157,0,159,,,,,
0.19111454486846924,0,169,,,,,
0.0870673730969429,0,179,,,,,
0.18695557117462158,0,189,,,,,
0.13609792292118073,0,199,,,,,
0.25702667236328125,0,209,,,,,
0.15958957374095917,0,219,,,,,
0.1022261381149292,0,229,,,,,
0.2399667501449585,0,239,,,,,
0.21226945519447327,0,249,,,,,
0.12366357445716858,0,259,,,,,
0.16665613651275635,0,269,,,,,
0.0815412774682045,0,279,,,,,
0.19102677702903748,0,289,,,,,
0.22065891325473785,0,299,,,,,
0.15549248456954956,0,309,,,,,
0.18656902015209198,0,319,,,,,
0.07599824666976929,0,329,,,,,
0.1623396873474121,0,339,,,,,
0.09051589667797089,0,349,,,,,
0.11324871331453323,0,359,,,,,
0.10987015813589096,0,369,,,,,
0.14374221861362457,0,379,,,,,
0.10391318798065186,0,389,,,,,
0.08250454813241959,0,399,,,,,
0.15167249739170074,0,409,,,,,
0.1416628211736679,0,419,,,,,
0.09715445339679718,0,429,,,,,
0.12294046580791473,0,439,,,,,
0.07074475288391113,0,449,,,,,
0.23147137463092804,0,459,,,,,
0.10310716181993484,0,469,,,,,
0.07264626771211624,0,479,,,,,
0.16029147803783417,0,489,,,,,
0.10897333174943924,0,499,,,,,
0.15459081530570984,0,509,,,,,
0.09621749818325043,0,519,,,,,
0.08604640513658524,0,529,,,,,
0.16496148705482483,0,539,,,,,
0.08434999734163284,0,549,,,,,
0.11490503698587418,0,559,,,,,
0.1853850781917572,0,569,,,,,
0.07839129865169525,0,579,,,,,
0.10910651087760925,0,589,,,,,
0.08102596551179886,0,599,,,,,
0.08879517763853073,0,609,,,,,
0.04666835814714432,0,619,,,,,
0.1523064821958542,0,629,,,,,
0.10796446353197098,0,639,,,,,
0.11345561593770981,0,649,,,,,
0.09389951080083847,0,659,,,,,
0.08714466542005539,0,669,,,,,
0.16412664949893951,0,679,,,,,
0.12740902602672577,0,689,,,,,
0.07807940244674683,0,699,,,,,
0.04378361999988556,0,709,,,,,
0.08143485337495804,0,719,,,,,
0.07833898812532425,0,729,,,,,
0.0894569605588913,0,739,,,,,
0.18300968408584595,0,749,,,,,
0.060893718153238297,0,759,,,,,
0.06269610673189163,0,769,,,,,
0.13546328246593475,0,779,,,,,
0.10469365864992142,0,789,,,,,
0.06401551514863968,0,799,,,,,
0.13257046043872833,0,809,,,,,
0.05812409520149231,0,819,,,,,
0.06634046137332916,0,829,,,,,
0.07183835655450821,0,839,,,,,
0.1586311161518097,0,849,,,,,
0.17952093482017517,0,859,,,,,
0.15150770545005798,0,869,,,,,
0.06028879061341286,0,879,,,,,
0.10549863427877426,0,889,,,,,
0.11791358143091202,0,899,,,,,
0.05765138193964958,0,909,,,,,
0.07150903344154358,0,919,,,,,
0.08284342288970947,0,929,,,,,
0.1007378026843071,0,939,,,,,
0.09101766347885132,0,949,,,,,
0.07718934118747711,0,959,,,,,
0.09590508788824081,0,969,,,,,
0.07785607874393463,0,979,,,,,
0.1565491408109665,0,989,,,,,
0.07578456401824951,0,999,,,,,
0.06032770499587059,0,1009,,,,,
0.06686067581176758,0,1019,,,,,
0.08981645852327347,0,1029,,,,,
0.0752001702785492,0,1039,,,,,
0.05967729538679123,0,1049,,,,,
0.07533974200487137,0,1059,,,,,
0.12018971890211105,0,1069,,,,,
0.08854719251394272,0,1079,,,,,
0.08536183089017868,0,1089,,,,,
0.20483028888702393,0,1099,,,,,
0.05416546016931534,0,1109,,,,,
0.08209523558616638,0,1119,,,,,
0.0476275309920311,0,1129,,,,,
0.11832240968942642,0,1139,,,,,
0.047076959162950516,0,1149,,,,,
0.0772785171866417,0,1159,,,,,
0.04740018770098686,0,1169,,,,,
0.045932330191135406,0,1179,,,,,
0.16385138034820557,0,1189,,,,,
0.05056556686758995,0,1199,,,,,
0.09130915254354477,0,1209,,,,,
0.0905403420329094,0,1219,,,,,
0.10313701629638672,0,1229,,,,,
0.08104851841926575,0,1239,,,,,
0.07706447690725327,0,1249,,,,,
0.06683395057916641,0,1259,,,,,
0.08498024940490723,0,1269,,,,,
0.05974040925502777,0,1279,,,,,
0.1622811257839203,0,1289,,,,,
0.10230439901351929,0,1299,,,,,
0.07838317006826401,0,1309,,,,,
0.09302493184804916,0,1319,,,,,
0.06437647342681885,0,1329,,,,,
0.03936503827571869,0,1339,,,,,
0.06694750487804413,0,1349,,,,,
0.09010730683803558,0,1359,,,,,
0.04315871745347977,0,1369,,,,,
0.06234912574291229,0,1379,,,,,
0.1261638104915619,0,1389,,,,,
0.04546546936035156,0,1399,,,,,
0.034809380769729614,0,1409,,,,,
0.10160721093416214,0,1419,,,,,
nan,0,1429,,,,,
0.13840706646442413,0,1439,,,,,
0.060674987733364105,0,1449,,,,,
0.05399365723133087,0,1459,,,,,
0.06178897246718407,0,1469,,,,,
nan,0,1479,,,,,
0.034453134983778,0,1489,,,,,
0.062157679349184036,0,1499,,,,,
0.09632503241300583,0,1509,,,,,
0.034792814403772354,0,1519,,,,,
0.044976405799388885,0,1529,,,,,
0.05929693952202797,0,1539,,,,,
0.0628773644566536,0,1549,,,,,
0.06979908049106598,0,1559,,,,,
nan,0,1569,,,,,
0.08314286172389984,0,1579,,,,,
0.10501668602228165,0,1589,,,,,
0.14950035512447357,0,1599,,,,,
nan,0,1609,,,,,
0.055169686675071716,0,1619,,,,,
0.08348017930984497,0,1629,,,,,
0.0617242269217968,0,1639,,,,,
0.055558059364557266,0,1649,,,,,
0.0900990292429924,0,1659,,,,,
0.09085124731063843,0,1669,,,,,
0.06875379383563995,0,1679,,,,,
nan,0,1689,,,,,
0.08632396161556244,0,1699,,,,,
0.11292903870344162,0,1709,,,,,
,0,1712,0.34201955795288086,0.8264671564102173,0.40032002329826355,0.10983557254076004,0.4352402985095978
0.0463327057659626,1,1719,,,,,
0.05472029000520706,1,1729,,,,,
0.044225964695215225,1,1739,,,,,
0.05321881175041199,1,1749,,,,,
0.06664308905601501,1,1759,,,,,
0.0540270060300827,1,1769,,,,,
0.05803006514906883,1,1779,,,,,
0.0745815709233284,1,1789,,,,,
nan,1,1799,,,,,
0.047652214765548706,1,1809,,,,,
0.07023126631975174,1,1819,,,,,
0.026838460937142372,1,1829,,,,,
0.07504945993423462,1,1839,,,,,
0.06140048801898956,1,1849,,,,,
nan,1,1859,,,,,
nan,1,1869,,,,,
0.07002519816160202,1,1879,,,,,
0.12278366088867188,1,1889,,,,,
0.08109960705041885,1,1899,,,,,
0.040696948766708374,1,1909,,,,,
0.0687362402677536,1,1919,,,,,
0.060298286378383636,1,1929,,,,,
0.08084279298782349,1,1939,,,,,
0.06361348927021027,1,1949,,,,,
0.08250238001346588,1,1959,,,,,
0.025789756327867508,1,1969,,,,,
0.09532735496759415,1,1979,,,,,
0.05951502174139023,1,1989,,,,,
nan,1,1999,,,,,
0.035001639276742935,1,2009,,,,,
0.039883654564619064,1,2019,,,,,
0.04908521845936775,1,2029,,,,,
0.03941946476697922,1,2039,,,,,
0.04749821871519089,1,2049,,,,,
0.09665890783071518,1,2059,,,,,
0.049493398517370224,1,2069,,,,,
0.0808597281575203,1,2079,,,,,
0.07457755506038666,1,2089,,,,,
nan,1,2099,,,,,
nan,1,2109,,,,,
0.0855843648314476,1,2119,,,,,
0.07307109981775284,1,2129,,,,,
0.04886098951101303,1,2139,,,,,
0.048224836587905884,1,2149,,,,,
0.05833732709288597,1,2159,,,,,
0.07333923131227493,1,2169,,,,,
0.04908233508467674,1,2179,,,,,
0.08202524483203888,1,2189,,,,,
0.09958671778440475,1,2199,,,,,
nan,1,2209,,,,,
0.06657494604587555,1,2219,,,,,
0.05879165604710579,1,2229,,,,,
0.09617188572883606,1,2239,,,,,
0.033364828675985336,1,2249,,,,,
0.09687066078186035,1,2259,,,,,
0.053837552666664124,1,2269,,,,,
0.050874173641204834,1,2279,,,,,
0.07996222376823425,1,2289,,,,,
0.04528528079390526,1,2299,,,,,
0.1309482455253601,1,2309,,,,,
0.06704199314117432,1,2319,,,,,
0.12841597199440002,1,2329,,,,,
0.05552450194954872,1,2339,,,,,
0.08439204096794128,1,2349,,,,,
0.042113203555345535,1,2359,,,,,
0.05295338109135628,1,2369,,,,,
0.034963175654411316,1,2379,,,,,
0.07059166580438614,1,2389,,,,,
nan,1,2399,,,,,
0.056410837918519974,1,2409,,,,,
0.03872952610254288,1,2419,,,,,
0.05375978723168373,1,2429,,,,,
0.03012157790362835,1,2439,,,,,
0.05921926349401474,1,2449,,,,,
0.08232531696557999,1,2459,,,,,
0.05639598146080971,1,2469,,,,,
0.0989469513297081,1,2479,,,,,
0.047074154019355774,1,2489,,,,,
0.16890305280685425,1,2499,,,,,
0.09102331846952438,1,2509,,,,,
0.06869132071733475,1,2519,,,,,
nan,1,2529,,,,,
0.08436884731054306,1,2539,,,,,
0.043443068861961365,1,2549,,,,,
0.058473117649555206,1,2559,,,,,
nan,1,2569,,,,,
nan,1,2579,,,,,
nan,1,2589,,,,,
nan,1,2599,,,,,
nan,1,2609,,,,,
nan,1,2619,,,,,
nan,1,2629,,,,,
nan,1,2639,,,,,
nan,1,2649,,,,,
nan,1,2659,,,,,
nan,1,2669,,,,,
nan,1,2679,,,,,
nan,1,2689,,,,,
nan,1,2699,,,,,
nan,1,2709,,,,,
nan,1,2719,,,,,
nan,1,2729,,,,,
nan,1,2739,,,,,
nan,1,2749,,,,,
nan,1,2759,,,,,
nan,1,2769,,,,,
nan,1,2779,,,,,
nan,1,2789,,,,,
nan,1,2799,,,,,
nan,1,2809,,,,,
nan,1,2819,,,,,
nan,1,2829,,,,,
nan,1,2839,,,,,
nan,1,2849,,,,,
nan,1,2859,,,,,
nan,1,2869,,,,,
nan,1,2879,,,,,
nan,1,2889,,,,,
nan,1,2899,,,,,
nan,1,2909,,,,,
nan,1,2919,,,,,
nan,1,2929,,,,,
nan,1,2939,,,,,
nan,1,2949,,,,,
nan,1,2959,,,,,
nan,1,2969,,,,,
nan,1,2979,,,,,
nan,1,2989,,,,,
nan,1,2999,,,,,
nan,1,3009,,,,,
nan,1,3019,,,,,
nan,1,3029,,,,,
nan,1,3039,,,,,
nan,1,3049,,,,,
nan,1,3059,,,,,
nan,1,3069,,,,,
nan,1,3079,,,,,
nan,1,3089,,,,,
nan,1,3099,,,,,
nan,1,3109,,,,,
nan,1,3119,,,,,
nan,1,3129,,,,,
nan,1,3139,,,,,
nan,1,3149,,,,,
nan,1,3159,,,,,
nan,1,3169,,,,,
nan,1,3179,,,,,
nan,1,3189,,,,,
nan,1,3199,,,,,
nan,1,3209,,,,,
nan,1,3219,,,,,
nan,1,3229,,,,,
nan,1,3239,,,,,
nan,1,3249,,,,,
nan,1,3259,,,,,
nan,1,3269,,,,,
nan,1,3279,,,,,
nan,1,3289,,,,,
nan,1,3299,,,,,
nan,1,3309,,,,,
nan,1,3319,,,,,
nan,1,3329,,,,,
nan,1,3339,,,,,
nan,1,3349,,,,,
nan,1,3359,,,,,
nan,1,3369,,,,,
nan,1,3379,,,,,
nan,1,3389,,,,,
nan,1,3399,,,,,
nan,1,3409,,,,,
nan,1,3419,,,,,
