epoch,step,train_loss,val_loss,val_qa_bert_score,val_qa_em,val_qa_sas,val_qa_answer_f1,test_loss
0,9,0.8150690793991089,,,,,,
0,19,0.9887170195579529,,,,,,
0,29,0.42802003026008606,,,,,,
0,39,0.2694166302680969,,,,,,
0,49,0.3699985444545746,,,,,,
0,59,0.28647246956825256,,,,,,
0,69,0.4201512336730957,,,,,,
0,79,0.44063591957092285,,,,,,
0,89,0.27000921964645386,,,,,,
0,99,0.5639864802360535,,,,,,
0,109,0.1736067831516266,,,,,,
0,119,0.28522950410842896,,,,,,
0,129,0.29308176040649414,,,,,,
0,139,0.39255696535110474,,,,,,
0,149,0.4660392701625824,,,,,,
0,159,0.2067301720380783,,,,,,
0,169,0.28695008158683777,,,,,,
0,179,0.3200526833534241,,,,,,
0,189,0.2374255359172821,,,,,,
0,199,0.2552028000354767,,,,,,
0,209,0.5425063371658325,,,,,,
0,219,0.2958545684814453,,,,,,
0,229,0.46311917901039124,,,,,,
0,239,0.26184403896331787,,,,,,
0,249,0.2181621938943863,,,,,,
0,259,0.2689478099346161,,,,,,
0,269,0.08652737736701965,,,,,,
0,279,0.5938542485237122,,,,,,
0,289,0.28676289319992065,,,,,,
0,299,0.1294516772031784,,,,,,
0,309,0.5322708487510681,,,,,,
0,319,0.06055113300681114,,,,,,
0,329,0.49381303787231445,,,,,,
0,339,0.19259487092494965,,,,,,
0,349,0.06534845381975174,,,,,,
0,359,0.1206575259566307,,,,,,
0,359,,0.11566387861967087,0.8745899200439453,0.4367816150188446,0.6081216931343079,0.575409471988678,
1,369,0.12507329881191254,,,,,,
1,379,0.08994080126285553,,,,,,
1,389,0.22557257115840912,,,,,,
1,399,0.341691792011261,,,,,,
1,409,0.132215678691864,,,,,,
1,419,0.20377108454704285,,,,,,
1,429,2.739431619644165,,,,,,
1,439,0.04248525947332382,,,,,,
1,449,0.15935491025447845,,,,,,
1,459,0.17488543689250946,,,,,,
1,469,1.0279291868209839,,,,,,
1,479,0.1606614589691162,,,,,,
1,489,0.25720271468162537,,,,,,
1,499,1.391898512840271,,,,,,
1,509,0.027292555198073387,,,,,,
1,519,0.22161133587360382,,,,,,
1,529,0.18692801892757416,,,,,,
1,539,0.5694735050201416,,,,,,
1,549,0.237178772687912,,,,,,
1,559,0.2644762396812439,,,,,,
1,569,0.16123421490192413,,,,,,
1,579,0.19360005855560303,,,,,,
1,589,0.1550029218196869,,,,,,
1,599,0.13549968600273132,,,,,,
1,609,0.07034087926149368,,,,,,
1,619,0.20721104741096497,,,,,,
1,629,0.10965493321418762,,,,,,
1,639,0.7704712748527527,,,,,,
1,649,nan,,,,,,
1,659,0.5256744623184204,,,,,,
1,669,0.08069837838411331,,,,,,
1,679,0.061237938702106476,,,,,,
1,689,0.09251179546117783,,,,,,
1,699,0.11022122204303741,,,,,,
1,709,0.17059636116027832,,,,,,
1,719,0.046170253306627274,,,,,,
