epoch,step,train_loss,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,val_loss,val_qa_em,test_avg_qa_em,test_avg_qa_bert_score,test_avg_qa_answer_f1,test_avg_qa_sas,test_loss
0,9,0.34823504090309143,,,,,,,,,,
0,19,0.29130372405052185,,,,,,,,,,
0,29,0.14439156651496887,,,,,,,,,,
0,39,0.11805333197116852,,,,,,,,,,
0,49,0.21570508182048798,,,,,,,,,,
0,59,0.09393256157636642,,,,,,,,,,
0,69,0.09775936603546143,,,,,,,,,,
0,79,0.1505027860403061,,,,,,,,,,
0,89,0.11006493866443634,,,,,,,,,,
0,93,,0.5642607808113098,0.5966796875,0.9027824997901917,0.08912855386734009,0.5235602259635925,,,,,
1,99,0.2589466869831085,,,,,,,,,,
1,109,0.09198316931724548,,,,,,,,,,
1,119,0.08689375966787338,,,,,,,,,,
1,129,0.13102950155735016,,,,,,,,,,
1,139,0.10321187973022461,,,,,,,,,,
1,149,0.07327625155448914,,,,,,,,,,
1,159,0.06352385878562927,,,,,,,,,,
1,169,0.08814205974340439,,,,,,,,,,
1,179,0.08742111176252365,,,,,,,,,,
1,187,,0.6046817302703857,0.6364338994026184,0.911321222782135,0.08426700532436371,0.5680628418922424,,,,,
2,189,0.13424012064933777,,,,,,,,,,
2,199,0.10129649937152863,,,,,,,,,,
2,209,0.05789770558476448,,,,,,,,,,
2,219,0.10538959503173828,,,,,,,,,,
2,229,0.10225646942853928,,,,,,,,,,
2,239,0.06524619460105896,,,,,,,,,,
2,249,0.1399913877248764,,,,,,,,,,
2,259,0.06887585669755936,,,,,,,,,,
2,269,0.11294075101613998,,,,,,,,,,
2,279,0.09158303588628769,,,,,,,,,,
2,281,,0.6401922702789307,0.6630656123161316,0.919236421585083,0.07658394426107407,0.6073298454284668,,,,,
3,289,0.08807525038719177,,,,,,,,,,
3,299,0.07904531061649323,,,,,,,,,,
3,309,0.09461165219545364,,,,,,,,,,
3,319,0.06450550258159637,,,,,,,,,,
3,329,0.04784705489873886,,,,,,,,,,
3,339,0.06481650471687317,,,,,,,,,,
3,349,0.07073424011468887,,,,,,,,,,
3,359,0.17736001312732697,,,,,,,,,,
3,369,0.05771974101662636,,,,,,,,,,
3,375,,0.6603828072547913,0.6799418330192566,0.9237973093986511,0.0746280625462532,0.6308900713920593,,,,,
4,379,0.042048316448926926,,,,,,,,,,
4,389,0.1003994420170784,,,,,,,,,,
4,399,0.07523267716169357,,,,,,,,,,
4,409,0.07409545034170151,,,,,,,,,,
4,419,0.06883665919303894,,,,,,,,,,
4,429,0.05781792104244232,,,,,,,,,,
4,439,0.08670022338628769,,,,,,,,,,
4,449,0.08679847419261932,,,,,,,,,,
4,459,0.15603455901145935,,,,,,,,,,
4,469,0.09850062429904938,,,,,,,,,,
4,469,,0.66490638256073,0.681671142578125,0.9249570965766907,0.07425932586193085,0.6335078477859497,,,,,
5,470,,,,,,,0.6335078477859497,0.9249570965766907,0.66490638256073,0.681671142578125,0.07425932586193085
